hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
1, 0.00000, 221.08, -31.999, 221.079, -152, 221.077, 88.0008, 8.63901E-011, 107.347, 14.1824, 124.688, 14.1824, 4.68759, 14.1824, -115.312, 0.000143825, 104.149
2, 0.00000, 221.95, -31.8329, 221.949, -151.834, 221.948, 88.1669, 7.25241E-011, 109.287, 12.9107, 125.026, 12.9107, 5.02552, 12.9107, -114.974, 0.00011965, 103.706
3, 0.00000, 222.548, -31.7162, 222.547, -151.717, 222.545, 88.2836, 6.36814E-011, 111.091, 12.0287, 125.251, 12.0287, 5.25078, 12.0287, -114.749, 0.000104188, 103.393
4, 0.00000, 222.67, -31.6923, 222.669, -151.693, 222.668, 88.3075, 6.19795E-011, 111.413, 11.8475, 125.299, 11.8475, 5.29816, 11.8475, -114.701, 0.000101234, 103.32
5, 0.00000, 222.751, -31.6765, 222.75, -151.677, 222.749, 88.3233, 6.07787E-011, 111.706, 11.7284, 125.333, 11.7284, 5.33286, 11.7284, -114.667, 9.92258E-005, 103.279
6, 0.00000, 222.388, -31.7485, 222.387, -151.749, 222.386, 88.2514, 6.59478E-011, 110.621, 12.2674, 125.208, 12.2674, 5.20747, 12.2674, -114.792, 0.00010821, 103.522
7, 0.00000, 221.805, -31.8617, 221.805, -151.862, 221.803, 88.1382, 7.46757E-011, 109.041, 13.1255, 124.985, 13.1255, 4.98488, 13.1255, -115.014, 0.000123498, 103.84
8, 0.00000, 222.043, -31.8159, 222.042, -151.817, 222.04, 88.184, 7.10637E-011, 109.563, 12.7771, 125.077, 12.7771, 5.07613, 12.7771, -114.923, 0.000117214, 103.676
9, 0.00000, 221.468, -31.9237, 221.467, -151.924, 221.465, 88.0762, 8.00272E-011, 108.197, 13.6121, 124.812, 13.612, 4.81119, 13.612, -115.188, 0.000132595, 104.046
10, 0.00000, 220.515, -32.0994, 220.514, -152.1, 220.512, 87.9004, 9.59514E-011, 106.516, 14.9873, 124.389, 14.9873, 4.3882, 14.9873, -115.611, 0.00016019, 104.535
11, 0.00000, 220.221, -32.1524, 220.22, -152.153, 220.218, 87.8474, 1.01249E-010, 106.056, 15.4078, 124.255, 15.4078, 4.25416, 15.4078, -115.745, 0.00016922, 104.648
12, 0.00000, 219.314, -32.3176, 219.313, -152.318, 219.31, 87.6822, 1.18378E-010, 104.882, 16.7096, 123.905, 16.7096, 3.9042, 16.7095, -116.095, 0.000198736, 105.005
13, 0.00000, 218.544, -32.4519, 218.542, -152.453, 218.54, 87.5479, 1.33894E-010, 104.179, 17.7974, 123.572, 17.7974, 3.57133, 17.7974, -116.428, 0.000225311, 105.297
14, 0.00000, 219.223, -32.3299, 219.222, -152.331, 219.22, 87.6699, 1.20126E-010, 104.791, 16.8276, 123.817, 16.8276, 3.81662, 16.8276, -116.183, 0.000201565, 105.043
15, 0.00000, 218.984, -32.3707, 218.983, -152.372, 218.981, 87.6291, 1.24735E-010, 104.611, 17.1627, 123.703, 17.1627, 3.70178, 17.1627, -116.297, 0.000209527, 105.178
16, 0.00000, 219.157, -32.3399, 219.156, -152.341, 219.154, 87.6599, 1.2132E-010, 104.773, 16.9171, 123.769, 16.9171, 3.76804, 16.917, -116.231, 0.000203625, 105.106
17, 0.00000, 218.86, -32.3943, 218.859, -152.395, 218.857, 87.6055, 1.27393E-010, 104.506, 17.3438, 123.673, 17.3438, 3.67262, 17.3438, -116.326, 0.000213989, 105.202
18, 0.00000, 218.163, -32.5199, 218.162, -152.521, 218.159, 87.4799, 1.4211E-010, 103.807, 18.3392, 123.439, 18.3392, 3.43858, 18.3391, -116.56, 0.000239269, 105.4
19, 0.00000, 215.518, -32.9361, 215.517, -152.937, 215.514, 87.0637, 2.02257E-010, 102.726, 21.9388, 122.306, 21.9388, 2.30494, 21.9387, -117.694, 0.000341956, 106.472
20, 0.00000, 214.984, -33.0105, 214.982, -153.012, 214.98, 86.9893, 2.15393E-010, 102.686, 22.6485, 122.05, 22.6485, 2.04872, 22.6484, -117.95, 0.000364244, 106.739
21, 0.00000, 215.334, -32.9581, 215.332, -152.959, 215.329, 87.0416, 2.06367E-010, 102.767, 22.1694, 122.21, 22.1694, 2.20869, 22.1694, -117.79, 0.000348993, 106.604
22, 0.00000, 216.317, -32.8195, 216.316, -152.82, 216.313, 87.1803, 1.83496E-010, 102.882, 20.8773, 122.647, 20.8772, 2.64588, 20.8772, -117.353, 0.000309953, 106.093
23, 0.00000, 218.121, -32.531, 218.12, -152.532, 218.118, 87.4688, 1.43271E-010, 103.709, 18.4082, 123.47, 18.4082, 3.46885, 18.4082, -116.53, 0.000241226, 105.342
24, 0.00000, 219.38, -32.3124, 219.379, -152.313, 219.376, 87.6874, 1.17545E-010, 104.803, 16.6336, 124.017, 16.6336, 4.01625, 16.6335, -115.983, 0.000197251, 104.823
25, 0.00000, 221.08, -31.9992, 221.08, -152, 221.078, 88.0006, 8.64828E-011, 107.28, 14.1828, 124.69, 14.1828, 4.68967, 14.1827, -115.31, 0.000143952, 104.097
26, 0.00000, 221.95, -31.8329, 221.949, -151.834, 221.948, 88.1669, 7.24463E-011, 109.267, 12.9107, 125.026, 12.9107, 5.02552, 12.9107, -114.974, 0.000119652, 103.707
27, 0.00000, 222.548, -31.7162, 222.547, -151.717, 222.545, 88.2836, 6.36318E-011, 111.04, 12.0287, 125.251, 12.0287, 5.25078, 12.0287, -114.749, 0.000104188, 103.393
28, 0.00000, 222.67, -31.6923, 222.669, -151.693, 222.668, 88.3075, 6.20014E-011, 111.474, 11.8475, 125.299, 11.8475, 5.29816, 11.8475, -114.701, 0.000101234, 103.32
29, 0.00000, 222.751, -31.6765, 222.75, -151.677, 222.749, 88.3233, 6.08001E-011, 111.661, 11.7284, 125.333, 11.7284, 5.33286, 11.7284, -114.667, 9.92259E-005, 103.279
30, 0.00000, 222.388, -31.7485, 222.387, -151.749, 222.386, 88.2514, 6.59469E-011, 110.62, 12.2674, 125.208, 12.2674, 5.20747, 12.2674, -114.792, 0.00010821, 103.522
31, 0.00000, 221.805, -31.8617, 221.805, -151.862, 221.803, 88.1382, 7.46766E-011, 108.996, 13.1255, 124.985, 13.1255, 4.98488, 13.1255, -115.014, 0.000123498, 103.84
32, 0.00000, 222.043, -31.8159, 222.042, -151.817, 222.04, 88.184, 7.10381E-011, 109.501, 12.7771, 125.077, 12.7771, 5.07613, 12.7771, -114.923, 0.000117214, 103.676
33, 0.00000, 221.468, -31.9237, 221.467, -151.924, 221.465, 88.0762, 7.99454E-011, 108.194, 13.6121, 124.812, 13.612, 4.81119, 13.612, -115.188, 0.000132595, 104.046
34, 0.00000, 220.515, -32.0994, 220.514, -152.1, 220.512, 87.9004, 9.59861E-011, 106.5, 14.9873, 124.389, 14.9873, 4.3882, 14.9873, -115.611, 0.00016019, 104.535
35, 0.00000, 220.221, -32.1524, 220.22, -152.153, 220.218, 87.8474, 1.01308E-010, 105.995, 15.4078, 124.255, 15.4078, 4.25416, 15.4078, -115.745, 0.00016922, 104.648
36, 0.00000, 219.314, -32.3176, 219.313, -152.318, 219.31, 87.6822, 1.18471E-010, 104.899, 16.7096, 123.905, 16.7096, 3.9042, 16.7095, -116.095, 0.000198736, 105.005
37, 0.00000, 218.544, -32.4519, 218.542, -152.453, 218.54, 87.5479, 1.34025E-010, 104.171, 17.7974, 123.572, 17.7974, 3.57133, 17.7974, -116.428, 0.000225311, 105.297
38, 0.00000, 219.223, -32.3299, 219.222, -152.331, 219.22, 87.6699, 1.20074E-010, 104.802, 16.8276, 123.817, 16.8276, 3.81662, 16.8276, -116.183, 0.000201565, 105.043
39, 0.00000, 218.984, -32.3707, 218.983, -152.372, 218.981, 87.6291, 1.2479E-010, 104.603, 17.1627, 123.703, 17.1627, 3.70178, 17.1627, -116.297, 0.000209527, 105.178
40, 0.00000, 219.157, -32.3399, 219.156, -152.341, 219.154, 87.6599, 1.21307E-010, 104.809, 16.9171, 123.769, 16.9171, 3.76804, 16.917, -116.231, 0.000203625, 105.106
41, 0.00000, 218.86, -32.3943, 218.859, -152.395, 218.857, 87.6055, 1.27268E-010, 104.489, 17.3438, 123.673, 17.3438, 3.67262, 17.3438, -116.326, 0.000213989, 105.202
42, 0.00000, 218.163, -32.5199, 218.162, -152.521, 218.159, 87.4799, 1.42136E-010, 103.818, 18.3392, 123.439, 18.3392, 3.43858, 18.3391, -116.56, 0.000239269, 105.4
43, 0.00000, 215.518, -32.9361, 215.517, -152.937, 215.514, 87.0637, 2.02283E-010, 102.724, 21.9388, 122.306, 21.9388, 2.30494, 21.9387, -117.694, 0.000341956, 106.472
44, 0.00000, 214.984, -33.0105, 214.982, -153.012, 214.98, 86.9893, 2.15327E-010, 102.693, 22.6485, 122.05, 22.6485, 2.04872, 22.6484, -117.95, 0.000364244, 106.739
45, 0.00000, 215.334, -32.9581, 215.332, -152.959, 215.329, 87.0416, 2.06428E-010, 102.767, 22.1694, 122.21, 22.1694, 2.20869, 22.1694, -117.79, 0.000348993, 106.604
46, 0.00000, 216.317, -32.8195, 216.316, -152.82, 216.313, 87.1803, 1.83602E-010, 102.882, 20.8773, 122.647, 20.8772, 2.64588, 20.8772, -117.353, 0.000309953, 106.093
47, 0.00000, 218.121, -32.531, 218.12, -152.532, 218.118, 87.4688, 1.43178E-010, 103.724, 18.4082, 123.47, 18.4082, 3.46885, 18.4082, -116.53, 0.000241226, 105.342
48, 0.00000, 219.38, -32.3124, 219.379, -152.313, 219.376, 87.6874, 1.17519E-010, 104.809, 16.6336, 124.017, 16.6336, 4.01625, 16.6335, -115.983, 0.000197251, 104.823
48, 0.00000, 219.38, -32.3124, 219.379, -152.313, 219.376, 87.6874, 1.17519E-010, 104.809, 16.6336, 124.017, 16.6336, 4.01625, 16.6335, -115.983, 0.000197251, 104.823
