hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
1, 0.00000, 221.639, -121.96, 0.000342672, 147.725, 0.565796, 34.369, 0.565805, -145.633
2, 0.00000, 222.514, -121.799, 0.000344106, 147.917, 0.515048, 34.7042, 0.515057, -145.298
3, 0.00000, 223.116, -121.685, 0.000345091, 148.052, 0.479856, 34.9275, 0.479865, -145.075
4, 0.00000, 223.239, -121.662, 0.000345293, 148.08, 0.472628, 34.9745, 0.472637, -145.028
5, 0.00000, 223.32, -121.647, 0.000345426, 148.098, 0.467873, 35.009, 0.467882, -144.994
6, 0.00000, 222.955, -121.717, 0.000344828, 148.015, 0.489377, 34.8849, 0.489386, -145.118
7, 0.00000, 222.368, -121.827, 0.000343868, 147.884, 0.523617, 34.6642, 0.523627, -145.338
8, 0.00000, 222.607, -121.782, 0.000344259, 147.937, 0.509717, 34.7547, 0.509726, -145.248
9, 0.00000, 222.029, -121.887, 0.000343311, 147.812, 0.543039, 34.491, 0.543048, -145.511
10, 0.00000, 221.07, -122.058, 0.000341738, 147.608, 0.59793, 34.0702, 0.597939, -145.932
11, 0.00000, 220.775, -122.109, 0.000341253, 147.546, 0.614713, 33.9368, 0.614722, -146.065
12, 0.00000, 219.862, -122.27, 0.000339756, 147.354, 0.666669, 33.5897, 0.666678, -146.412
13, 0.00000, 219.088, -122.4, 0.000338485, 147.197, 0.710097, 33.2587, 0.710107, -146.743
14, 0.00000, 219.771, -122.281, 0.000339606, 147.34, 0.671391, 33.5017, 0.671401, -146.5
15, 0.00000, 219.531, -122.321, 0.000339211, 147.292, 0.68477, 33.3873, 0.684779, -146.614
16, 0.00000, 219.705, -122.291, 0.000339496, 147.328, 0.674965, 33.453, 0.674974, -146.549
17, 0.00000, 219.406, -122.344, 0.000339006, 147.265, 0.691994, 33.3587, 0.692003, -146.643
18, 0.00000, 218.705, -122.466, 0.000337857, 147.118, 0.73172, 33.1273, 0.731729, -146.874
19, 0.00000, 216.045, -122.868, 0.000333486, 146.627, 0.875457, 32.0003, 0.875467, -148.001
20, 0.00000, 215.508, -122.939, 0.000332601, 146.538, 0.903809, 31.7451, 0.903819, -148.256
21, 0.00000, 215.859, -122.889, 0.00033318, 146.6, 0.884673, 31.9043, 0.884683, -148.097
22, 0.00000, 216.849, -122.755, 0.000334807, 146.766, 0.833062, 32.3392, 0.833071, -147.662
23, 0.00000, 218.663, -122.477, 0.000337789, 147.105, 0.734468, 33.1584, 0.734477, -146.843
24, 0.00000, 219.928, -122.265, 0.000339867, 147.361, 0.663623, 33.7027, 0.663632, -146.299
25, 0.00000, 221.639, -121.96, 0.000342673, 147.725, 0.565811, 34.3711, 0.56582, -145.631
26, 0.00000, 222.514, -121.799, 0.000344106, 147.917, 0.515048, 34.7042, 0.515057, -145.298
27, 0.00000, 223.116, -121.685, 0.000345091, 148.052, 0.479856, 34.9275, 0.479865, -145.075
28, 0.00000, 223.239, -121.662, 0.000345293, 148.08, 0.472628, 34.9745, 0.472637, -145.028
29, 0.00000, 223.32, -121.647, 0.000345426, 148.098, 0.467873, 35.009, 0.467882, -144.994
30, 0.00000, 222.955, -121.717, 0.000344828, 148.015, 0.489377, 34.8849, 0.489386, -145.118
31, 0.00000, 222.368, -121.827, 0.000343868, 147.884, 0.523617, 34.6642, 0.523627, -145.338
32, 0.00000, 222.607, -121.782, 0.000344259, 147.937, 0.509717, 34.7547, 0.509726, -145.248
33, 0.00000, 222.029, -121.887, 0.000343311, 147.812, 0.543039, 34.491, 0.543048, -145.511
34, 0.00000, 221.07, -122.058, 0.000341738, 147.608, 0.59793, 34.0702, 0.597939, -145.932
35, 0.00000, 220.775, -122.109, 0.000341253, 147.546, 0.614713, 33.9368, 0.614722, -146.065
36, 0.00000, 219.862, -122.27, 0.000339756, 147.354, 0.666669, 33.5897, 0.666678, -146.412
37, 0.00000, 219.088, -122.4, 0.000338485, 147.197, 0.710097, 33.2587, 0.710107, -146.743
38, 0.00000, 219.771, -122.281, 0.000339606, 147.34, 0.671391, 33.5017, 0.671401, -146.5
39, 0.00000, 219.531, -122.321, 0.000339211, 147.292, 0.68477, 33.3873, 0.684779, -146.614
40, 0.00000, 219.705, -122.291, 0.000339496, 147.328, 0.674965, 33.453, 0.674974, -146.549
41, 0.00000, 219.406, -122.344, 0.000339006, 147.265, 0.691994, 33.3587, 0.692003, -146.643
42, 0.00000, 218.705, -122.466, 0.000337857, 147.118, 0.73172, 33.1273, 0.731729, -146.874
43, 0.00000, 216.045, -122.868, 0.000333486, 146.627, 0.875457, 32.0003, 0.875467, -148.001
44, 0.00000, 215.508, -122.939, 0.000332601, 146.538, 0.903809, 31.7451, 0.903819, -148.256
45, 0.00000, 215.859, -122.889, 0.00033318, 146.6, 0.884673, 31.9043, 0.884683, -148.097
46, 0.00000, 216.849, -122.755, 0.000334807, 146.766, 0.833062, 32.3392, 0.833071, -147.662
47, 0.00000, 218.663, -122.477, 0.000337789, 147.105, 0.734468, 33.1584, 0.734477, -146.843
48, 0.00000, 219.928, -122.265, 0.000339867, 147.361, 0.663623, 33.7027, 0.663632, -146.299
48, 0.00000, 219.928, -122.265, 0.000339867, 147.361, 0.663623, 33.7027, 0.663632, -146.299
