hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
1, 0.00000, 221.637, -121.96, 0.00034267, 147.725, 0.565807, 34.3697, 0.565816, -145.632
2, 0.00000, 222.512, -121.799, 0.000344104, 147.917, 0.515045, 34.7035, 0.515054, -145.299
3, 0.00000, 223.114, -121.685, 0.000345089, 148.052, 0.479854, 34.9268, 0.479863, -145.076
4, 0.00000, 223.241, -121.662, 0.000345296, 148.08, 0.472589, 34.969, 0.472599, -145.034
5, 0.00000, 223.321, -121.646, 0.000345428, 148.098, 0.467848, 35.0053, 0.467858, -144.997
6, 0.00000, 223.285, -121.578, 0.000345338, 148.154, 0.489507, 34.9945, 0.489516, -145.008
7, 0.00000, 224.12, -121.039, 0.000346576, 148.674, 0.524343, 35.2911, 0.524352, -144.711
8, 0.00000, 226.176, -119.935, 0.000349778, 149.789, 0.511177, 36.2737, 0.511186, -143.729
9, 0.00000, 226.744, -119.192, 0.000350601, 150.513, 0.545133, 36.7521, 0.545143, -143.25
10, 0.00000, 226.485, -118.781, 0.000350106, 150.893, 0.600601, 36.8411, 0.60061, -143.161
11, 0.00000, 226.444, -118.577, 0.000350014, 151.088, 0.617589, 36.9369, 0.617599, -143.065
12, 0.00000, 225.631, -118.773, 0.00034867, 150.86, 0.66985, 36.5365, 0.66986, -143.465
13, 0.00000, 224.601, -119.288, 0.000347001, 150.32, 0.713335, 35.8378, 0.713345, -144.164
14, 0.00000, 224.661, -119.652, 0.000347161, 149.978, 0.674071, 35.6612, 0.674081, -144.341
15, 0.00000, 223.589, -120.318, 0.000345481, 149.302, 0.687031, 34.9981, 0.687041, -145.004
16, 0.00000, 222.611, -120.969, 0.000343986, 148.655, 0.676534, 34.494, 0.676544, -145.508
17, 0.00000, 220.577, -121.867, 0.000340815, 147.744, 0.692637, 33.7221, 0.692646, -146.28
18, 0.00000, 218.704, -122.466, 0.000337855, 147.118, 0.731726, 33.128, 0.731735, -146.874
19, 0.00000, 216.039, -122.867, 0.000333477, 146.628, 0.875461, 32.0022, 0.875471, -147.999
20, 0.00000, 215.503, -122.938, 0.000332594, 146.539, 0.903806, 31.7462, 0.903815, -148.255
21, 0.00000, 215.859, -122.888, 0.000333179, 146.601, 0.884676, 31.9047, 0.884685, -148.097
22, 0.00000, 216.847, -122.755, 0.000334804, 146.766, 0.833069, 32.3402, 0.833079, -147.661
23, 0.00000, 218.659, -122.476, 0.000337784, 147.106, 0.734479, 33.1599, 0.734488, -146.842
24, 0.00000, 219.926, -122.264, 0.000339864, 147.361, 0.663615, 33.7027, 0.663624, -146.299
25, 0.00000, 221.639, -121.96, 0.000342673, 147.725, 0.565797, 34.3683, 0.565806, -145.634
26, 0.00000, 222.512, -121.799, 0.000344104, 147.917, 0.515045, 34.7035, 0.515054, -145.299
27, 0.00000, 223.114, -121.685, 0.000345089, 148.052, 0.479854, 34.9268, 0.479863, -145.076
28, 0.00000, 223.241, -121.662, 0.000345296, 148.08, 0.472589, 34.969, 0.472599, -145.034
29, 0.00000, 223.321, -121.646, 0.000345428, 148.098, 0.467848, 35.0053, 0.467858, -144.997
30, 0.00000, 223.285, -121.578, 0.000345338, 148.154, 0.489507, 34.9945, 0.489516, -145.008
31, 0.00000, 224.12, -121.039, 0.000346576, 148.674, 0.524343, 35.2911, 0.524352, -144.711
32, 0.00000, 226.176, -119.935, 0.000349778, 149.789, 0.511177, 36.2737, 0.511186, -143.729
33, 0.00000, 226.744, -119.192, 0.000350601, 150.513, 0.545133, 36.7521, 0.545143, -143.25
34, 0.00000, 226.485, -118.781, 0.000350106, 150.893, 0.600601, 36.8411, 0.60061, -143.161
35, 0.00000, 226.444, -118.577, 0.000350014, 151.088, 0.617589, 36.9369, 0.617599, -143.065
36, 0.00000, 225.631, -118.773, 0.00034867, 150.86, 0.66985, 36.5365, 0.66986, -143.465
37, 0.00000, 224.601, -119.288, 0.000347001, 150.32, 0.713335, 35.8378, 0.713345, -144.164
38, 0.00000, 224.661, -119.652, 0.000347161, 149.978, 0.674071, 35.6612, 0.674081, -144.341
39, 0.00000, 223.589, -120.318, 0.000345481, 149.302, 0.687031, 34.9981, 0.687041, -145.004
40, 0.00000, 222.611, -120.969, 0.000343986, 148.655, 0.676534, 34.494, 0.676544, -145.508
41, 0.00000, 220.577, -121.867, 0.000340815, 147.744, 0.692637, 33.7221, 0.692646, -146.28
42, 0.00000, 218.704, -122.466, 0.000337855, 147.118, 0.731726, 33.128, 0.731735, -146.874
43, 0.00000, 216.039, -122.867, 0.000333477, 146.628, 0.875461, 32.0022, 0.875471, -147.999
44, 0.00000, 215.503, -122.938, 0.000332594, 146.539, 0.903806, 31.7462, 0.903815, -148.255
45, 0.00000, 215.859, -122.888, 0.000333179, 146.601, 0.884676, 31.9047, 0.884685, -148.097
46, 0.00000, 216.847, -122.755, 0.000334804, 146.766, 0.833069, 32.3402, 0.833079, -147.661
47, 0.00000, 218.659, -122.476, 0.000337784, 147.106, 0.734479, 33.1599, 0.734488, -146.842
48, 0.00000, 219.926, -122.264, 0.000339864, 147.361, 0.663615, 33.7027, 0.663624, -146.299
48, 0.00000, 219.926, -122.264, 0.000339864, 147.361, 0.663615, 33.7027, 0.663624, -146.299
