hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
1, 0.00000, 217.557, -33.706, 217.557, -153.707, 217.555, 86.2938, 5.4916E-010, 90.7496, 101.894, 124.057, 101.894, 4.05635, 101.894, -115.943, 0.000938008, 100.953
2, 0.00000, 218.765, -33.3833, 218.765, -153.384, 218.763, 86.6165, 4.5704E-010, 90.7731, 92.7928, 124.512, 92.7927, 4.51184, 92.7926, -115.488, 0.000780089, 100.881
3, 0.00000, 219.595, -33.1582, 219.595, -153.159, 219.593, 86.8416, 3.95739E-010, 90.6646, 86.4681, 124.824, 86.468, 4.8235, 86.468, -115.176, 0.000679112, 100.802
4, 0.00000, 219.773, -33.1122, 219.773, -153.113, 219.771, 86.8877, 3.86215E-010, 90.3816, 85.1435, 124.923, 85.1434, 4.92208, 85.1434, -115.077, 0.00065853, 100.792
5, 0.00000, 219.883, -33.0818, 219.883, -153.082, 219.881, 86.918, 3.78932E-010, 90.8032, 84.2948, 124.96, 84.2948, 4.95917, 84.2947, -115.04, 0.000645913, 100.77
6, 0.00000, 219.927, -32.7348, 219.926, -152.735, 219.924, 87.2651, 2.60173E-010, 91.1597, 74.5948, 120.896, 74.5947, 0.895085, 74.5945, -119.104, 0.000445321, 101.707
7, 0.00000, 221.471, -30.7079, 221.471, -150.708, 221.469, 89.292, 4.35747E-010, -83.832, 36.1062, 64.7787, 36.106, -55.2223, 36.1057, -175.223, 0.000737476, -74.0471
8, 0.00000, 224.752, -27.0637, 224.752, -147.064, 224.75, 92.9363, 1.57276E-009, -77.2897, 114.113, -8.98965, 114.114, -128.99, 114.115, 111.01, 0.00267203, -67.4853
9, 0.00000, 225.752, -24.4565, 225.752, -144.457, 225.75, 95.5435, 2.58693E-009, -71.9918, 193.341, -13.0488, 193.342, -133.049, 193.344, 106.951, 0.00439721, -62.1608
10, 0.00000, 225.474, -22.8969, 225.473, -142.897, 225.472, 97.1031, 3.46782E-009, -68.3658, 241.843, -12.739, 241.844, -132.74, 241.847, 107.261, 0.00590021, -58.5057
11, 0.00000, 225.435, -22.1662, 225.434, -142.167, 225.433, 97.8339, 3.86176E-009, -66.788, 264.239, -12.5712, 264.24, -132.572, 264.243, 107.429, 0.0065664, -56.9191
12, 0.00000, 224.341, -22.5576, 224.34, -142.558, 224.338, 97.4424, 4.06423E-009, -66.8776, 254.136, -11.6544, 254.138, -131.655, 254.141, 108.345, 0.00691227, -57.0223
13, 0.00000, 222.912, -24.0179, 222.911, -144.019, 222.909, 95.9821, 3.72442E-009, -69.0545, 212.232, -9.99231, 212.233, -129.993, 212.236, 110.007, 0.00633634, -59.1967
