hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
1, 0.00000, 217.221, -32.9595, 217.221, -152.96, 217.219, 87.0403, 2.26773E-010, 91.1524, 37.7952, 124.55, 37.7952, 4.54949, 37.7952, -115.45, 0.000391991, 101.497
2, 0.00000, 218.435, -32.712, 218.434, -152.713, 218.432, 87.2878, 1.87634E-010, 90.9116, 34.4145, 124.928, 34.4144, 4.92772, 34.4144, -115.072, 0.000325681, 101.182
3, 0.00000, 219.273, -32.5364, 219.272, -152.537, 219.27, 87.4634, 1.62822E-010, 90.7374, 32.07, 125.186, 32.07, 5.18555, 32.0699, -114.814, 0.000283497, 100.932
4, 0.00000, 219.461, -32.4912, 219.46, -152.492, 219.458, 87.5086, 1.57919E-010, 90.6885, 31.5865, 125.246, 31.5865, 5.24564, 31.5865, -114.754, 0.000275147, 100.882
5, 0.00000, 219.541, -32.4835, 219.541, -152.484, 219.539, 87.5163, 1.54786E-010, 90.661, 31.2697, 125.274, 31.2697, 5.27371, 31.2696, -114.726, 0.00026981, 100.798
6, 0.00000, 219.202, -32.5177, 219.201, -152.518, 219.2, 87.4821, 1.69131E-010, 90.9484, 32.7075, 125.188, 32.7075, 5.18763, 32.7075, -114.812, 0.000294173, 101.104
7, 0.00000, 219.168, -32.3064, 219.167, -152.307, 219.165, 87.6934, 1.92502E-010, 91.6628, 35.0083, 125.245, 35.0083, 5.24395, 35.0083, -114.755, 0.000333771, 101.933
8, 0.00000, 220.528, -31.643, 220.528, -151.644, 220.526, 88.3568, 1.80649E-010, 92.5627, 34.1047, 125.85, 34.1047, 5.84893, 34.1046, -114.15, 0.000313766, 102.795
9, 0.00000, 220.424, -31.327, 220.423, -151.328, 220.421, 88.6728, 2.04207E-010, 93.5254, 36.3438, 125.969, 36.3438, 5.96795, 36.3437, -114.031, 0.000353496, 103.829
10, 0.00000, 219.531, -31.2575, 219.53, -151.258, 219.528, 88.7423, 2.4699E-010, 94.3904, 40.0149, 125.791, 40.0149, 5.78999, 40.0148, -114.209, 0.00042613, 104.739
11, 0.00000, 219.3, -31.1868, 219.299, -151.188, 219.297, 88.813, 2.60808E-010, 94.7254, 41.1377, 125.775, 41.1377, 5.77434, 41.1376, -114.225, 0.000449609, 105.093
12, 0.00000, 220.421, -29.5723, 220.419, -149.573, 220.417, 90.4275, 3.02142E-010, 97.9408, 44.6773, 127.018, 44.6772, 7.01693, 44.6772, -112.982, 0.00051979, 108.353
13, 0.00000, 218.844, -30.3388, 218.843, -150.34, 218.841, 89.661, 3.44284E-010, 97.1764, 47.5541, 126.131, 47.5541, 6.12977, 47.554, -113.869, 0.000591058, 107.641
14, 0.00000, 219.1, -30.7553, 219.099, -150.756, 219.097, 89.2445, 3.08531E-010, 96.1009, 44.9497, 125.874, 44.9496, 5.87374, 44.9496, -114.125, 0.000530526, 106.538
15, 0.00000, 217.626, -31.6758, 217.625, -151.677, 217.623, 88.324, 3.23707E-010, 94.7469, 45.8051, 125.001, 45.8051, 5.0006, 45.805, -114.999, 0.000556229, 105.212
16, 0.00000, 216.396, -32.5366, 216.395, -152.537, 216.393, 87.4632, 3.18196E-010, 93.2304, 45.1068, 124.31, 45.1067, 4.30953, 45.1067, -115.69, 0.000546764, 103.7
17, 0.00000, 214.684, -33.3013, 214.683, -153.302, 214.681, 86.6985, 3.38557E-010, 92.1327, 46.2021, 123.645, 46.2021, 3.64391, 46.202, -116.355, 0.000581373, 102.635
18, 0.00000, 213.124, -33.7579, 213.123, -153.759, 213.121, 86.2418, 3.81407E-010, 91.7561, 48.8286, 123.172, 48.8285, 3.17114, 48.8285, -116.828, 0.000654127, 102.289
19, 0.00000, 209.481, -34.4133, 209.48, -154.414, 209.477, 85.5865, 5.49415E-010, 92.1662, 58.3641, 121.938, 58.364, 1.93657, 58.3639, -118.062, 0.000939054, 102.8
20, 0.00000, 208.715, -34.5484, 208.714, -154.55, 208.711, 85.4513, 5.86392E-010, 92.2575, 60.2403, 121.655, 60.2403, 1.65374, 60.2402, -118.345, 0.00100186, 102.904
21, 0.00000, 209.21, -34.4626, 209.208, -154.464, 209.206, 85.5371, 5.61491E-010, 92.1965, 58.9728, 121.827, 58.9727, 1.82567, 58.9726, -118.173, 0.000959445, 102.832
22, 0.00000, 210.541, -34.2385, 210.54, -154.24, 210.537, 85.7612, 4.9667E-010, 92.0242, 55.5518, 122.297, 55.5518, 2.29619, 55.5517, -117.703, 0.000849456, 102.627
23, 0.00000, 213.066, -33.7792, 213.065, -153.78, 213.063, 86.2205, 3.84376E-010, 91.7066, 49.0114, 123.191, 49.0114, 3.19044, 49.0113, -116.809, 0.000659232, 102.236
24, 0.00000, 214.825, -33.446, 214.824, -153.447, 214.821, 86.5538, 3.12973E-010, 91.4529, 44.3033, 123.788, 44.3033, 3.78684, 44.3033, -116.212, 0.000538201, 101.936
25, 0.00000, 217.224, -32.9598, 217.223, -152.96, 217.221, 87.04, 2.268E-010, 91.1346, 37.7949, 124.549, 37.7949, 4.54831, 37.7949, -115.451, 0.000391935, 101.499
