hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
1, 0.00000, 222.793, -121.452, 0.000344456, 148.235, 0.566302, 34.7682, 0.566312, -145.234
2, 0.00000, 223.548, -121.34, 0.000345704, 148.378, 0.515454, 35.0656, 0.515463, -144.937
3, 0.00000, 224.069, -121.258, 0.000346566, 148.48, 0.480214, 35.2653, 0.480223, -144.737
4, 0.00000, 224.188, -121.235, 0.000346762, 148.508, 0.472951, 35.3111, 0.47296, -144.691
5, 0.00000, 224.234, -121.235, 0.00034684, 148.51, 0.46819, 35.335, 0.468199, -144.668
6, 0.00000, 224.049, -121.23, 0.000346521, 148.503, 0.489788, 35.2711, 0.489797, -144.731
7, 0.00000, 224.152, -121.023, 0.000346625, 148.69, 0.524356, 35.3041, 0.524365, -144.698
8, 0.00000, 225.159, -120.543, 0.000348205, 149.179, 0.510746, 35.7607, 0.510755, -144.242
9, 0.00000, 225.206, -120.257, 0.000348223, 149.447, 0.544421, 35.8279, 0.54443, -144.174
10, 0.00000, 224.725, -120.127, 0.000347386, 149.545, 0.599697, 35.6586, 0.599706, -144.343
11, 0.00000, 224.611, -120.049, 0.000347182, 149.613, 0.616617, 35.6342, 0.616627, -144.368
12, 0.00000, 225.619, -118.79, 0.00034865, 150.844, 0.669854, 36.5221, 0.669864, -143.48
13, 0.00000, 224.584, -119.304, 0.000346975, 150.303, 0.71332, 35.8232, 0.71333, -144.179
14, 0.00000, 224.643, -119.668, 0.000347132, 149.961, 0.67406, 35.6465, 0.67407, -144.355
15, 0.00000, 223.566, -120.335, 0.000345444, 149.285, 0.687017, 34.9841, 0.687027, -145.018
16, 0.00000, 222.582, -120.985, 0.000343941, 148.639, 0.676518, 34.4807, 0.676527, -145.521
17, 0.00000, 221.314, -121.528, 0.000341953, 148.084, 0.693034, 33.9892, 0.693044, -146.012
18, 0.00000, 220.247, -121.809, 0.000340238, 147.778, 0.732618, 33.6329, 0.732627, -146.369
19, 0.00000, 217.991, -122.087, 0.000336489, 147.413, 0.876817, 32.581, 0.876827, -147.42
20, 0.00000, 217.514, -122.145, 0.000335697, 147.337, 0.905274, 32.3306, 0.905283, -147.671
21, 0.00000, 217.82, -122.11, 0.000336206, 147.384, 0.88606, 32.4806, 0.88607, -147.521
22, 0.00000, 218.642, -122.019, 0.000337575, 147.506, 0.834238, 32.8936, 0.834248, -147.108
23, 0.00000, 220.209, -121.821, 0.000340177, 147.764, 0.735345, 33.6619, 0.735354, -146.34
24, 0.00000, 221.3, -121.675, 0.000341986, 147.953, 0.66431, 34.1591, 0.664319, -145.843
25, 0.00000, 222.795, -121.453, 0.000344459, 148.234, 0.566299, 34.7673, 0.566308, -145.235
26, 0.00000, 223.548, -121.34, 0.000345704, 148.378, 0.515454, 35.0656, 0.515463, -144.937
27, 0.00000, 224.069, -121.258, 0.000346566, 148.48, 0.480214, 35.2653, 0.480223, -144.737
28, 0.00000, 224.188, -121.235, 0.000346762, 148.508, 0.472951, 35.3111, 0.47296, -144.691
29, 0.00000, 224.234, -121.235, 0.00034684, 148.51, 0.46819, 35.335, 0.468199, -144.668
30, 0.00000, 224.049, -121.23, 0.000346521, 148.503, 0.489788, 35.2711, 0.489797, -144.731
31, 0.00000, 224.152, -121.023, 0.000346625, 148.69, 0.524356, 35.3041, 0.524365, -144.698
32, 0.00000, 225.159, -120.543, 0.000348205, 149.179, 0.510746, 35.7607, 0.510755, -144.242
33, 0.00000, 225.206, -120.257, 0.000348223, 149.447, 0.544421, 35.8279, 0.54443, -144.174
34, 0.00000, 224.725, -120.127, 0.000347386, 149.545, 0.599697, 35.6586, 0.599706, -144.343
35, 0.00000, 224.611, -120.049, 0.000347182, 149.613, 0.616617, 35.6342, 0.616627, -144.368
36, 0.00000, 223.837, -120.183, 0.000345897, 149.448, 0.668823, 35.2962, 0.668832, -144.706
37, 0.00000, 223.001, -120.439, 0.000344529, 149.165, 0.712354, 34.8394, 0.712363, -145.162
38, 0.00000, 223.279, -120.568, 0.000345025, 149.059, 0.673284, 34.8763, 0.673293, -145.125
39, 0.00000, 222.677, -120.859, 0.000344071, 148.759, 0.686504, 34.5444, 0.686513, -145.457
40, 0.00000, 222.311, -121.129, 0.000343522, 148.495, 0.676368, 34.3627, 0.676377, -145.639
41, 0.00000, 221.313, -121.527, 0.000341952, 148.085, 0.693044, 33.99, 0.693053, -146.012
42, 0.00000, 220.247, -121.809, 0.000340238, 147.778, 0.732618, 33.6329, 0.732627, -146.369
43, 0.00000, 217.991, -122.087, 0.000336489, 147.413, 0.876817, 32.581, 0.876827, -147.42
44, 0.00000, 217.514, -122.145, 0.000335697, 147.337, 0.905274, 32.3306, 0.905283, -147.671
45, 0.00000, 217.82, -122.11, 0.000336206, 147.384, 0.88606, 32.4806, 0.88607, -147.521
46, 0.00000, 218.642, -122.019, 0.000337575, 147.506, 0.834238, 32.8936, 0.834248, -147.108
47, 0.00000, 220.209, -121.821, 0.000340177, 147.764, 0.735345, 33.6619, 0.735354, -146.34
48, 0.00000, 221.3, -121.675, 0.000341986, 147.953, 0.66431, 34.1591, 0.664319, -145.843
48, 0.00000, 221.3, -121.675, 0.000341986, 147.953, 0.66431, 34.1591, 0.664319, -145.843
