hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
1, 0.00000, 222.012, -31.5517, 222.012, -151.552, 222.01, 88.4482, 8.82586E-011, 90.1587, 16.5001, 125.071, 16.5001, 5.07079, 16.5, -114.928, 0.000167612, 104.773
2, 0.00000, 222.782, -31.429, 222.782, -151.43, 222.78, 88.5709, 7.2007E-011, 88.2385, 15.0192, 125.374, 15.0192, 5.37382, 15.0192, -114.626, 0.000139506, 104.286
3, 0.00000, 223.315, -31.3407, 223.314, -151.341, 223.312, 88.6591, 6.16095E-011, 86.4508, 13.9929, 125.578, 13.9929, 5.57758, 13.9928, -114.422, 0.000121581, 103.923
4, 0.00000, 223.436, -31.3159, 223.435, -151.316, 223.433, 88.684, 5.9622E-011, 86.1176, 13.7813, 125.625, 13.7813, 5.62422, 13.7813, -114.375, 0.000118032, 103.847
5, 0.00000, 223.483, -31.3156, 223.482, -151.316, 223.481, 88.6843, 5.82778E-011, 85.755, 13.6427, 125.649, 13.6427, 5.64861, 13.6426, -114.351, 0.000115758, 103.761
6, 0.00000, 223.291, -31.3148, 223.29, -151.315, 223.288, 88.685, 6.43264E-011, 87.0033, 14.2717, 125.583, 14.2717, 5.58194, 14.2717, -114.417, 0.000126171, 104.088
7, 0.00000, 223.378, -31.1155, 223.377, -151.116, 223.376, 88.8844, 7.41093E-011, 88.9694, 15.2781, 125.611, 15.2781, 5.6106, 15.2781, -114.389, 0.000143227, 104.842
8, 0.00000, 224.383, -30.6348, 224.382, -150.635, 224.38, 89.365, 6.93217E-011, 88.9979, 14.8813, 126.068, 14.8813, 6.06782, 14.8813, -113.932, 0.000135012, 105.359
9, 0.00000, 224.415, -30.3567, 224.414, -150.357, 224.412, 89.6431, 7.91521E-011, 90.9244, 15.8615, 126.132, 15.8614, 6.13111, 15.8614, -113.868, 0.000152141, 106.261
10, 0.00000, 223.913, -30.2384, 223.912, -150.239, 223.91, 89.7614, 9.71388E-011, 93.2371, 17.4704, 125.957, 17.4704, 5.95608, 17.4704, -114.043, 0.000183208, 107.187
11, 0.00000, 223.793, -30.1646, 223.792, -150.165, 223.79, 89.8353, 1.02932E-010, 93.8736, 17.9628, 125.931, 17.9628, 5.92987, 17.9628, -114.069, 0.000193248, 107.522
12, 0.00000, 224.767, -28.9221, 224.765, -148.923, 224.763, 91.0777, 1.20644E-010, 97.1217, 19.5111, 126.808, 19.5111, 6.80776, 19.511, -113.191, 0.000224109, 109.954
13, 0.00000, 223.721, -29.4431, 223.72, -149.444, 223.718, 90.5568, 1.3826E-010, 97.4373, 20.7762, 126.107, 20.7762, 6.10667, 20.7761, -113.892, 0.000254248, 109.697
14, 0.00000, 223.797, -29.7973, 223.796, -149.798, 223.794, 90.2025, 1.23161E-010, 96.0155, 19.6339, 125.936, 19.6339, 5.9357, 19.6339, -114.063, 0.000228231, 108.768
15, 0.00000, 222.723, -30.4633, 222.722, -150.464, 222.72, 89.5365, 1.29313E-010, 95.3725, 20.0117, 125.275, 20.0116, 5.27416, 20.0116, -114.725, 0.000238639, 107.947
16, 0.00000, 221.753, -31.1086, 221.752, -151.109, 221.75, 88.8912, 1.26738E-010, 94.224, 19.707, 124.774, 19.707, 4.77338, 19.7069, -115.226, 0.00023391, 106.882
17, 0.00000, 220.488, -31.6524, 220.487, -151.653, 220.485, 88.3474, 1.34831E-010, 93.8601, 20.1887, 124.281, 20.1887, 4.2806, 20.1887, -115.719, 0.000247828, 106.24
18, 0.00000, 219.413, -31.9411, 219.412, -151.942, 219.409, 88.0587, 1.52481E-010, 94.2627, 21.3415, 123.92, 21.3415, 3.91961, 21.3415, -116.079, 0.00027805, 106.19
19, 0.00000, 217.107, -32.247, 217.106, -152.248, 217.103, 87.7528, 2.22027E-010, 96.4831, 25.5367, 122.857, 25.5367, 2.85571, 25.5366, -117.143, 0.000397072, 107.282
20, 0.00000, 216.621, -32.3111, 216.619, -152.312, 216.616, 87.6887, 2.37284E-010, 96.8754, 26.3641, 122.604, 26.364, 2.60355, 26.364, -117.395, 0.000423139, 107.509
21, 0.00000, 216.933, -32.2718, 216.932, -152.273, 216.929, 87.728, 2.26872E-010, 96.6122, 25.8054, 122.756, 25.8053, 2.75497, 25.8053, -117.244, 0.000405499, 107.359
22, 0.00000, 217.774, -32.1706, 217.772, -152.172, 217.77, 87.8292, 2.00254E-010, 95.8806, 24.2983, 123.172, 24.2982, 3.17159, 24.2982, -116.827, 0.000359735, 106.943
23, 0.00000, 219.375, -31.953, 219.373, -151.954, 219.371, 88.0468, 1.53796E-010, 94.2651, 21.4212, 123.948, 21.4212, 3.94765, 21.4211, -116.051, 0.000280205, 106.153
