hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
1, 0.00000, 218.264, -32.6923, 218.263, -152.693, 218.261, 87.3075, 2.89611E-010, 91.3625, 47.7874, 124.893, 47.7873, 4.89206, 47.7873, -115.107, 0.00049462, 102.155
2, 0.00000, 219.382, -32.4684, 219.381, -152.469, 219.379, 87.5314, 2.40635E-010, 90.8217, 43.5112, 125.257, 43.5111, 5.25611, 43.5111, -114.743, 0.000411126, 101.812
3, 0.00000, 220.153, -32.3094, 220.153, -152.31, 220.151, 87.6904, 2.09531E-010, 90.3768, 40.5458, 125.504, 40.5458, 5.50379, 40.5457, -114.496, 0.000357979, 101.544
4, 0.00000, 220.327, -32.2681, 220.326, -152.269, 220.324, 87.7317, 2.03358E-010, 90.2432, 39.9343, 125.562, 39.9343, 5.56131, 39.9343, -114.438, 0.000347457, 101.49
5, 0.00000, 220.4, -32.2617, 220.4, -152.262, 220.398, 87.7381, 1.99298E-010, 90.1921, 39.5337, 125.589, 39.5336, 5.58872, 39.5336, -114.411, 0.00034073, 101.406
6, 0.00000, 220.092, -32.29, 220.092, -152.291, 220.09, 87.7098, 2.1731E-010, 90.6159, 41.3521, 125.506, 41.3521, 5.50567, 41.352, -114.494, 0.000371466, 101.712
7, 0.00000, 220.083, -32.0846, 220.082, -152.085, 220.08, 87.9152, 2.46599E-010, 91.5626, 44.2613, 125.555, 44.2613, 5.55426, 44.2612, -114.445, 0.00042151, 102.516
8, 0.00000, 221.364, -31.4616, 221.363, -151.462, 221.362, 88.5382, 2.32143E-010, 92.2317, 43.1171, 126.128, 43.1171, 6.12717, 43.117, -113.872, 0.000396498, 103.302
9, 0.00000, 221.288, -31.1574, 221.287, -151.158, 221.285, 88.8424, 2.61613E-010, 93.4088, 45.9482, 126.233, 45.9482, 6.2325, 45.9481, -113.767, 0.00044672, 104.299
10, 0.00000, 220.478, -31.082, 220.477, -151.083, 220.475, 88.9178, 3.15333E-010, 94.4374, 50.5911, 126.054, 50.5911, 6.05297, 50.591, -113.946, 0.000538364, 105.201
11, 0.00000, 220.27, -31.0121, 220.269, -151.013, 220.267, 88.9877, 3.32698E-010, 94.8328, 52.0112, 126.035, 52.0111, 6.03436, 52.0111, -113.965, 0.000567987, 105.546
12, 0.00000, 221.358, -29.4806, 221.357, -149.481, 221.355, 90.5192, 3.84946E-010, 98.045, 56.4846, 127.2, 56.4846, 7.19896, 56.4845, -112.8, 0.000657087, 108.62
13, 0.00000, 219.897, -30.1966, 219.896, -150.197, 219.894, 89.8032, 4.37473E-010, 97.493, 60.1253, 126.351, 60.1253, 6.35043, 60.1252, -113.649, 0.000746761, 108
14, 0.00000, 220.116, -30.5965, 220.115, -150.597, 220.113, 89.4033, 3.92772E-010, 96.3794, 56.8315, 126.115, 56.8314, 6.11444, 56.8313, -113.885, 0.000670307, 106.943
15, 0.00000, 218.73, -31.4619, 218.728, -151.463, 218.726, 88.5379, 4.11589E-010, 95.1984, 57.9154, 125.287, 57.9154, 5.28652, 57.9153, -114.713, 0.000702342, 105.725
