hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
1, 0.00000, 215.944, -33.1155, 215.943, -153.116, 215.941, 86.8843, 1.49953E-010, 88.6902, 23.9059, 124.618, 23.9059, 4.61775, 23.9059, -115.382, 0.000250963, 100.136
2, 0.00000, 217.272, -32.8548, 217.271, -152.855, 217.269, 87.145, 1.2469E-010, 88.449, 21.769, 124.997, 21.7689, 4.99614, 21.7689, -115.003, 0.000208499, 99.7486
3, 0.00000, 218.189, -32.6699, 218.188, -152.671, 218.186, 87.3299, 1.08716E-010, 88.3757, 20.2869, 125.255, 20.2869, 5.25461, 20.2869, -114.745, 0.000181505, 99.4392
4, 0.00000, 218.394, -32.6221, 218.393, -152.623, 218.391, 87.3777, 1.05541E-010, 88.3155, 19.9813, 125.316, 19.9813, 5.31545, 19.9812, -114.684, 0.000176161, 99.3756
5, 0.00000, 218.483, -32.6143, 218.483, -152.615, 218.481, 87.3855, 1.0354E-010, 88.2339, 19.7809, 125.343, 19.7809, 5.34266, 19.7809, -114.657, 0.000172751, 99.2789
6, 0.00000, 218.106, -32.6491, 218.105, -152.65, 218.104, 87.3507, 1.12699E-010, 88.5082, 20.69, 125.26, 20.69, 5.25992, 20.6899, -114.739, 0.000188311, 99.6371
7, 0.00000, 218.043, -32.4204, 218.043, -152.421, 218.041, 87.5794, 1.27588E-010, 89.2648, 22.1446, 125.338, 22.1446, 5.33753, 22.1446, -114.662, 0.00021354, 100.569
8, 0.00000, 219.5, -31.7126, 219.499, -151.713, 219.498, 88.2872, 1.20069E-010, 90.2855, 21.5737, 125.978, 21.5737, 5.97733, 21.5737, -114.022, 0.000200594, 101.484
9, 0.00000, 219.364, -31.3725, 219.363, -151.373, 219.361, 88.6273, 1.35097E-010, 91.2691, 22.9891, 126.125, 22.9891, 6.12477, 22.9891, -113.875, 0.000225889, 102.632
10, 0.00000, 218.375, -31.2934, 218.374, -151.294, 218.372, 88.7064, 1.62515E-010, 92.114, 25.3092, 125.969, 25.3092, 5.968, 25.3092, -114.031, 0.000272257, 103.659
11, 0.00000, 218.117, -31.2163, 218.116, -151.217, 218.114, 88.7835, 1.71409E-010, 92.5155, 26.0187, 125.963, 26.0187, 5.96204, 26.0187, -114.037, 0.000287245, 104.052
12, 0.00000, 219.286, -29.4819, 219.285, -149.483, 219.283, 90.5179, 1.97712E-010, 95.9569, 28.2565, 127.322, 28.2565, 7.32163, 28.2565, -112.678, 0.000331624, 107.625
13, 0.00000, 217.574, -30.2968, 217.573, -150.298, 217.57, 89.703, 2.24803E-010, 95.1508, 30.0734, 126.402, 30.0734, 6.40149, 30.0734, -113.598, 0.000377325, 106.871
14, 0.00000, 217.871, -30.746, 217.87, -150.747, 217.868, 89.2538, 2.01947E-010, 93.9678, 28.4277, 126.108, 28.4277, 6.10731, 28.4276, -113.892, 0.000338741, 105.653
15, 0.00000, 216.29, -31.7297, 216.289, -151.731, 216.287, 88.2701, 2.11767E-010, 92.5246, 28.9676, 125.183, 28.9676, 5.18259, 28.9676, -114.817, 0.000355453, 104.219
16, 0.00000, 214.987, -32.6528, 214.986, -152.654, 214.984, 87.347, 2.08433E-010, 90.8894, 28.5261, 124.437, 28.5261, 4.43646, 28.526, -115.563, 0.00034974, 102.574
17, 0.00000, 213.155, -33.4707, 213.154, -153.472, 213.151, 86.529, 2.21722E-010, 89.7062, 29.2182, 123.732, 29.2182, 3.73084, 29.2182, -116.268, 0.000372268, 101.43
18, 0.00000, 211.469, -33.9567, 211.468, -153.958, 211.466, 86.0431, 2.4951E-010, 89.2767, 30.8781, 123.245, 30.8781, 3.2437, 30.8781, -116.755, 0.000419166, 101.076
19, 0.00000, 207.498, -34.6473, 207.497, -154.648, 207.494, 85.3525, 3.58163E-010, 89.6965, 36.9018, 122.021, 36.9017, 2.01963, 36.9017, -117.979, 0.000602552, 101.652
20, 0.00000, 206.665, -34.7898, 206.664, -154.791, 206.661, 85.2099, 3.82111E-010, 89.8025, 38.0866, 121.741, 38.0866, 1.73956, 38.0865, -118.259, 0.000643062, 101.762
21, 0.00000, 207.204, -34.6994, 207.202, -154.701, 207.2, 85.3003, 3.65981E-010, 89.7252, 37.2861, 121.911, 37.2861, 1.90954, 37.286, -118.089, 0.000615719, 101.685
22, 0.00000, 208.653, -34.4634, 208.652, -154.464, 208.649, 85.5363, 3.2389E-010, 89.5591, 35.1255, 122.375, 35.1254, 2.37443, 35.1254, -117.625, 0.000544832, 101.462
23, 0.00000, 211.406, -33.9794, 211.405, -153.98, 211.402, 86.0204, 2.5151E-010, 89.2182, 30.9939, 123.263, 30.9939, 3.26184, 30.9938, -116.737, 0.000422446, 101.024
24, 0.00000, 213.325, -33.6283, 213.324, -153.629, 213.322, 86.3715, 2.05444E-010, 88.9951, 28.0191, 123.856, 28.0191, 3.85528, 28.019, -116.144, 0.000344719, 100.674
25, 0.00000, 215.946, -33.1157, 215.946, -153.116, 215.944, 86.884, 1.49813E-010, 88.6993, 23.9057, 124.617, 23.9057, 4.61649, 23.9057, -115.383, 0.000250924, 100.138
26, 0.00000, 217.272, -32.8548, 217.271, -152.855, 217.269, 87.145, 1.2475E-010, 88.4812, 21.769, 124.997, 21.7689, 4.99614, 21.7689, -115.003, 0.000208499, 99.7486
27, 0.00000, 218.189, -32.6699, 218.188, -152.671, 218.186, 87.3299, 1.08756E-010, 88.4006, 20.2869, 125.255, 20.2869, 5.25461, 20.2869, -114.745, 0.000181505, 99.4392
28, 0.00000, 218.394, -32.6221, 218.393, -152.623, 218.391, 87.3777, 1.05576E-010, 88.2953, 19.9813, 125.316, 19.9813, 5.31545, 19.9812, -114.684, 0.000176161, 99.3756
29, 0.00000, 218.483, -32.6143, 218.483, -152.615, 218.481, 87.3855, 1.03568E-010, 88.2324, 19.7809, 125.343, 19.7809, 5.34266, 19.7809, -114.657, 0.000172751, 99.2789
30, 0.00000, 218.106, -32.6491, 218.105, -152.65, 218.104, 87.3507, 1.12626E-010, 88.476, 20.69, 125.26, 20.69, 5.25992, 20.6899, -114.739, 0.000188311, 99.6371
