hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
4, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
5, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
6, 0.00000, -1.1789, -7.25265E-006, -1.1789, -7.25205E-006, -1.1789, -7.2531E-006, 2.25164E-017, -4.1424E-018
7, 0.00000, -6.63617, 9.8543E-005, -6.63617, 9.85369E-005, -6.63617, 9.85364E-005, -2.12766E-016, 4.1486E-017
8, 0.00000, -15.3729, 0.000316335, -15.3729, 0.000316322, -15.3729, 0.000316319, -1.68918E-015, 3.15916E-016
9, 0.00000, -22.2422, -0.000476052, -22.2422, -0.000476018, -22.2422, -0.000476069, -4.19982E-015, 7.85472E-016
10, 0.00000, -26.9514, -0.00031411, -26.9514, -0.00031408, -26.9514, -0.00031412, -7.52249E-015, 1.41865E-015
11, 0.00000, -29.0419, -0.000587516, -29.0419, -0.000587469, -29.0419, -0.000587456, -9.28351E-015, 1.7533E-015
12, 0.00000, -28.6864, 0.000774064, -28.6864, 0.000774113, -28.6864, 0.000774088, -1.04789E-014, 1.99121E-015
13, 0.00000, -25.4944, 0.00234038, -25.4944, 0.00234038, -25.4944, 0.00234034, -9.10614E-015, 1.73694E-015
14, 0.00000, -21.608, 0.000317662, -21.608, 0.000317639, -21.608, 0.000317677, -5.74105E-015, 1.09147E-015
15, 0.00000, -16.533, -0.000265314, -16.533, -0.000265306, -16.533, -0.000265304, -3.25577E-015, 6.18554E-016
16, 0.00000, -11.0016, -0.000220735, -11.0016, -0.000220726, -11.0016, -0.000220726, -1.1816E-015, 2.26459E-016
17, 0.00000, -4.00605, -2.07879E-005, -4.00605, -2.07868E-005, -4.00605, -2.07885E-005, 3.96143E-017, -6.31491E-018
18, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
19, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
20, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
21, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
22, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
23, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
