hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
4, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
5, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
6, 0.00000, -1.10988, -7.77597E-006, -1.10988, -7.77536E-006, -1.10988, -7.77647E-006, 1.96968E-017, -4.01315E-018
7, 0.00000, -6.24094, 0.000110036, -6.24094, 0.00011003, -6.24094, 0.000110029, -1.91411E-016, 3.46394E-017
8, 0.00000, -14.4346, 0.000351308, -14.4346, 0.000351294, -14.4346, 0.000351292, -1.48893E-015, 2.73037E-016
9, 0.00000, -20.8611, -0.000500874, -20.8611, -0.000500839, -20.8611, -0.000500892, -3.67128E-015, 6.79046E-016
10, 0.00000, -25.2596, -0.000333892, -25.2596, -0.000333861, -25.2596, -0.000333903, -6.54993E-015, 1.22328E-015
11, 0.00000, -27.2104, -0.00064317, -27.2104, -0.000643121, -27.2104, -0.00064311, -8.07135E-015, 1.5092E-015
12, 0.00000, -26.8786, 0.00082728, -26.8786, 0.000827336, -26.8786, 0.000827305, -9.13196E-015, 1.71914E-015
13, 0.00000, -23.8993, 0.00253204, -23.8993, 0.00253205, -23.8993, 0.002532, -7.9712E-015, 1.5047E-015
14, 0.00000, -20.2682, 0.000335977, -20.2682, 0.000335955, -20.2682, 0.000335994, -5.04155E-015, 9.48005E-016
15, 0.00000, -15.5209, -0.000293849, -15.5209, -0.000293841, -15.5209, -0.000293839, -2.87896E-015, 5.41567E-016
16, 0.00000, -10.338, -0.000245449, -10.338, -0.000245439, -10.338, -0.00024544, -1.05387E-015, 1.96321E-016
17, 0.00000, -3.76938, -2.21151E-005, -3.76938, -2.2114E-005, -3.76938, -2.21157E-005, 3.37631E-017, -7.36762E-018
18, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
19, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
20, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
21, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
22, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
23, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
