hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
4, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
5, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
6, 0.00000, -2.32218, -0.000100052, -2.32218, -0.000100047, -2.32218, -0.000100054, 8.77282E-017, -1.70797E-017
7, 0.00000, -13.3037, 0.000639326, -13.3037, 0.000639299, -13.3037, 0.000639286, -8.87865E-016, 1.73896E-016
8, 0.00000, -31.5149, 0.00227312, -31.5149, 0.00227307, -31.5149, 0.00227304, -7.18515E-015, 1.42725E-015
9, 0.00000, -45.3221, -0.00688366, -45.3221, -0.00688341, -45.3221, -0.00688364, -1.78385E-014, 3.54855E-015
10, 0.00000, -54.7034, -0.00391534, -54.7034, -0.00391509, -54.7034, -0.00391527, -3.23407E-014, 6.51541E-015
11, 0.00000, -58.846, -0.00341863, -58.846, -0.00341834, -58.846, -0.00341813, -4.02474E-014, 8.14626E-015
12, 0.00000, -58.1445, 0.00686693, -58.1445, 0.00686732, -58.1445, 0.00686723, -4.54066E-014, 9.28349E-015
13, 0.00000, -51.8122, 0.0179528, -51.8122, 0.017953, -51.8122, 0.0179527, -3.90937E-014, 8.04108E-015
14, 0.00000, -44.0509, 0.00454247, -44.0509, 0.00454229, -44.0509, 0.00454251, -2.44875E-014, 5.00544E-015
15, 0.00000, -33.8539, -0.0020048, -33.8539, -0.00200477, -33.8539, -0.00200475, -1.39531E-014, 2.86714E-015
16, 0.00000, -22.3393, -0.00161054, -22.3393, -0.0016105, -22.3393, -0.00161049, -5.01931E-015, 1.0269E-015
17, 0.00000, -7.96473, -0.000426134, -7.96473, -0.00042613, -7.96473, -0.00042614, 1.36267E-016, -2.83628E-017
18, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
19, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
20, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
21, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
22, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
23, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
