hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
4, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
5, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
6, 0.00000, -1.74096, -1.5641E-005, -1.74096, -1.56398E-005, -1.74096, -1.56419E-005, 4.95575E-017, -8.10166E-018
7, 0.00000, -9.88563, 0.000205787, -9.88563, 0.000205775, -9.88563, 0.000205774, -4.79302E-016, 8.6011E-017
8, 0.00000, -23.1897, 0.000673043, -23.1897, 0.000673019, -23.1897, 0.000673014, -3.85115E-015, 6.81447E-016
9, 0.00000, -33.6338, -0.00101088, -33.6338, -0.00101081, -33.6338, -0.00101091, -9.61136E-015, 1.69258E-015
10, 0.00000, -40.5049, -0.000661928, -40.5049, -0.00066187, -40.5049, -0.000661949, -1.69888E-014, 3.01847E-015
11, 0.00000, -43.5314, -0.00123517, -43.5314, -0.00123508, -43.5314, -0.00123505, -2.08623E-014, 3.70928E-015
12, 0.00000, -43.0176, 0.0016351, -43.0176, 0.00163521, -43.0176, 0.00163515, -2.36208E-014, 4.23405E-015
13, 0.00000, -38.3871, 0.00494442, -38.3871, 0.00494444, -38.3871, 0.00494435, -2.07523E-014, 3.74181E-015
14, 0.00000, -32.7022, 0.000681327, -32.7022, 0.000681284, -32.7022, 0.000681359, -1.3228E-014, 2.37145E-015
15, 0.00000, -24.9783, -0.000565846, -24.9783, -0.000565832, -24.9783, -0.000565827, -7.52416E-015, 1.35298E-015
16, 0.00000, -16.4948, -0.0004664, -16.4948, -0.000466383, -16.4948, -0.000466383, -2.70629E-015, 4.9028E-016
17, 0.00000, -5.94324, -4.57047E-005, -5.94324, -4.57027E-005, -5.94324, -4.57057E-005, 8.27376E-017, -1.24019E-017
18, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
19, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
20, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
21, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
22, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
23, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
