hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
4, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
5, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
6, 0.00000, -1.35335, -1.31381E-005, -1.35335, -1.31371E-005, -1.35335, -1.31388E-005, 3.00164E-017, -6.80632E-018
7, 0.00000, -7.6389, 0.000174282, -7.6389, 0.000174273, -7.6389, 0.000174272, -2.85614E-016, 4.65942E-017
8, 0.00000, -17.7658, 0.000564339, -17.7658, 0.00056432, -17.7658, 0.000564316, -2.25343E-015, 4.08609E-016
9, 0.00000, -25.7768, -0.000825492, -25.7768, -0.000825438, -25.7768, -0.000825517, -5.61039E-015, 1.03805E-015
10, 0.00000, -31.2223, -0.000545746, -31.2223, -0.000545699, -31.2223, -0.000545764, -1.00478E-014, 1.87995E-015
11, 0.00000, -33.5326, -0.00103785, -33.5326, -0.00103777, -33.5326, -0.00103775, -1.23159E-014, 2.32244E-015
12, 0.00000, -33.1406, 0.00135744, -33.1406, 0.00135754, -33.1406, 0.00135749, -1.395E-014, 2.64286E-015
13, 0.00000, -29.5827, 0.00413477, -29.5827, 0.00413479, -29.5827, 0.00413471, -1.22771E-014, 2.33682E-015
14, 0.00000, -25.0351, 0.000557898, -25.0351, 0.000557864, -25.0351, 0.000557925, -7.71538E-015, 1.45373E-015
15, 0.00000, -19.1157, -0.000474005, -19.1157, -0.000473994, -19.1157, -0.00047399, -4.38362E-015, 8.24475E-016
16, 0.00000, -12.6896, -0.000392892, -12.6896, -0.000392878, -12.6896, -0.000392878, -1.59434E-015, 2.93324E-016
17, 0.00000, -4.60546, -3.79193E-005, -4.60546, -3.79176E-005, -4.60546, -3.79201E-005, 5.0295E-017, -1.47872E-017
18, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
19, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
20, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
21, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
22, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
23, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
