hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
4, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
5, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
6, 0.00000, -1.45865, -8.03606E-006, -1.45865, -8.03536E-006, -1.45865, -8.03656E-006, 3.37137E-017, -7.48083E-018
7, 0.00000, -8.24667, 0.000109336, -8.24667, 0.000109329, -8.24667, 0.000109328, -3.34593E-016, 4.92403E-017
8, 0.00000, -19.2246, 0.00035314, -19.2246, 0.000353125, -19.2246, 0.000353122, -2.66664E-015, 4.40024E-016
9, 0.00000, -27.9399, -0.000544779, -27.9399, -0.000544739, -27.9399, -0.000544798, -6.69502E-015, 1.13126E-015
10, 0.00000, -33.7292, -0.000356714, -33.7292, -0.00035668, -33.7292, -0.000356725, -1.18893E-014, 2.03497E-015
11, 0.00000, -36.232, -0.000649184, -36.232, -0.000649132, -36.232, -0.000649117, -1.45673E-014, 2.50116E-015
12, 0.00000, -35.8073, 0.000868742, -35.8073, 0.000868794, -35.8073, 0.000868769, -1.64624E-014, 2.84437E-015
13, 0.00000, -31.9767, 0.00261777, -31.9767, 0.00261777, -31.9767, 0.00261772, -1.44469E-014, 2.51046E-015
14, 0.00000, -27.1326, 0.000361692, -27.1326, 0.000361665, -27.1326, 0.000361709, -9.13667E-015, 1.57057E-015
15, 0.00000, -20.6916, -0.000296586, -20.6916, -0.000296577, -20.6916, -0.000296575, -5.14863E-015, 8.75095E-016
16, 0.00000, -13.716, -0.000245751, -13.716, -0.000245741, -13.716, -0.00024574, -1.85238E-015, 3.07625E-016
17, 0.00000, -4.96806, -2.3133E-005, -4.96806, -2.31316E-005, -4.96806, -2.31335E-005, 5.45714E-017, -1.74516E-017
18, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
19, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
20, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
21, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
22, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
23, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
