hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
4, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
5, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
6, 0.00000, -1.59711, -2.19479E-005, -1.59711, -2.19464E-005, -1.59711, -2.1949E-005, 4.13204E-017, -6.99916E-018
7, 0.00000, -9.04884, 0.000275423, -9.04884, 0.000275409, -9.04884, 0.000275408, -4.12982E-016, 8.41603E-017
8, 0.00000, -21.1596, 0.0009032, -21.1596, 0.000903173, -21.1596, 0.000903166, -3.20596E-015, 6.2087E-016
9, 0.00000, -30.7766, -0.00135626, -30.7766, -0.00135618, -30.7766, -0.0013563, -8.00482E-015, 1.5535E-015
10, 0.00000, -37.0425, -0.000883733, -37.0425, -0.000883662, -37.0425, -0.000883758, -1.41559E-014, 2.76035E-015
11, 0.00000, -39.8001, -0.00163942, -39.8001, -0.0016393, -39.8001, -0.00163926, -1.73802E-014, 3.39288E-015
12, 0.00000, -39.3321, 0.00217584, -39.3321, 0.00217599, -39.3321, 0.00217591, -1.97057E-014, 3.87702E-015
13, 0.00000, -35.1118, 0.00655709, -35.1118, 0.00655714, -35.1118, 0.006557, -1.73318E-014, 3.42465E-015
14, 0.00000, -29.9219, 0.000919556, -29.9219, 0.000919504, -29.9219, 0.000919596, -1.10633E-014, 2.18383E-015
15, 0.00000, -22.7825, -0.000760499, -22.7825, -0.000760484, -22.7825, -0.000760478, -6.26282E-015, 1.24578E-015
16, 0.00000, -15.0737, -0.000626104, -15.0737, -0.000626085, -15.0737, -0.000626085, -2.2783E-015, 4.55511E-016
17, 0.00000, -5.44582, -6.46593E-005, -5.44582, -6.4657E-005, -5.44582, -6.46605E-005, 6.61054E-017, -9.44574E-018
18, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
19, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
20, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
21, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
22, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
23, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
