hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
4, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
5, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
6, 0.00000, -1.68531, -2.73424E-005, -1.68531, -2.73406E-005, -1.68531, -2.73436E-005, 4.58616E-017, -9.08619E-018
7, 0.00000, -9.56152, 0.000306205, -9.56152, 0.00030619, -9.56152, 0.000306188, -4.53978E-016, 8.62918E-017
8, 0.00000, -22.402, 0.00101764, -22.402, 0.00101761, -22.402, 0.00101761, -3.58906E-015, 6.84888E-016
9, 0.00000, -32.5269, -0.00173658, -32.5269, -0.00173648, -32.5269, -0.00173661, -8.96513E-015, 1.72473E-015
10, 0.00000, -39.1629, -0.0010975, -39.1629, -0.00109742, -39.1629, -0.00109753, -1.59454E-014, 3.08751E-015
11, 0.00000, -42.0846, -0.00180669, -42.0846, -0.00180655, -42.0846, -0.0018065, -1.96243E-014, 3.82076E-015
12, 0.00000, -41.5888, 0.00258023, -41.5888, 0.00258041, -41.5888, 0.00258032, -2.22304E-014, 4.35801E-015
13, 0.00000, -37.118, 0.00754412, -37.118, 0.00754418, -37.118, 0.00754402, -1.94896E-014, 3.84388E-015
14, 0.00000, -31.6262, 0.00116867, -31.6262, 0.0011686, -31.6262, 0.00116871, -1.23854E-014, 2.42945E-015
15, 0.00000, -24.1258, -0.000864471, -24.1258, -0.000864455, -24.1258, -0.000864447, -7.014E-015, 1.37787E-015
16, 0.00000, -15.9436, -0.000707072, -15.9436, -0.000707051, -15.9436, -0.00070705, -2.53003E-015, 4.96387E-016
17, 0.00000, -5.75067, -8.52247E-005, -5.75067, -8.52221E-005, -5.75067, -8.5226E-005, 7.77701E-017, -1.41857E-017
18, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
19, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
20, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
21, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
22, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
23, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
