hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 8.99335, 3.93735, 8.99341, 3.93637, 8.99411, 3.93708, 0, 0
2, 0.00000, 8.24635, 3.56302, 8.2464, 3.5622, 8.24698, 3.56279, 0, 0
3, 0.00000, 7.72176, 3.30683, 7.72181, 3.30611, 7.72231, 3.30663, 0, 0
4, 0.00000, 7.6128, 3.25458, 7.61285, 3.25389, 7.61334, 3.25439, 0, 0
5, 0.00000, 7.54195, 3.2195, 7.54199, 3.21882, 7.54247, 3.21931, 0, 0
6, 0.00000, 7.87697, 3.38264, 7.87701, 3.3819, 7.87754, 3.38243, 0, 0
7, 0.00000, 8.43904, 3.67595, 8.43909, 3.6751, 8.43969, 3.67571, 0, 0
8, 0.00000, 8.29782, 3.62693, 8.29786, 3.62612, 8.29844, 3.62669, 0, 0
9, 0.00000, 8.84017, 3.92261, 8.84021, 3.92169, 8.84087, 3.92234, 0, 0
10, 0.00000, 9.68284, 4.38137, 9.68288, 4.38026, 9.68368, 4.38104, 0, 0
11, 0.00000, 9.94013, 4.52649, 9.94017, 4.52532, 9.94102, 4.52614, 0, 0
12, 0.00000, 10.7044, 4.94179, 10.7044, 4.94042, 10.7054, 4.94138, 0, 0
13, 0.00000, 11.3124, 5.28489, 11.3125, 5.28334, 11.3136, 5.28443, 0, 0
14, 0.00000, 10.7235, 4.9524, 10.7236, 4.95101, 10.7246, 4.95199, 0, 0
15, 0.00000, 10.8734, 5.02799, 10.8734, 5.02655, 10.8745, 5.02757, 0, 0
16, 0.00000, 10.6784, 4.90389, 10.6785, 4.9025, 10.6795, 4.90349, 0, 0
17, 0.00000, 10.841, 4.96268, 10.8411, 4.96122, 10.8422, 4.96226, 0, 0
18, 0.00000, 11.3445, 5.21425, 11.3446, 5.21263, 11.3458, 5.21379, 0, 0
19, 0.00000, 13.27, 6.37121, 13.2701, 6.3689, 13.2718, 6.37055, 0, 0
20, 0.00000, 13.6333, 6.61162, 13.6334, 6.60916, 13.6352, 6.61091, 0, 0
21, 0.00000, 13.3863, 6.4523, 13.3865, 6.44994, 13.3882, 6.45162, 0, 0
22, 0.00000, 12.7142, 6.02442, 12.7143, 6.02232, 12.7158, 6.02382, 0, 0
23, 0.00000, 11.3879, 5.2263, 11.3879, 5.22466, 11.3891, 5.22583, 0, 0
24, 0.00000, 10.4003, 4.67316, 10.4004, 4.67182, 10.4014, 4.67278, 0, 0
25, 0.00000, 8.99323, 3.93744, 8.99329, 3.93646, 8.99399, 3.93717, 0, 0
26, 0.00000, 8.24634, 3.56302, 8.24639, 3.5622, 8.24697, 3.56279, 0, 0
27, 0.00000, 7.72176, 3.30683, 7.72181, 3.30611, 7.72231, 3.30663, 0, 0
28, 0.00000, 7.6128, 3.25458, 7.61285, 3.25389, 7.61334, 3.25439, 0, 0
29, 0.00000, 7.54195, 3.2195, 7.54199, 3.21882, 7.54247, 3.21931, 0, 0
30, 0.00000, 7.87697, 3.38264, 7.87701, 3.3819, 7.87754, 3.38243, 0, 0
31, 0.00000, 8.43904, 3.67595, 8.43909, 3.6751, 8.43969, 3.67571, 0, 0
32, 0.00000, 8.29782, 3.62693, 8.29786, 3.62612, 8.29844, 3.62669, 0, 0
33, 0.00000, 8.84017, 3.92261, 8.84021, 3.92169, 8.84087, 3.92234, 0, 0
34, 0.00000, 9.68284, 4.38137, 9.68288, 4.38026, 9.68368, 4.38104, 0, 0
35, 0.00000, 9.94013, 4.52649, 9.94017, 4.52532, 9.94102, 4.52614, 0, 0
36, 0.00000, 10.7044, 4.94179, 10.7044, 4.94042, 10.7054, 4.94138, 0, 0
37, 0.00000, 11.3124, 5.28489, 11.3125, 5.28334, 11.3136, 5.28443, 0, 0
38, 0.00000, 10.7235, 4.9524, 10.7236, 4.95101, 10.7246, 4.95199, 0, 0
39, 0.00000, 10.8734, 5.02799, 10.8734, 5.02655, 10.8745, 5.02757, 0, 0
40, 0.00000, 10.6784, 4.90389, 10.6785, 4.9025, 10.6795, 4.90349, 0, 0
41, 0.00000, 10.841, 4.96268, 10.8411, 4.96122, 10.8422, 4.96226, 0, 0
42, 0.00000, 11.3445, 5.21425, 11.3446, 5.21263, 11.3458, 5.21379, 0, 0
43, 0.00000, 13.27, 6.37121, 13.2701, 6.3689, 13.2718, 6.37055, 0, 0
44, 0.00000, 13.6333, 6.61162, 13.6334, 6.60916, 13.6352, 6.61091, 0, 0
45, 0.00000, 13.3863, 6.4523, 13.3865, 6.44994, 13.3882, 6.45162, 0, 0
46, 0.00000, 12.7142, 6.02442, 12.7143, 6.02232, 12.7158, 6.02382, 0, 0
47, 0.00000, 11.3879, 5.2263, 11.3879, 5.22466, 11.3891, 5.22583, 0, 0
48, 0.00000, 10.4003, 4.67316, 10.4004, 4.67182, 10.4014, 4.67278, 0, 0
48, 0.00000, 10.4003, 4.67316, 10.4004, 4.67182, 10.4014, 4.67278, 0, 0
