hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 10.989, 4.8019, 10.9891, 4.80067, 10.9899, 4.80157, 0, 0
2, 0.00000, 10.0887, 4.35156, 10.0888, 4.35054, 10.0895, 4.35129, 0, 0
3, 0.00000, 9.45483, 4.04256, 9.4549, 4.04166, 9.45551, 4.04232, 0, 0
4, 0.00000, 9.32287, 3.97961, 9.32293, 3.97874, 9.32353, 3.97938, 0, 0
5, 0.00000, 9.23718, 3.93721, 9.23724, 3.93636, 9.23783, 3.93699, 0, 0
6, 0.00000, 9.65085, 4.14086, 9.65092, 4.13993, 9.65156, 4.14061, 0, 0
7, 0.00000, 10.3686, 4.52635, 10.3686, 4.52528, 10.3694, 4.52605, 0, 0
8, 0.00000, 10.2481, 4.50785, 10.2481, 4.50683, 10.2488, 4.50756, 0, 0
9, 0.00000, 10.9436, 4.89867, 10.9436, 4.89751, 10.9445, 4.89832, 0, 0
10, 0.00000, 11.9931, 5.48172, 11.9931, 5.48033, 11.9941, 5.4813, 0, 0
11, 0.00000, 12.3155, 5.66792, 12.3155, 5.66644, 12.3166, 5.66746, 0, 0
12, 0.00000, 13.2457, 6.17947, 13.2457, 6.17774, 13.247, 6.17894, 0, 0
13, 0.00000, 13.9688, 6.58818, 13.9688, 6.58623, 13.9702, 6.58759, 0, 0
14, 0.00000, 13.2328, 6.16207, 13.2329, 6.16033, 13.2341, 6.16155, 0, 0
15, 0.00000, 13.3821, 6.2271, 13.3822, 6.22529, 13.3835, 6.22657, 0, 0
16, 0.00000, 13.106, 6.04163, 13.106, 6.03988, 13.1073, 6.04113, 0, 0
17, 0.00000, 13.2412, 6.06106, 13.2413, 6.05923, 13.2426, 6.06055, 0, 0
18, 0.00000, 13.8015, 6.32603, 13.8017, 6.324, 13.8031, 6.32548, 0, 0
19, 0.00000, 16.0775, 7.68818, 16.0777, 7.6853, 16.0797, 7.6874, 0, 0
20, 0.00000, 16.5037, 7.96898, 16.5039, 7.96592, 16.5061, 7.96816, 0, 0
21, 0.00000, 16.2138, 7.78263, 16.214, 7.77969, 16.216, 7.78184, 0, 0
22, 0.00000, 15.4242, 7.28257, 15.4244, 7.27995, 15.4262, 7.28187, 0, 0
23, 0.00000, 13.8536, 6.34062, 13.8538, 6.33858, 13.8552, 6.34007, 0, 0
24, 0.00000, 12.6763, 5.6827, 12.6764, 5.68102, 12.6776, 5.68225, 0, 0
25, 0.00000, 10.9887, 4.80207, 10.9888, 4.80084, 10.9896, 4.80174, 0, 0
26, 0.00000, 10.0887, 4.35156, 10.0888, 4.35054, 10.0895, 4.35129, 0, 0
27, 0.00000, 9.45483, 4.04256, 9.4549, 4.04166, 9.45551, 4.04232, 0, 0
28, 0.00000, 9.32287, 3.97961, 9.32293, 3.97874, 9.32353, 3.97938, 0, 0
29, 0.00000, 9.23718, 3.93721, 9.23724, 3.93636, 9.23783, 3.93699, 0, 0
30, 0.00000, 9.65085, 4.14086, 9.65092, 4.13993, 9.65156, 4.14061, 0, 0
31, 0.00000, 10.3686, 4.52635, 10.3686, 4.52528, 10.3694, 4.52605, 0, 0
32, 0.00000, 10.2481, 4.50785, 10.2481, 4.50683, 10.2488, 4.50756, 0, 0
33, 0.00000, 10.9436, 4.89867, 10.9436, 4.89751, 10.9445, 4.89832, 0, 0
34, 0.00000, 11.9931, 5.48172, 11.9931, 5.48033, 11.9941, 5.4813, 0, 0
35, 0.00000, 12.3155, 5.66792, 12.3155, 5.66644, 12.3166, 5.66746, 0, 0
36, 0.00000, 13.2457, 6.17947, 13.2457, 6.17774, 13.247, 6.17894, 0, 0
37, 0.00000, 13.9688, 6.58818, 13.9688, 6.58623, 13.9702, 6.58759, 0, 0
38, 0.00000, 13.2328, 6.16207, 13.2329, 6.16033, 13.2341, 6.16155, 0, 0
39, 0.00000, 13.3821, 6.2271, 13.3822, 6.22529, 13.3835, 6.22657, 0, 0
40, 0.00000, 13.106, 6.04163, 13.106, 6.03988, 13.1073, 6.04113, 0, 0
41, 0.00000, 13.2412, 6.06106, 13.2413, 6.05923, 13.2426, 6.06055, 0, 0
42, 0.00000, 13.8015, 6.32603, 13.8017, 6.324, 13.8031, 6.32548, 0, 0
43, 0.00000, 16.0775, 7.68818, 16.0777, 7.6853, 16.0797, 7.6874, 0, 0
44, 0.00000, 16.5037, 7.96898, 16.5039, 7.96592, 16.5061, 7.96816, 0, 0
45, 0.00000, 16.2138, 7.78263, 16.214, 7.77969, 16.216, 7.78184, 0, 0
46, 0.00000, 15.4242, 7.28257, 15.4244, 7.27995, 15.4262, 7.28187, 0, 0
47, 0.00000, 13.8536, 6.34062, 13.8538, 6.33858, 13.8552, 6.34007, 0, 0
48, 0.00000, 12.6763, 5.6827, 12.6764, 5.68102, 12.6776, 5.68225, 0, 0
48, 0.00000, 12.6763, 5.6827, 12.6764, 5.68102, 12.6776, 5.68225, 0, 0
