hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 6.90915, 2.85081, 6.90918, 2.85005, 6.90972, 2.85059, 0, 0
2, 0.00000, 6.34043, 2.58714, 6.34046, 2.5865, 6.34092, 2.58695, 0, 0
3, 0.00000, 5.94091, 2.40594, 5.94094, 2.40538, 5.94133, 2.40578, 0, 0
4, 0.00000, 5.85784, 2.36903, 5.85786, 2.36849, 5.85824, 2.36887, 0, 0
5, 0.00000, 5.80389, 2.34409, 5.80391, 2.34355, 5.80429, 2.34394, 0, 0
6, 0.00000, 6.06245, 2.46234, 6.06247, 2.46176, 6.06288, 2.46218, 0, 0
7, 0.00000, 6.50584, 2.68285, 6.50586, 2.68218, 6.50634, 2.68265, 0, 0
8, 0.00000, 6.41694, 2.66412, 6.41695, 2.66349, 6.41741, 2.66393, 0, 0
9, 0.00000, 6.84466, 2.8862, 6.84467, 2.88549, 6.84519, 2.88598, 0, 0
10, 0.00000, 7.49871, 3.22134, 7.49871, 3.22047, 7.49935, 3.22106, 0, 0
11, 0.00000, 7.69905, 3.32771, 7.69904, 3.3268, 7.69972, 3.32742, 0, 0
12, 0.00000, 8.28649, 3.62439, 8.28648, 3.62332, 8.28728, 3.62405, 0, 0
13, 0.00000, 8.7493, 3.86481, 8.7493, 3.8636, 8.75019, 3.86442, 0, 0
14, 0.00000, 8.28987, 3.62211, 8.28988, 3.62103, 8.29068, 3.62177, 0, 0
15, 0.00000, 8.39366, 3.66559, 8.39368, 3.66447, 8.3945, 3.66524, 0, 0
16, 0.00000, 8.22935, 3.564, 8.22938, 3.56292, 8.23017, 3.56367, 0, 0
17, 0.00000, 8.33013, 3.5832, 8.33017, 3.58206, 8.33099, 3.58286, 0, 0
18, 0.00000, 8.6967, 3.74194, 8.69674, 3.74068, 8.69765, 3.74157, 0, 0
19, 0.00000, 10.1565, 4.53776, 10.1566, 4.53597, 10.1579, 4.53724, 0, 0
20, 0.00000, 10.4315, 4.70248, 10.4316, 4.70057, 10.4329, 4.70192, 0, 0
21, 0.00000, 10.2445, 4.59349, 10.2446, 4.59166, 10.2459, 4.59295, 0, 0
22, 0.00000, 9.73596, 4.30053, 9.73603, 4.29891, 9.7372, 4.30006, 0, 0
23, 0.00000, 8.7297, 3.74965, 8.72975, 3.74838, 8.73066, 3.74928, 0, 0
24, 0.00000, 7.97931, 3.36537, 7.97935, 3.36433, 7.9801, 3.36507, 0, 0
25, 0.00000, 6.90899, 2.85093, 6.90902, 2.85016, 6.90956, 2.85071, 0, 0
26, 0.00000, 6.34043, 2.58714, 6.34046, 2.5865, 6.34091, 2.58695, 0, 0
27, 0.00000, 5.94091, 2.40594, 5.94094, 2.40538, 5.94133, 2.40578, 0, 0
28, 0.00000, 5.85784, 2.36903, 5.85786, 2.36849, 5.85824, 2.36887, 0, 0
29, 0.00000, 5.80389, 2.34409, 5.80391, 2.34355, 5.80429, 2.34394, 0, 0
30, 0.00000, 6.06245, 2.46234, 6.06247, 2.46176, 6.06288, 2.46218, 0, 0
31, 0.00000, 6.50584, 2.68285, 6.50586, 2.68218, 6.50634, 2.68265, 0, 0
32, 0.00000, 6.41694, 2.66412, 6.41695, 2.66349, 6.41741, 2.66393, 0, 0
33, 0.00000, 6.84466, 2.8862, 6.84467, 2.88549, 6.84519, 2.88598, 0, 0
34, 0.00000, 7.49871, 3.22134, 7.49871, 3.22047, 7.49935, 3.22106, 0, 0
35, 0.00000, 7.69905, 3.32771, 7.69904, 3.3268, 7.69972, 3.32742, 0, 0
36, 0.00000, 8.28649, 3.62439, 8.28648, 3.62332, 8.28728, 3.62405, 0, 0
37, 0.00000, 8.7493, 3.86481, 8.7493, 3.8636, 8.75019, 3.86442, 0, 0
38, 0.00000, 8.28987, 3.62211, 8.28988, 3.62103, 8.29068, 3.62177, 0, 0
39, 0.00000, 8.39366, 3.66559, 8.39368, 3.66447, 8.3945, 3.66524, 0, 0
40, 0.00000, 8.22935, 3.564, 8.22938, 3.56292, 8.23017, 3.56367, 0, 0
41, 0.00000, 8.33013, 3.5832, 8.33017, 3.58206, 8.33099, 3.58286, 0, 0
42, 0.00000, 8.6967, 3.74194, 8.69674, 3.74068, 8.69765, 3.74157, 0, 0
43, 0.00000, 10.1565, 4.53776, 10.1566, 4.53597, 10.1579, 4.53724, 0, 0
44, 0.00000, 10.4315, 4.70248, 10.4316, 4.70057, 10.4329, 4.70192, 0, 0
45, 0.00000, 10.2445, 4.59349, 10.2446, 4.59166, 10.2459, 4.59295, 0, 0
46, 0.00000, 9.73596, 4.30053, 9.73603, 4.29891, 9.7372, 4.30006, 0, 0
47, 0.00000, 8.7297, 3.74965, 8.72975, 3.74838, 8.73066, 3.74928, 0, 0
48, 0.00000, 7.97931, 3.36537, 7.97935, 3.36433, 7.9801, 3.36507, 0, 0
48, 0.00000, 7.97931, 3.36537, 7.97935, 3.36433, 7.9801, 3.36507, 0, 0
