hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 5.97226, 2.52299, 5.97229, 2.52232, 5.97276, 2.5228, 0, 0
2, 0.00000, 5.48292, 2.29067, 5.48295, 2.29012, 5.48334, 2.29052, 0, 0
3, 0.00000, 5.13879, 2.13088, 5.13881, 2.13039, 5.13915, 2.13074, 0, 0
4, 0.00000, 5.06716, 2.09832, 5.06719, 2.09785, 5.06751, 2.09819, 0, 0
5, 0.00000, 5.02067, 2.07632, 5.0207, 2.07586, 5.02102, 2.07619, 0, 0
6, 0.00000, 5.24504, 2.18188, 5.24507, 2.18137, 5.24543, 2.18174, 0, 0
7, 0.00000, 5.63423, 2.38224, 5.63426, 2.38166, 5.63466, 2.38207, 0, 0
8, 0.00000, 5.56777, 2.3738, 5.56779, 2.37325, 5.56818, 2.37364, 0, 0
9, 0.00000, 5.94473, 2.57681, 5.94474, 2.57619, 5.94519, 2.57662, 0, 0
10, 0.00000, 6.51484, 2.87869, 6.51484, 2.87794, 6.5154, 2.87846, 0, 0
11, 0.00000, 6.69003, 2.97502, 6.69004, 2.97422, 6.69063, 2.97476, 0, 0
12, 0.00000, 7.19695, 3.23861, 7.19695, 3.23768, 7.19764, 3.23831, 0, 0
13, 0.00000, 7.59222, 3.44895, 7.59223, 3.4479, 7.59301, 3.44862, 0, 0
14, 0.00000, 7.19138, 3.22955, 7.1914, 3.22861, 7.19209, 3.22926, 0, 0
15, 0.00000, 7.27383, 3.26228, 7.27386, 3.26131, 7.27457, 3.26199, 0, 0
16, 0.00000, 7.12416, 3.16557, 7.1242, 3.16462, 7.12488, 3.16529, 0, 0
17, 0.00000, 7.1991, 3.17277, 7.19915, 3.17178, 7.19985, 3.17248, 0, 0
18, 0.00000, 7.50568, 3.30582, 7.50574, 3.30472, 7.50652, 3.30551, 0, 0
19, 0.00000, 8.75214, 4.00134, 8.75222, 3.99978, 8.75333, 4.0009, 0, 0
20, 0.00000, 8.98629, 4.14486, 8.98638, 4.1432, 8.98756, 4.14439, 0, 0
21, 0.00000, 8.82703, 4.04984, 8.82711, 4.04825, 8.82825, 4.04939, 0, 0
22, 0.00000, 8.3938, 3.79453, 8.39388, 3.79312, 8.39488, 3.79413, 0, 0
23, 0.00000, 7.53404, 3.31267, 7.5341, 3.31157, 7.53488, 3.31236, 0, 0
24, 0.00000, 6.8912, 2.97553, 6.89125, 2.97463, 6.89189, 2.97528, 0, 0
25, 0.00000, 5.9721, 2.52309, 5.97213, 2.52243, 5.9726, 2.52291, 0, 0
26, 0.00000, 5.48292, 2.29067, 5.48295, 2.29012, 5.48334, 2.29052, 0, 0
27, 0.00000, 5.13879, 2.13088, 5.13881, 2.13039, 5.13915, 2.13074, 0, 0
28, 0.00000, 5.06716, 2.09832, 5.06719, 2.09785, 5.06751, 2.09819, 0, 0
29, 0.00000, 5.02067, 2.07632, 5.0207, 2.07586, 5.02102, 2.07619, 0, 0
30, 0.00000, 5.24504, 2.18188, 5.24507, 2.18137, 5.24543, 2.18174, 0, 0
31, 0.00000, 5.63423, 2.38224, 5.63426, 2.38166, 5.63466, 2.38207, 0, 0
32, 0.00000, 5.56777, 2.3738, 5.56779, 2.37325, 5.56818, 2.37364, 0, 0
33, 0.00000, 5.94473, 2.57681, 5.94474, 2.57619, 5.94519, 2.57662, 0, 0
34, 0.00000, 6.51484, 2.87869, 6.51484, 2.87794, 6.5154, 2.87846, 0, 0
35, 0.00000, 6.69003, 2.97502, 6.69004, 2.97422, 6.69063, 2.97476, 0, 0
36, 0.00000, 7.19695, 3.23861, 7.19695, 3.23768, 7.19764, 3.23831, 0, 0
37, 0.00000, 7.59222, 3.44895, 7.59223, 3.4479, 7.59301, 3.44862, 0, 0
38, 0.00000, 7.19138, 3.22955, 7.1914, 3.22861, 7.19209, 3.22926, 0, 0
39, 0.00000, 7.27383, 3.26228, 7.27386, 3.26131, 7.27457, 3.26199, 0, 0
40, 0.00000, 7.12416, 3.16557, 7.1242, 3.16462, 7.12488, 3.16529, 0, 0
41, 0.00000, 7.1991, 3.17277, 7.19915, 3.17178, 7.19985, 3.17248, 0, 0
42, 0.00000, 7.50568, 3.30582, 7.50574, 3.30472, 7.50652, 3.30551, 0, 0
43, 0.00000, 8.75214, 4.00134, 8.75222, 3.99978, 8.75333, 4.0009, 0, 0
44, 0.00000, 8.98629, 4.14486, 8.98638, 4.1432, 8.98756, 4.14439, 0, 0
45, 0.00000, 8.82703, 4.04984, 8.82711, 4.04825, 8.82825, 4.04939, 0, 0
46, 0.00000, 8.3938, 3.79453, 8.39388, 3.79312, 8.39488, 3.79413, 0, 0
47, 0.00000, 7.53404, 3.31267, 7.5341, 3.31157, 7.53488, 3.31236, 0, 0
48, 0.00000, 6.8912, 2.97553, 6.89125, 2.97463, 6.89189, 2.97528, 0, 0
48, 0.00000, 6.8912, 2.97553, 6.89125, 2.97463, 6.89189, 2.97528, 0, 0
