hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 11.0759, 4.73526, 11.076, 4.73402, 11.0769, 4.73491, 0, 0
2, 0.00000, 10.1666, 4.29677, 10.1666, 4.29574, 10.1674, 4.29649, 0, 0
3, 0.00000, 9.52683, 3.99539, 9.52689, 3.99449, 9.52751, 3.99514, 0, 0
4, 0.00000, 9.39371, 3.93399, 9.39377, 3.93312, 9.39437, 3.93375, 0, 0
5, 0.00000, 9.30726, 3.89254, 9.30731, 3.89168, 9.3079, 3.8923, 0, 0
6, 0.00000, 9.72275, 4.09018, 9.72281, 4.08924, 9.72346, 4.08992, 0, 0
7, 0.00000, 10.4381, 4.46104, 10.4382, 4.45996, 10.4389, 4.46073, 0, 0
8, 0.00000, 10.3031, 4.4352, 10.3031, 4.43418, 10.3038, 4.4349, 0, 0
9, 0.00000, 10.9932, 4.80871, 10.9932, 4.80755, 10.9941, 4.80836, 0, 0
10, 0.00000, 12.0429, 5.36936, 12.043, 5.36795, 12.044, 5.36892, 0, 0
11, 0.00000, 12.3644, 5.54747, 12.3645, 5.54599, 12.3655, 5.54701, 0, 0
12, 0.00000, 13.3024, 6.04192, 13.3025, 6.04019, 13.3037, 6.04137, 0, 0
13, 0.00000, 14.0378, 6.44046, 14.0379, 6.4385, 14.0393, 6.43985, 0, 0
14, 0.00000, 13.3023, 6.03384, 13.3023, 6.03208, 13.3036, 6.0333, 0, 0
15, 0.00000, 13.4628, 6.10264, 13.4629, 6.10082, 13.4642, 6.10209, 0, 0
16, 0.00000, 13.1948, 5.92933, 13.1949, 5.92757, 13.1962, 5.92881, 0, 0
17, 0.00000, 13.3462, 5.95513, 13.3463, 5.95329, 13.3476, 5.9546, 0, 0
18, 0.00000, 13.9227, 6.21491, 13.9228, 6.21287, 13.9242, 6.21434, 0, 0
19, 0.00000, 16.2332, 7.53205, 16.2333, 7.52915, 16.2354, 7.53124, 0, 0
20, 0.00000, 16.6667, 7.8037, 16.6669, 7.80062, 16.6691, 7.80284, 0, 0
21, 0.00000, 16.3718, 7.62372, 16.372, 7.62076, 16.3741, 7.62289, 0, 0
22, 0.00000, 15.5693, 7.14022, 15.5694, 7.13759, 15.5713, 7.13949, 0, 0
23, 0.00000, 13.9753, 6.22822, 13.9754, 6.22616, 13.9769, 6.22765, 0, 0
24, 0.00000, 12.7825, 5.59051, 12.7826, 5.58883, 12.7838, 5.59004, 0, 0
25, 0.00000, 11.0757, 4.73545, 11.0757, 4.73421, 11.0766, 4.7351, 0, 0
26, 0.00000, 10.1666, 4.29677, 10.1666, 4.29574, 10.1674, 4.29648, 0, 0
27, 0.00000, 9.52683, 3.99539, 9.52689, 3.99449, 9.52751, 3.99514, 0, 0
28, 0.00000, 9.39371, 3.93399, 9.39377, 3.93312, 9.39437, 3.93375, 0, 0
29, 0.00000, 9.30726, 3.89254, 9.30731, 3.89168, 9.3079, 3.8923, 0, 0
30, 0.00000, 9.72275, 4.09018, 9.72281, 4.08924, 9.72346, 4.08992, 0, 0
31, 0.00000, 10.4381, 4.46104, 10.4382, 4.45996, 10.4389, 4.46073, 0, 0
32, 0.00000, 10.3031, 4.4352, 10.3031, 4.43418, 10.3038, 4.4349, 0, 0
33, 0.00000, 10.9932, 4.80871, 10.9932, 4.80755, 10.9941, 4.80836, 0, 0
34, 0.00000, 12.0429, 5.36936, 12.043, 5.36795, 12.044, 5.36892, 0, 0
35, 0.00000, 12.3644, 5.54747, 12.3645, 5.54599, 12.3655, 5.54701, 0, 0
36, 0.00000, 13.3024, 6.04192, 13.3025, 6.04019, 13.3037, 6.04137, 0, 0
37, 0.00000, 14.0378, 6.44046, 14.0379, 6.4385, 14.0393, 6.43985, 0, 0
38, 0.00000, 13.3023, 6.03384, 13.3023, 6.03208, 13.3036, 6.0333, 0, 0
39, 0.00000, 13.4628, 6.10264, 13.4629, 6.10082, 13.4642, 6.10209, 0, 0
40, 0.00000, 13.1948, 5.92933, 13.1949, 5.92757, 13.1962, 5.92881, 0, 0
41, 0.00000, 13.3462, 5.95513, 13.3463, 5.95329, 13.3476, 5.9546, 0, 0
42, 0.00000, 13.9227, 6.21491, 13.9228, 6.21287, 13.9242, 6.21434, 0, 0
43, 0.00000, 16.2332, 7.53205, 16.2333, 7.52915, 16.2354, 7.53124, 0, 0
44, 0.00000, 16.6667, 7.8037, 16.6669, 7.80062, 16.6691, 7.80284, 0, 0
45, 0.00000, 16.3718, 7.62372, 16.372, 7.62076, 16.3741, 7.62289, 0, 0
46, 0.00000, 15.5693, 7.14022, 15.5694, 7.13759, 15.5713, 7.13949, 0, 0
47, 0.00000, 13.9753, 6.22822, 13.9754, 6.22616, 13.9769, 6.22765, 0, 0
48, 0.00000, 12.7825, 5.59051, 12.7826, 5.58883, 12.7838, 5.59004, 0, 0
48, 0.00000, 12.7825, 5.59051, 12.7826, 5.58883, 12.7838, 5.59004, 0, 0
