hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 18.4766, 8.16045, 18.4767, 8.1584, 18.4781, 8.15988, 0, 0
2, 0.00000, 16.939, 7.38123, 16.9391, 7.37952, 16.9403, 7.38076, 0, 0
3, 0.00000, 15.8581, 6.84707, 15.8582, 6.84558, 15.8593, 6.84666, 0, 0
4, 0.00000, 15.6351, 6.72969, 15.6352, 6.72825, 15.6362, 6.7293, 0, 0
5, 0.00000, 15.4884, 6.65894, 15.4885, 6.65752, 15.4895, 6.65855, 0, 0
6, 0.00000, 13.2535, 6.88288, 13.2537, 6.88157, 13.2545, 6.88257, 0, 0
7, 0.00000, 0.852451, 7.22329, 0.852936, 7.22297, 0.852821, 7.22353, 0, 0
8, 0.00000, -21.1973, 7.88244, -21.1962, 7.88397, -21.1981, 7.8837, 0, 0
9, 0.00000, -37.2251, 9.89588, -37.2233, 9.89886, -37.2268, 9.89813, 0, 0
10, 0.00000, -46.8228, 12.028, -46.8202, 12.0321, -46.8251, 12.0312, 0, 0
11, 0.00000, -51.1749, 12.9664, -51.172, 12.971, -51.1775, 12.97, 0, 0
12, 0.00000, -48.7899, 13.4282, -48.7867, 13.4329, -48.7925, 13.432, 0, 0
13, 0.00000, -40.0744, 12.9014, -40.0715, 12.9054, -40.0766, 12.9048, 0, 0
14, 0.00000, -31.7903, 11.327, -31.7881, 11.33, -31.7919, 11.3296, 0, 0
15, 0.00000, -18.8144, 10.4201, -18.8127, 10.4217, -18.8151, 10.4218, 0, 0
16, 0.00000, -5.41686, 9.61897, -5.41579, 9.61911, -5.41667, 9.61977, 0, 0
17, 0.00000, 12.3337, 9.80923, 12.3342, 9.80734, 12.3353, 9.80896, 0, 0
18, 0.00000, 23.3258, 10.8207, 23.326, 10.8173, 23.3284, 10.8198, 0, 0
19, 0.00000, 27.2928, 13.2345, 27.2931, 13.2296, 27.2965, 13.2331, 0, 0
20, 0.00000, 28.0436, 13.7331, 28.0439, 13.728, 28.0476, 13.7317, 0, 0
21, 0.00000, 27.5318, 13.4058, 27.5321, 13.4008, 27.5356, 13.4044, 0, 0
22, 0.00000, 26.1465, 12.5159, 26.1468, 12.5115, 26.1499, 12.5146, 0, 0
23, 0.00000, 23.4118, 10.8526, 23.412, 10.8492, 23.4144, 10.8516, 0, 0
24, 0.00000, 21.3775, 9.69576, 21.3777, 9.69296, 21.3797, 9.69499, 0, 0
25, 0.00000, 18.4783, 8.15617, 18.4784, 8.15411, 18.4799, 8.1556, 0, 0
26, 0.00000, 16.939, 7.38123, 16.9391, 7.37952, 16.9403, 7.38076, 0, 0
27, 0.00000, 15.8581, 6.84707, 15.8582, 6.84558, 15.8593, 6.84666, 0, 0
28, 0.00000, 15.6351, 6.72969, 15.6352, 6.72825, 15.6362, 6.7293, 0, 0
29, 0.00000, 15.4884, 6.65894, 15.4885, 6.65752, 15.4895, 6.65855, 0, 0
30, 0.00000, 13.2535, 6.88288, 13.2537, 6.88157, 13.2545, 6.88257, 0, 0
31, 0.00000, 0.852451, 7.22329, 0.852936, 7.22297, 0.852821, 7.22353, 0, 0
32, 0.00000, -21.1973, 7.88244, -21.1962, 7.88397, -21.1981, 7.8837, 0, 0
33, 0.00000, -37.2251, 9.89588, -37.2233, 9.89886, -37.2268, 9.89813, 0, 0
34, 0.00000, -46.8228, 12.028, -46.8202, 12.0321, -46.8251, 12.0312, 0, 0
35, 0.00000, -51.1749, 12.9664, -51.172, 12.971, -51.1775, 12.97, 0, 0
36, 0.00000, -48.7899, 13.4282, -48.7867, 13.4329, -48.7925, 13.432, 0, 0
37, 0.00000, -40.0744, 12.9014, -40.0715, 12.9054, -40.0766, 12.9048, 0, 0
38, 0.00000, -31.7903, 11.327, -31.7881, 11.33, -31.7919, 11.3296, 0, 0
39, 0.00000, -18.8144, 10.4201, -18.8127, 10.4217, -18.8151, 10.4218, 0, 0
40, 0.00000, -5.41686, 9.61897, -5.41579, 9.61911, -5.41667, 9.61977, 0, 0
41, 0.00000, 12.3337, 9.80923, 12.3342, 9.80734, 12.3353, 9.80896, 0, 0
42, 0.00000, 23.3258, 10.8207, 23.326, 10.8173, 23.3284, 10.8198, 0, 0
43, 0.00000, 27.2928, 13.2345, 27.2931, 13.2296, 27.2965, 13.2331, 0, 0
44, 0.00000, 28.0436, 13.7331, 28.0439, 13.728, 28.0476, 13.7317, 0, 0
45, 0.00000, 27.5318, 13.4058, 27.5321, 13.4008, 27.5356, 13.4044, 0, 0
46, 0.00000, 26.1465, 12.5159, 26.1468, 12.5115, 26.1499, 12.5146, 0, 0
47, 0.00000, 23.4118, 10.8526, 23.412, 10.8492, 23.4144, 10.8516, 0, 0
48, 0.00000, 21.3775, 9.69576, 21.3777, 9.69296, 21.3797, 9.69499, 0, 0
48, 0.00000, 21.3775, 9.69576, 21.3777, 9.69296, 21.3797, 9.69499, 0, 0
