hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 4.90764, 2.12183, 4.90766, 2.12128, 4.90805, 2.12167, 0, 0
2, 0.00000, 4.49897, 1.91991, 4.49899, 1.91946, 4.49931, 1.91979, 0, 0
3, 0.00000, 4.21249, 1.78179, 4.21251, 1.7814, 4.21279, 1.78168, 0, 0
4, 0.00000, 4.15383, 1.75391, 4.15385, 1.75353, 4.15412, 1.75381, 0, 0
5, 0.00000, 4.11404, 1.73393, 4.11406, 1.73356, 4.11433, 1.73383, 0, 0
6, 0.00000, 4.29495, 1.82062, 4.29497, 1.82021, 4.29526, 1.82051, 0, 0
7, 0.00000, 4.59531, 1.97357, 4.59533, 1.97311, 4.59566, 1.97344, 0, 0
8, 0.00000, 4.51112, 1.94144, 4.51113, 1.94099, 4.51145, 1.94131, 0, 0
9, 0.00000, 4.80265, 2.09684, 4.80266, 2.09633, 4.80303, 2.09669, 0, 0
10, 0.00000, 5.25941, 2.3407, 5.25943, 2.34009, 5.25987, 2.34052, 0, 0
11, 0.00000, 5.39926, 2.41845, 5.39927, 2.4178, 5.39974, 2.41825, 0, 0
12, 0.00000, 5.93417, 2.74057, 5.93416, 2.73981, 5.93473, 2.74032, 0, 0
13, 0.00000, 6.25448, 2.91578, 6.25448, 2.91492, 6.25512, 2.9155, 0, 0
14, 0.00000, 5.91392, 2.72061, 5.91393, 2.71984, 5.9145, 2.72036, 0, 0
15, 0.00000, 5.9678, 2.7373, 5.96782, 2.7365, 5.9684, 2.73705, 0, 0
16, 0.00000, 5.82659, 2.64079, 5.82661, 2.64002, 5.82717, 2.64056, 0, 0
17, 0.00000, 5.90967, 2.66723, 5.9097, 2.66643, 5.91028, 2.667, 0, 0
18, 0.00000, 6.19432, 2.8104, 6.19436, 2.80951, 6.195, 2.81014, 0, 0
19, 0.00000, 7.25232, 3.43669, 7.25237, 3.43541, 7.25329, 3.43631, 0, 0
20, 0.00000, 7.4509, 3.56544, 7.45096, 3.56408, 7.45194, 3.56504, 0, 0
21, 0.00000, 7.31522, 3.4795, 7.31528, 3.47819, 7.31622, 3.47911, 0, 0
22, 0.00000, 6.94439, 3.24701, 6.94444, 3.24585, 6.94527, 3.24667, 0, 0
23, 0.00000, 6.21762, 2.81656, 6.21766, 2.81566, 6.2183, 2.8163, 0, 0
24, 0.00000, 5.67631, 2.51804, 5.67634, 2.5173, 5.67687, 2.51782, 0, 0
25, 0.00000, 4.90733, 2.12197, 4.90735, 2.12143, 4.90774, 2.12182, 0, 0
26, 0.00000, 4.49897, 1.91991, 4.49899, 1.91946, 4.49931, 1.91979, 0, 0
27, 0.00000, 4.21249, 1.78179, 4.21251, 1.7814, 4.21279, 1.78168, 0, 0
28, 0.00000, 4.15383, 1.75391, 4.15385, 1.75353, 4.15412, 1.75381, 0, 0
29, 0.00000, 4.11404, 1.73393, 4.11406, 1.73356, 4.11433, 1.73383, 0, 0
30, 0.00000, 4.29495, 1.82062, 4.29497, 1.82021, 4.29526, 1.82051, 0, 0
31, 0.00000, 4.59531, 1.97357, 4.59533, 1.97311, 4.59566, 1.97344, 0, 0
32, 0.00000, 4.51112, 1.94144, 4.51113, 1.94099, 4.51145, 1.94131, 0, 0
33, 0.00000, 4.80265, 2.09684, 4.80266, 2.09633, 4.80303, 2.09669, 0, 0
34, 0.00000, 5.25941, 2.3407, 5.25943, 2.34009, 5.25987, 2.34052, 0, 0
35, 0.00000, 5.39926, 2.41845, 5.39927, 2.4178, 5.39974, 2.41825, 0, 0
36, 0.00000, 5.81355, 2.63849, 5.81357, 2.63774, 5.81412, 2.63826, 0, 0
37, 0.00000, 6.14342, 2.82053, 6.14344, 2.81968, 6.14406, 2.82027, 0, 0
38, 0.00000, 5.82455, 2.6445, 5.82457, 2.64373, 5.82512, 2.64427, 0, 0
39, 0.00000, 5.90968, 2.68781, 5.9097, 2.68702, 5.91027, 2.68757, 0, 0
40, 0.00000, 5.80966, 2.62656, 5.80968, 2.62579, 5.81024, 2.62634, 0, 0
41, 0.00000, 5.90972, 2.66719, 5.90975, 2.66638, 5.91033, 2.66695, 0, 0
42, 0.00000, 6.19432, 2.8104, 6.19436, 2.80951, 6.195, 2.81014, 0, 0
43, 0.00000, 7.25232, 3.43669, 7.25237, 3.43541, 7.25329, 3.43631, 0, 0
44, 0.00000, 7.4509, 3.56544, 7.45096, 3.56408, 7.45194, 3.56504, 0, 0
45, 0.00000, 7.31522, 3.4795, 7.31528, 3.47819, 7.31622, 3.47911, 0, 0
46, 0.00000, 6.94439, 3.24701, 6.94444, 3.24585, 6.94527, 3.24667, 0, 0
47, 0.00000, 6.21762, 2.81656, 6.21766, 2.81566, 6.2183, 2.8163, 0, 0
48, 0.00000, 5.67631, 2.51804, 5.67634, 2.5173, 5.67687, 2.51782, 0, 0
48, 0.00000, 5.67631, 2.51804, 5.67634, 2.5173, 5.67687, 2.51782, 0, 0
