hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 8.52717, 3.75632, 8.52722, 3.75539, 8.52788, 3.75605, 0, 0
2, 0.00000, 7.81104, 3.3937, 7.81109, 3.39293, 7.81164, 3.39348, 0, 0
3, 0.00000, 7.30946, 3.14622, 7.3095, 3.14555, 7.30998, 3.14603, 0, 0
4, 0.00000, 7.20638, 3.0961, 7.20642, 3.09544, 7.20688, 3.09591, 0, 0
5, 0.00000, 7.13741, 3.06103, 7.13744, 3.06039, 7.1379, 3.06085, 0, 0
6, 0.00000, 7.45469, 3.21657, 7.45473, 3.21587, 7.45522, 3.21638, 0, 0
7, 0.00000, 7.98325, 3.49234, 7.98329, 3.49154, 7.98386, 3.49211, 0, 0
8, 0.00000, 7.84058, 3.43819, 7.84062, 3.43743, 7.84116, 3.43797, 0, 0
9, 0.00000, 8.35691, 3.72115, 8.35695, 3.72029, 8.35757, 3.7209, 0, 0
10, 0.00000, 9.16377, 4.16407, 9.16381, 4.16303, 9.16456, 4.16376, 0, 0
11, 0.00000, 9.41181, 4.30613, 9.41185, 4.30503, 9.41265, 4.3058, 0, 0
12, 0.00000, 10.276, 4.81996, 10.2761, 4.81866, 10.277, 4.81955, 0, 0
13, 0.00000, 10.8459, 5.14198, 10.846, 5.14051, 10.847, 5.14153, 0, 0
14, 0.00000, 10.2565, 4.79846, 10.2565, 4.79715, 10.2575, 4.79806, 0, 0
15, 0.00000, 10.3676, 4.84385, 10.3676, 4.84249, 10.3686, 4.84344, 0, 0
16, 0.00000, 10.1401, 4.68907, 10.1401, 4.68775, 10.1411, 4.68868, 0, 0
17, 0.00000, 10.2918, 4.74307, 10.2919, 4.74169, 10.2929, 4.74267, 0, 0
18, 0.00000, 10.7906, 5.00118, 10.7907, 4.99965, 10.7918, 5.00073, 0, 0
19, 0.00000, 12.6608, 6.14356, 12.6609, 6.14137, 12.6625, 6.14292, 0, 0
20, 0.00000, 13.0138, 6.3805, 13.0139, 6.37818, 13.0156, 6.37982, 0, 0
21, 0.00000, 12.7731, 6.22272, 12.7732, 6.22049, 12.7748, 6.22206, 0, 0
22, 0.00000, 12.1166, 5.7975, 12.1167, 5.79552, 12.1182, 5.79692, 0, 0
23, 0.00000, 10.8318, 5.0127, 10.8319, 5.01115, 10.833, 5.01225, 0, 0
24, 0.00000, 9.87835, 4.47152, 9.87841, 4.47025, 9.87932, 4.47116, 0, 0
25, 0.00000, 8.5268, 3.75648, 8.52685, 3.75555, 8.52751, 3.75621, 0, 0
26, 0.00000, 7.81105, 3.3937, 7.81109, 3.39293, 7.81164, 3.39348, 0, 0
27, 0.00000, 7.30946, 3.14622, 7.3095, 3.14555, 7.30998, 3.14603, 0, 0
28, 0.00000, 7.20638, 3.0961, 7.20642, 3.09544, 7.20688, 3.09591, 0, 0
29, 0.00000, 7.13741, 3.06103, 7.13744, 3.06039, 7.1379, 3.06085, 0, 0
30, 0.00000, 7.45469, 3.21657, 7.45473, 3.21587, 7.45522, 3.21638, 0, 0
31, 0.00000, 7.98325, 3.49234, 7.98329, 3.49154, 7.98386, 3.49211, 0, 0
32, 0.00000, 7.84058, 3.43819, 7.84062, 3.43743, 7.84116, 3.43797, 0, 0
33, 0.00000, 8.35691, 3.72115, 8.35695, 3.72029, 8.35757, 3.7209, 0, 0
34, 0.00000, 9.16377, 4.16407, 9.16381, 4.16303, 9.16456, 4.16376, 0, 0
35, 0.00000, 9.41181, 4.30613, 9.41185, 4.30503, 9.41265, 4.3058, 0, 0
36, 0.00000, 10.1419, 4.70522, 10.142, 4.70393, 10.1429, 4.70483, 0, 0
37, 0.00000, 10.7211, 5.03372, 10.7211, 5.03226, 10.7222, 5.03328, 0, 0
38, 0.00000, 10.1552, 4.71129, 10.1553, 4.70999, 10.1562, 4.71091, 0, 0
39, 0.00000, 10.301, 4.78658, 10.301, 4.78523, 10.302, 4.78618, 0, 0
40, 0.00000, 10.1204, 4.67236, 10.1204, 4.67104, 10.1214, 4.67197, 0, 0
41, 0.00000, 10.2919, 4.74302, 10.2919, 4.74164, 10.2929, 4.74262, 0, 0
42, 0.00000, 10.7906, 5.00118, 10.7907, 4.99965, 10.7918, 5.00073, 0, 0
43, 0.00000, 12.6608, 6.14356, 12.6609, 6.14137, 12.6625, 6.14292, 0, 0
44, 0.00000, 13.0138, 6.3805, 13.0139, 6.37818, 13.0156, 6.37982, 0, 0
45, 0.00000, 12.7731, 6.22272, 12.7732, 6.22049, 12.7748, 6.22206, 0, 0
46, 0.00000, 12.1166, 5.7975, 12.1167, 5.79552, 12.1182, 5.79692, 0, 0
47, 0.00000, 10.8318, 5.0127, 10.8319, 5.01115, 10.833, 5.01225, 0, 0
48, 0.00000, 9.87835, 4.47152, 9.87841, 4.47025, 9.87932, 4.47116, 0, 0
48, 0.00000, 9.87835, 4.47152, 9.87841, 4.47025, 9.87932, 4.47116, 0, 0
