hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
1, 0.00000, 211.609, -35.4359, 211.608, -155.437, 211.606, 84.5639, 8.9553E-010, 87.183, 144.111, 122.278, 144.111, 2.27746, 144.111, -117.722, 0.00152624, 96.9861
2, 0.00000, 213.342, -34.9538, 213.342, -154.954, 213.34, 85.046, 7.41818E-010, 87.2335, 131.405, 122.755, 131.405, 2.75393, 131.404, -117.245, 0.00126676, 97.1165
3, 0.00000, 214.56, -34.6186, 214.559, -154.619, 214.558, 85.3812, 6.43935E-010, 87.2586, 122.44, 123.15, 122.439, 3.149, 122.439, -116.85, 0.00110065, 97.194
4, 0.00000, 214.847, -34.55, 214.846, -154.551, 214.844, 85.4498, 6.20888E-010, 87.3265, 120.424, 123.346, 120.424, 3.34529, 120.424, -116.654, 0.00106492, 97.2556
5, 0.00000, 215.002, -34.5044, 215.001, -154.505, 215, 85.4954, 6.09743E-010, 87.2498, 119.245, 123.37, 119.245, 3.3699, 119.245, -116.63, 0.00104479, 97.2449
6, 0.00000, 215.309, -33.8778, 215.309, -153.878, 215.307, 86.122, 4.1799E-010, 88.9236, 105.21, 119.346, 105.21, -0.654983, 105.209, -120.654, 0.000716676, 98.6831
7, 0.00000, 218.599, -30.3818, 218.598, -150.382, 218.596, 89.6181, 7.09891E-010, -84.3663, 51.781, 61.608, 51.7808, -58.3931, 51.7803, -178.394, 0.00119888, -74.2844
8, 0.00000, 224.41, -24.2875, 224.409, -144.288, 224.408, 95.7124, 2.52955E-009, -73.0603, 168.626, -6.47922, 168.627, -126.48, 168.629, 113.52, 0.00429663, -63.2414
9, 0.00000, 226.249, -20.0474, 226.248, -140.048, 226.246, 99.9527, 4.0895E-009, -64.8033, 278.333, -8.45933, 278.335, -128.46, 278.338, 111.54, 0.00695588, -54.9008
10, 0.00000, 226.003, -17.367, 226.002, -137.368, 226, 102.633, 5.51707E-009, -59.0074, 349.057, -7.06282, 349.059, -127.064, 349.063, 112.937, 0.00938546, -49.1305
11, 0.00000, 225.964, -16.1221, 225.963, -136.123, 225.961, 103.878, 6.16713E-009, -56.4499, 381.708, -6.39932, 381.711, -126.4, 381.715, 113.601, 0.0104897, -46.5509
