hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
1, 0.00000, 219.189, -32.9501, 219.189, -152.951, 219.187, 87.0498, 3.39654E-010, 92.6073, 62.12, 124.284, 62.12, 4.28325, 62.1199, -115.716, 0.000586065, 102.415
2, 0.00000, 220.234, -32.6957, 220.234, -152.696, 220.232, 87.3041, 2.83353E-010, 92.5889, 56.5651, 124.667, 56.565, 4.66648, 56.565, -115.333, 0.000487369, 102.189
3, 0.00000, 220.957, -32.5187, 220.957, -152.519, 220.955, 87.4812, 2.44274E-010, 92.5489, 52.7054, 124.944, 52.7054, 4.94313, 52.7053, -115.056, 0.000424369, 102.005
4, 0.00000, 221.114, -32.4829, 221.113, -152.483, 221.111, 87.5169, 2.3804E-010, 92.189, 51.9009, 125.034, 51.9009, 5.0335, 51.9009, -114.966, 0.000411632, 101.97
5, 0.00000, 221.209, -32.4589, 221.209, -152.459, 221.207, 87.541, 2.34314E-010, 92.6428, 51.3815, 125.067, 51.3814, 5.06675, 51.3814, -114.933, 0.000403725, 101.935
6, 0.00000, 221.384, -32.1463, 221.383, -152.147, 221.381, 87.8536, 1.59297E-010, 93.6314, 45.6112, 120.926, 45.6111, 0.925748, 45.611, -119.074, 0.000278535, 102.76
7, 0.00000, 223.311, -30.3908, 223.311, -150.391, 223.309, 89.6091, 2.67105E-010, -83.9736, 22.6648, 67.5936, 22.6647, -52.4074, 22.6645, -172.408, 0.00044801, -73.7395
8, 0.00000, 226.956, -27.318, 226.955, -147.319, 226.953, 92.6819, 9.44145E-010, -78.7402, 65.4834, -7.5544, 65.4837, -127.555, 65.4844, 112.445, 0.00160102, -68.6755
9, 0.00000, 228.386, -25.1368, 228.385, -145.137, 228.384, 94.8632, 1.53234E-009, -74.3966, 110.062, -12.5678, 110.062, -132.568, 110.063, 107.432, 0.00260227, -64.4679
10, 0.00000, 228.53, -23.7835, 228.529, -143.784, 228.527, 96.2164, 2.056E-009, -71.3194, 138.476, -12.6357, 138.477, -132.636, 138.478, 107.364, 0.0034942, -61.4019
11, 0.00000, 228.66, -23.151, 228.659, -143.152, 228.657, 96.8489, 2.28865E-009, -70.0465, 151.672, -12.6402, 151.673, -132.641, 151.674, 107.359, 0.00388871, -60.0796
12, 0.00000, 227.701, -23.4814, 227.699, -143.482, 227.698, 96.5185, 2.40805E-009, -69.9879, 145.478, -11.4942, 145.479, -131.495, 145.481, 108.505, 0.00409226, -60.0349
13, 0.00000, 226.219, -24.7303, 226.218, -144.731, 226.216, 95.2697, 2.20436E-009, -71.5579, 120.61, -9.17429, 120.611, -129.175, 120.612, 110.825, 0.00374747, -61.6488
14, 0.00000, 225.899, -25.8893, 225.898, -145.89, 225.896, 94.1106, 1.73579E-009, -73.9721, 96.754, -7.64442, 96.7546, -127.645, 96.7559, 112.355, 0.00294867, -64.0342
15, 0.00000, 224.063, -27.6814, 224.062, -147.682, 224.06, 92.3186, 1.2554E-009, -76.9584, 62.4932, 1.82345, 62.4936, -118.178, 62.4945, 121.822, 0.00212989, -66.9407
16, 0.00000, 222.178, -29.555, 222.177, -149.556, 222.175, 90.4449, 6.88031E-010, -80.3212, 33.553, 33.8852, 33.553, -86.1162, 33.5531, 153.883, 0.00116642, -70.2746
17, 0.00000, 218.646, -32.1087, 218.645, -152.109, 218.643, 87.8911, 5.61717E-011, 97.529, 49.3383, 109.898, 49.3381, -10.1027, 49.3377, -130.102, 0.000101404, 105.476
18, 0.00000, 215.651, -33.7587, 215.65, -153.76, 215.648, 86.2411, 5.6711E-010, 93.1773, 80.2789, 122.821, 80.2789, 2.82016, 80.2788, -117.179, 0.000975016, 102.987
19, 0.00000, 212.442, -34.4286, 212.44, -154.43, 212.438, 85.5712, 8.1496E-010, 93.7899, 95.9858, 121.515, 95.9858, 1.5145, 95.9856, -118.484, 0.00139269, 103.537
20, 0.00000, 211.789, -34.5533, 211.787, -154.554, 211.785, 85.4465, 8.6806E-010, 93.8635, 99.0799, 121.224, 99.0798, 1.22328, 99.0797, -118.776, 0.00148362, 103.686
21, 0.00000, 212.221, -34.4671, 212.22, -154.468, 212.217, 85.5327, 8.32604E-010, 93.8136, 96.9901, 121.4, 96.9901, 1.3991, 96.9899, -118.6, 0.00142177, 103.616
22, 0.00000, 213.406, -34.2357, 213.404, -154.237, 213.402, 85.7641, 7.39245E-010, 93.5551, 91.3603, 121.889, 91.3602, 1.88854, 91.3601, -118.11, 0.00126312, 103.316
23, 0.00000, 215.594, -33.7739, 215.593, -153.775, 215.59, 86.2259, 5.73758E-010, 93.2872, 80.5903, 122.819, 80.5902, 2.81796, 80.5901, -117.181, 0.000983315, 102.948
24, 0.00000, 217.124, -33.4323, 217.123, -153.433, 217.121, 86.5675, 4.68293E-010, 93.0245, 72.8384, 123.461, 72.8384, 3.46055, 72.8383, -116.539, 0.000803539, 102.727
25, 0.00000, 219.19, -32.95, 219.189, -152.951, 219.187, 87.0499, 3.39982E-010, 92.8108, 62.1186, 124.284, 62.1186, 4.28291, 62.1185, -115.716, 0.000585993, 102.415
26, 0.00000, 220.234, -32.6957, 220.234, -152.696, 220.232, 87.3041, 2.83047E-010, 92.6331, 56.565, 124.667, 56.565, 4.66649, 56.565, -115.333, 0.000487369, 102.189
27, 0.00000, 220.957, -32.5187, 220.957, -152.519, 220.955, 87.4812, 2.45581E-010, 92.7866, 52.7054, 124.944, 52.7054, 4.94313, 52.7053, -115.056, 0.000424369, 102.005
28, 0.00000, 221.114, -32.4829, 221.113, -152.483, 221.111, 87.5169, 2.37789E-010, 92.4137, 51.9009, 125.034, 51.9009, 5.0335, 51.9009, -114.966, 0.000411632, 101.97
29, 0.00000, 221.209, -32.4589, 221.209, -152.459, 221.207, 87.541, 2.32301E-010, 92.8121, 51.3815, 125.067, 51.3814, 5.06675, 51.3814, -114.933, 0.000403725, 101.935
