hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
1, 0.00000, 215.589, -33.6091, 215.589, -153.61, 215.587, 86.3906, 3.15166E-010, 90.5327, 51.0673, 124.245, 51.0672, 4.24451, 51.0672, -115.755, 0.000539285, 100.379
2, 0.00000, 216.963, -33.2967, 216.962, -153.297, 216.96, 86.7031, 2.61327E-010, 90.2807, 46.505, 124.673, 46.5049, 4.67284, 46.5049, -115.327, 0.000447411, 100.149
3, 0.00000, 217.912, -33.0793, 217.912, -153.08, 217.91, 86.9205, 2.26703E-010, 90.1066, 43.3385, 124.96, 43.3385, 4.95971, 43.3385, -115.04, 0.00038894, 99.9548
4, 0.00000, 218.115, -33.0353, 218.114, -153.036, 218.113, 86.9645, 2.19919E-010, 90.0669, 42.6832, 125.011, 42.6832, 5.01087, 42.6831, -114.989, 0.000377134, 99.9214
5, 0.00000, 218.242, -33.0059, 218.241, -153.006, 218.239, 86.9939, 2.158E-010, 89.9982, 42.2573, 125.057, 42.2573, 5.05652, 42.2573, -114.943, 0.000369811, 99.8833
6, 0.00000, 218.355, -32.8359, 218.355, -152.837, 218.353, 87.1639, 2.34272E-010, 90.5932, 44.2165, 125.139, 44.2164, 5.13891, 44.2164, -114.86, 0.000401739, 100.469
7, 0.00000, 220.393, -31.6454, 220.393, -151.646, 220.391, 88.3544, 2.61038E-010, 93.0292, 47.3863, 125.985, 47.3863, 5.98433, 47.3862, -114.015, 0.000447454, 102.889
8, 0.00000, 224.557, -29.3341, 224.556, -149.335, 224.554, 90.6657, 2.40037E-010, 96.4936, 46.2583, 127.986, 46.2583, 7.98562, 46.2583, -112.014, 0.000411407, 106.353
9, 0.00000, 226.04, -27.7766, 226.039, -147.777, 226.038, 92.2232, 2.67424E-010, 99.5672, 49.3581, 129.206, 49.3581, 9.20539, 49.358, -110.794, 0.000458269, 109.372
10, 0.00000, 225.981, -26.8924, 225.98, -146.893, 225.978, 93.1074, 3.21185E-010, 101.778, 54.3792, 129.763, 54.3792, 9.7623, 54.3791, -110.237, 0.000549508, 111.61
