hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
1, 0.00000, 217.37, -33.0346, 217.369, -153.035, 217.367, 86.9652, 1.87073E-010, 92.6266, 30.3581, 124.847, 30.3581, 4.84663, 30.358, -115.153, 0.000319132, 101.672
2, 0.00000, 218.578, -32.7751, 218.577, -152.776, 218.576, 87.2247, 1.55107E-010, 92.4094, 27.6442, 125.24, 27.6442, 5.23907, 27.6441, -114.76, 0.000264932, 101.357
3, 0.00000, 219.414, -32.5943, 219.413, -152.595, 219.412, 87.4055, 1.34865E-010, 92.3239, 25.7607, 125.501, 25.7607, 5.50084, 25.7607, -114.499, 0.000230412, 101.105
4, 0.00000, 219.593, -32.5578, 219.592, -152.558, 219.591, 87.442, 1.30787E-010, 92.3198, 25.3709, 125.547, 25.3709, 5.54681, 25.3709, -114.453, 0.000223447, 101.059
5, 0.00000, 219.704, -32.5332, 219.704, -152.534, 219.702, 87.4666, 1.28123E-010, 92.282, 25.1176, 125.59, 25.1176, 5.58909, 25.1176, -114.41, 0.000219119, 101.013
6, 0.00000, 219.853, -32.3565, 219.852, -152.357, 219.851, 87.6433, 1.39452E-010, 92.772, 26.2827, 125.676, 26.2827, 5.67539, 26.2826, -114.324, 0.000238059, 101.604
7, 0.00000, 221.854, -31.2024, 221.853, -151.203, 221.851, 88.7974, 1.55341E-010, 95.0231, 28.1671, 126.492, 28.1671, 6.49104, 28.167, -113.508, 0.000265456, 103.938
8, 0.00000, 225.768, -29.0143, 225.767, -149.015, 225.765, 90.9855, 1.43489E-010, 98.3674, 27.4933, 128.397, 27.4933, 8.39652, 27.4933, -111.603, 0.000244602, 107.16
9, 0.00000, 227.221, -27.5087, 227.22, -147.509, 227.218, 92.4911, 1.59761E-010, 101.15, 29.3351, 129.57, 29.3351, 9.56952, 29.335, -110.43, 0.000272701, 110.058
10, 0.00000, 227.257, -26.6296, 227.256, -146.63, 227.254, 93.3703, 1.91878E-010, 103.201, 32.3211, 130.115, 32.3211, 10.1139, 32.3211, -109.885, 0.000327035, 112.262
11, 0.00000, 227.354, -26.205, 227.353, -146.206, 227.351, 93.7949, 2.02117E-010, 104.087, 33.236, 130.422, 33.2359, 10.421, 33.2359, -109.578, 0.00034452, 113.195
12, 0.00000, 226.24, -26.5265, 226.239, -146.527, 226.237, 93.4733, 2.37611E-010, 104.097, 36.0343, 129.928, 36.0342, 9.92772, 36.0342, -110.071, 0.00040461, 113.332
13, 0.00000, 224.603, -27.4874, 224.602, -147.488, 224.6, 92.5125, 2.70272E-010, 103.044, 38.3498, 128.846, 38.3497, 8.84544, 38.3497, -111.154, 0.000460421, 112.355
14, 0.00000, 224.345, -28.2527, 224.344, -148.254, 224.341, 91.7471, 2.43313E-010, 101.446, 36.2337, 128.289, 36.2337, 8.28837, 36.2337, -111.711, 0.000414616, 110.717
15, 0.00000, 222.375, -29.5517, 222.374, -149.553, 222.371, 90.4481, 2.55865E-010, 99.5495, 36.9059, 127.078, 36.9059, 7.07702, 36.9058, -112.922, 0.00043627, 108.829
16, 0.00000, 220.382, -30.8607, 220.381, -150.862, 220.379, 89.1391, 2.53026E-010, 97.3408, 36.3209, 126.005, 36.3209, 6.00402, 36.3208, -113.995, 0.000431358, 106.634
17, 0.00000, 216.576, -32.6642, 216.575, -152.665, 216.573, 87.3356, 2.73962E-010, 94.5877, 37.1481, 124.495, 37.1481, 4.49382, 37.148, -115.505, 0.000467059, 103.948
18, 0.00000, 213.298, -33.8564, 213.297, -153.857, 213.295, 86.1434, 3.1344E-010, 93.0296, 39.2161, 123.451, 39.216, 3.45009, 39.216, -116.549, 0.000534271, 102.454
19, 0.00000, 209.6, -34.527, 209.599, -154.528, 209.596, 85.4728, 4.50082E-010, 93.6881, 46.8657, 122.214, 46.8657, 2.21276, 46.8656, -117.786, 0.000766581, 103.257
20, 0.00000, 208.852, -34.6492, 208.85, -154.65, 208.847, 85.3506, 4.79797E-010, 93.8886, 48.3708, 121.944, 48.3708, 1.94257, 48.3707, -118.056, 0.000817304, 103.464
21, 0.00000, 209.347, -34.5642, 209.345, -154.565, 209.342, 85.4355, 4.59611E-010, 93.7887, 47.3548, 122.114, 47.3548, 2.11309, 47.3547, -117.886, 0.000782783, 103.361
22, 0.00000, 210.718, -34.3367, 210.717, -154.338, 210.714, 85.663, 4.07898E-010, 93.3966, 44.6131, 122.582, 44.613, 2.58079, 44.613, -117.418, 0.000694757, 102.916
23, 0.00000, 213.232, -33.8722, 213.231, -153.873, 213.228, 86.1276, 3.16413E-010, 92.9862, 39.3658, 123.479, 39.3658, 3.47792, 39.3657, -116.521, 0.000538953, 102.415
24, 0.00000, 214.99, -33.5256, 214.989, -153.526, 214.987, 86.4742, 2.57465E-010, 92.8123, 35.5855, 124.085, 35.5855, 4.0841, 35.5854, -115.915, 0.000439171, 102.116
25, 0.00000, 217.37, -33.0345, 217.369, -153.035, 217.367, 86.9653, 1.87056E-010, 92.5865, 30.3583, 124.847, 30.3583, 4.84676, 30.3583, -115.153, 0.000319085, 101.673
26, 0.00000, 218.578, -32.7751, 218.577, -152.776, 218.576, 87.2247, 1.54913E-010, 92.4711, 27.6442, 125.24, 27.6442, 5.23907, 27.6441, -114.76, 0.000264932, 101.357
27, 0.00000, 219.414, -32.5943, 219.413, -152.595, 219.412, 87.4055, 1.34737E-010, 92.3035, 25.7607, 125.501, 25.7607, 5.50084, 25.7607, -114.499, 0.000230412, 101.105
28, 0.00000, 219.593, -32.5578, 219.592, -152.558, 219.591, 87.442, 1.306E-010, 92.3241, 25.3709, 125.547, 25.3709, 5.54681, 25.3709, -114.453, 0.000223447, 101.059
29, 0.00000, 219.704, -32.5332, 219.704, -152.534, 219.702, 87.4666, 1.28135E-010, 92.2767, 25.1176, 125.59, 25.1176, 5.58909, 25.1176, -114.41, 0.000219119, 101.013
30, 0.00000, 219.853, -32.3565, 219.852, -152.357, 219.851, 87.6433, 1.3922E-010, 92.8007, 26.2827, 125.676, 26.2827, 5.67539, 26.2826, -114.324, 0.000238059, 101.604
31, 0.00000, 221.854, -31.2024, 221.853, -151.203, 221.851, 88.7974, 1.55494E-010, 95.0103, 28.1671, 126.492, 28.1671, 6.49104, 28.167, -113.508, 0.000265456, 103.938
32, 0.00000, 225.768, -29.0143, 225.767, -149.015, 225.765, 90.9855, 1.43246E-010, 98.3475, 27.4933, 128.397, 27.4933, 8.39652, 27.4933, -111.603, 0.000244602, 107.16
33, 0.00000, 227.221, -27.5087, 227.22, -147.509, 227.218, 92.4911, 1.59784E-010, 101.17, 29.3351, 129.57, 29.3351, 9.56952, 29.335, -110.43, 0.000272701, 110.058
34, 0.00000, 227.257, -26.6296, 227.256, -146.63, 227.254, 93.3703, 1.91792E-010, 103.195, 32.3211, 130.115, 32.3211, 10.1139, 32.3211, -109.885, 0.000327035, 112.262
35, 0.00000, 227.354, -26.205, 227.353, -146.206, 227.351, 93.7949, 2.02111E-010, 104.083, 33.236, 130.422, 33.2359, 10.421, 33.2359, -109.578, 0.00034452, 113.195
36, 0.00000, 226.24, -26.5265, 226.239, -146.527, 226.237, 93.4733, 2.37393E-010, 104.122, 36.0343, 129.928, 36.0342, 9.92772, 36.0342, -110.071, 0.00040461, 113.332
37, 0.00000, 224.603, -27.4874, 224.602, -147.488, 224.6, 92.5125, 2.7027E-010, 103.029, 38.3498, 128.846, 38.3497, 8.84544, 38.3497, -111.154, 0.000460421, 112.355
38, 0.00000, 224.345, -28.2527, 224.344, -148.254, 224.341, 91.7471, 2.43218E-010, 101.454, 36.2337, 128.289, 36.2337, 8.28837, 36.2337, -111.711, 0.000414616, 110.717
39, 0.00000, 222.375, -29.5517, 222.374, -149.553, 222.371, 90.4481, 2.5592E-010, 99.555, 36.9059, 127.078, 36.9059, 7.07702, 36.9058, -112.922, 0.00043627, 108.829
40, 0.00000, 220.382, -30.8607, 220.381, -150.862, 220.379, 89.1391, 2.52952E-010, 97.3413, 36.3209, 126.005, 36.3209, 6.00402, 36.3208, -113.995, 0.000431358, 106.634
41, 0.00000, 216.576, -32.6642, 216.575, -152.665, 216.573, 87.3356, 2.7385E-010, 94.5919, 37.1481, 124.495, 37.1481, 4.49382, 37.148, -115.505, 0.000467059, 103.948
42, 0.00000, 213.298, -33.8564, 213.297, -153.857, 213.295, 86.1434, 3.13501E-010, 93.0315, 39.2161, 123.451, 39.216, 3.45009, 39.216, -116.549, 0.000534271, 102.454
43, 0.00000, 209.6, -34.527, 209.599, -154.528, 209.596, 85.4728, 4.50161E-010, 93.698, 46.8657, 122.214, 46.8657, 2.21276, 46.8656, -117.786, 0.000766581, 103.257
44, 0.00000, 208.852, -34.6492, 208.85, -154.65, 208.847, 85.3506, 4.7992E-010, 93.8845, 48.3708, 121.944, 48.3708, 1.94257, 48.3707, -118.056, 0.000817304, 103.464
45, 0.00000, 209.347, -34.5642, 209.345, -154.565, 209.342, 85.4355, 4.59451E-010, 93.8035, 47.3548, 122.114, 47.3548, 2.11309, 47.3547, -117.886, 0.000782783, 103.361
46, 0.00000, 210.718, -34.3367, 210.717, -154.338, 210.714, 85.663, 4.07812E-010, 93.3894, 44.6131, 122.582, 44.613, 2.58079, 44.613, -117.418, 0.000694757, 102.916
47, 0.00000, 213.232, -33.8722, 213.231, -153.873, 213.228, 86.1276, 3.161E-010, 93.0037, 39.3658, 123.479, 39.3658, 3.47792, 39.3657, -116.521, 0.000538953, 102.415
48, 0.00000, 214.99, -33.5256, 214.989, -153.526, 214.987, 86.4742, 2.57552E-010, 92.7978, 35.5855, 124.085, 35.5855, 4.0841, 35.5854, -115.915, 0.000439171, 102.116
48, 0.00000, 214.99, -33.5256, 214.989, -153.526, 214.987, 86.4742, 2.57552E-010, 92.7978, 35.5855, 124.085, 35.5855, 4.0841, 35.5854, -115.915, 0.000439171, 102.116
