hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
1, 0.00000, 227.014, -120.863, 0.000524038, 148.21, 2.47469, 34.7175, 2.47471, -145.283
2, 0.00000, 227.387, -120.793, 0.000525265, 148.365, 2.25169, 35.0143, 2.2517, -144.987
3, 0.00000, 227.644, -120.744, 0.000526108, 148.474, 2.09719, 35.2091, 2.09721, -144.792
4, 0.00000, 227.699, -120.734, 0.000526285, 148.496, 2.06532, 35.2458, 2.06534, -144.755
5, 0.00000, 227.733, -120.727, 0.000526398, 148.51, 2.04451, 35.2782, 2.04453, -144.723
6, 0.00000, 227.772, -120.678, 0.000526339, 148.524, 2.13936, 35.2391, 2.13937, -144.762
7, 0.00000, 228.349, -120.355, 0.000527427, 148.792, 2.29138, 35.3409, 2.2914, -144.66
8, 0.00000, 229.46, -119.733, 0.000530094, 149.442, 2.23227, 35.9315, 2.23228, -144.069
9, 0.00000, 229.815, -119.299, 0.000530664, 149.823, 2.38035, 36.1164, 2.38037, -143.884
10, 0.00000, 229.759, -119.045, 0.000530117, 149.986, 2.62333, 36.0241, 2.62335, -143.977
11, 0.00000, 229.755, -118.923, 0.000529977, 150.082, 2.69772, 36.0322, 2.69774, -143.968
12, 0.00000, 229.43, -119.018, 0.00052883, 149.901, 2.92748, 35.6824, 2.9275, -144.318
13, 0.00000, 228.988, -119.297, 0.000527464, 149.549, 3.11936, 35.1583, 3.11937, -144.842
14, 0.00000, 228.961, -119.516, 0.000527701, 149.393, 2.94719, 35.138, 2.94721, -144.863
15, 0.00000, 228.422, -119.888, 0.000526351, 148.998, 3.00521, 34.7167, 3.00522, -145.284
16, 0.00000, 227.866, -120.257, 0.000525145, 148.641, 2.96012, 34.4529, 2.96014, -145.548
17, 0.00000, 226.747, -120.757, 0.000522439, 148.108, 3.03251, 33.9857, 3.03253, -146.015
18, 0.00000, 225.756, -121.079, 0.000519855, 147.716, 3.20577, 33.5744, 3.20579, -146.426
19, 0.00000, 224.614, -121.25, 0.000516019, 147.304, 3.84168, 32.4893, 3.8417, -147.511
20, 0.00000, 224.383, -121.281, 0.000515229, 147.226, 3.96757, 32.2344, 3.96758, -147.766
21, 0.00000, 224.536, -121.26, 0.000515752, 147.279, 3.88264, 32.3904, 3.88266, -147.61
22, 0.00000, 224.958, -121.202, 0.000517178, 147.423, 3.65381, 32.8228, 3.65382, -147.178
23, 0.00000, 225.736, -121.083, 0.000519797, 147.706, 3.21778, 33.611, 3.21779, -146.39
24, 0.00000, 226.28, -120.993, 0.000521612, 147.916, 2.9052, 34.1172, 2.90522, -145.883
25, 0.00000, 227.014, -120.863, 0.000524038, 148.21, 2.4747, 34.7176, 2.47471, -145.283
26, 0.00000, 227.387, -120.793, 0.000525265, 148.365, 2.25169, 35.0143, 2.2517, -144.987
27, 0.00000, 227.644, -120.744, 0.000526108, 148.474, 2.09719, 35.2091, 2.09721, -144.792
28, 0.00000, 227.699, -120.734, 0.000526285, 148.496, 2.06532, 35.2458, 2.06534, -144.755
29, 0.00000, 227.733, -120.727, 0.000526398, 148.51, 2.04451, 35.2782, 2.04453, -144.723
30, 0.00000, 227.772, -120.678, 0.000526339, 148.524, 2.13936, 35.2391, 2.13937, -144.762
31, 0.00000, 228.349, -120.355, 0.000527427, 148.792, 2.29138, 35.3409, 2.2914, -144.66
32, 0.00000, 229.46, -119.733, 0.000530094, 149.442, 2.23227, 35.9315, 2.23228, -144.069
33, 0.00000, 229.815, -119.299, 0.000530664, 149.823, 2.38035, 36.1164, 2.38037, -143.884
34, 0.00000, 229.759, -119.045, 0.000530117, 149.986, 2.62333, 36.0241, 2.62335, -143.977
35, 0.00000, 229.755, -118.923, 0.000529977, 150.082, 2.69772, 36.0322, 2.69774, -143.968
36, 0.00000, 229.43, -119.018, 0.00052883, 149.901, 2.92748, 35.6824, 2.9275, -144.318
37, 0.00000, 228.988, -119.297, 0.000527464, 149.549, 3.11936, 35.1583, 3.11937, -144.842
38, 0.00000, 228.961, -119.516, 0.000527701, 149.393, 2.94719, 35.138, 2.94721, -144.863
39, 0.00000, 228.422, -119.888, 0.000526351, 148.998, 3.00521, 34.7167, 3.00522, -145.284
40, 0.00000, 227.866, -120.257, 0.000525145, 148.641, 2.96012, 34.4529, 2.96014, -145.548
41, 0.00000, 226.747, -120.757, 0.000522439, 148.108, 3.03251, 33.9857, 3.03253, -146.015
42, 0.00000, 225.756, -121.079, 0.000519855, 147.716, 3.20577, 33.5744, 3.20579, -146.426
43, 0.00000, 224.614, -121.25, 0.000516019, 147.304, 3.84168, 32.4893, 3.8417, -147.511
44, 0.00000, 224.383, -121.281, 0.000515229, 147.226, 3.96757, 32.2344, 3.96758, -147.766
45, 0.00000, 224.536, -121.26, 0.000515752, 147.279, 3.88264, 32.3904, 3.88266, -147.61
46, 0.00000, 224.958, -121.202, 0.000517178, 147.423, 3.65381, 32.8228, 3.65382, -147.178
47, 0.00000, 225.736, -121.083, 0.000519797, 147.706, 3.21778, 33.611, 3.21779, -146.39
48, 0.00000, 226.28, -120.993, 0.000521612, 147.916, 2.9052, 34.1172, 2.90522, -145.883
48, 0.00000, 226.28, -120.993, 0.000521612, 147.916, 2.9052, 34.1172, 2.90522, -145.883
