hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 7.03174, 3.02036, 7.03178, 3.01958, 7.03233, 3.02014, 0, 0
2, 0.00000, 6.45043, 2.73731, 6.45046, 2.73666, 6.45092, 2.73713, 0, 0
3, 0.00000, 6.04227, 2.54323, 6.04231, 2.54266, 6.0427, 2.54307, 0, 0
4, 0.00000, 5.958, 2.50374, 5.95803, 2.50318, 5.95842, 2.50358, 0, 0
5, 0.00000, 5.9019, 2.47627, 5.90193, 2.47573, 5.90231, 2.47612, 0, 0
6, 0.00000, 6.15859, 2.5973, 6.15862, 2.59671, 6.15903, 2.59714, 0, 0
7, 0.00000, 6.58043, 2.80724, 6.58047, 2.80657, 6.58094, 2.80705, 0, 0
8, 0.00000, 6.45168, 2.75542, 6.45171, 2.75477, 6.45217, 2.75523, 0, 0
9, 0.00000, 6.85939, 2.96835, 6.85942, 2.96762, 6.85993, 2.96813, 0, 0
10, 0.00000, 7.50259, 3.3046, 7.50262, 3.30372, 7.50325, 3.30434, 0, 0
11, 0.00000, 7.69877, 3.41082, 7.6988, 3.40989, 7.69946, 3.41054, 0, 0
12, 0.00000, 8.38254, 3.79863, 8.38255, 3.79754, 8.38335, 3.79829, 0, 0
13, 0.00000, 8.84508, 4.04833, 8.8451, 4.0471, 8.84601, 4.04795, 0, 0
14, 0.00000, 8.38174, 3.79318, 8.38177, 3.79208, 8.38257, 3.79284, 0, 0
15, 0.00000, 8.48244, 3.83591, 8.48247, 3.83477, 8.4833, 3.83557, 0, 0
16, 0.00000, 8.31327, 3.72667, 8.31331, 3.72556, 8.3141, 3.72634, 0, 0
17, 0.00000, 8.44914, 3.77747, 8.44919, 3.77631, 8.45001, 3.77714, 0, 0
18, 0.00000, 8.859, 3.98059, 8.85906, 3.97929, 8.85998, 3.98022, 0, 0
19, 0.00000, 10.3551, 4.84677, 10.3552, 4.84493, 10.3565, 4.84624, 0, 0
20, 0.00000, 10.6359, 5.02503, 10.636, 5.02308, 10.6374, 5.02447, 0, 0
21, 0.00000, 10.4443, 4.90635, 10.4443, 4.90448, 10.4457, 4.90581, 0, 0
22, 0.00000, 9.92139, 4.58598, 9.92147, 4.58432, 9.92266, 4.5855, 0, 0
23, 0.00000, 8.89219, 3.98934, 8.89225, 3.98804, 8.89317, 3.98897, 0, 0
24, 0.00000, 8.125, 3.57409, 8.12506, 3.57302, 8.12581, 3.57379, 0, 0
25, 0.00000, 7.0317, 3.02048, 7.03174, 3.0197, 7.03229, 3.02026, 0, 0
26, 0.00000, 6.45043, 2.73731, 6.45046, 2.73666, 6.45092, 2.73713, 0, 0
27, 0.00000, 6.04227, 2.54323, 6.04231, 2.54266, 6.0427, 2.54307, 0, 0
28, 0.00000, 5.958, 2.50374, 5.95803, 2.50318, 5.95842, 2.50358, 0, 0
29, 0.00000, 5.9019, 2.47627, 5.90193, 2.47573, 5.90231, 2.47612, 0, 0
30, 0.00000, 6.15859, 2.5973, 6.15862, 2.59671, 6.15903, 2.59714, 0, 0
31, 0.00000, 6.58043, 2.80724, 6.58047, 2.80657, 6.58094, 2.80705, 0, 0
32, 0.00000, 6.45168, 2.75542, 6.45171, 2.75477, 6.45217, 2.75523, 0, 0
33, 0.00000, 6.85939, 2.96835, 6.85942, 2.96762, 6.85993, 2.96813, 0, 0
34, 0.00000, 7.50259, 3.3046, 7.50262, 3.30372, 7.50325, 3.30434, 0, 0
35, 0.00000, 7.69877, 3.41082, 7.6988, 3.40989, 7.69946, 3.41054, 0, 0
36, 0.00000, 8.28508, 3.7161, 8.28511, 3.71502, 8.28589, 3.71578, 0, 0
37, 0.00000, 8.75471, 3.97048, 8.75474, 3.96925, 8.75563, 3.97011, 0, 0
38, 0.00000, 8.30814, 3.73037, 8.30818, 3.72927, 8.30896, 3.73005, 0, 0
39, 0.00000, 8.43409, 3.79458, 8.43413, 3.79344, 8.43495, 3.79425, 0, 0
40, 0.00000, 8.29887, 3.71444, 8.29892, 3.71334, 8.29971, 3.71412, 0, 0
41, 0.00000, 8.44931, 3.77746, 8.44936, 3.7763, 8.45019, 3.77713, 0, 0
42, 0.00000, 8.859, 3.98059, 8.85906, 3.97929, 8.85997, 3.98022, 0, 0
43, 0.00000, 10.3551, 4.84677, 10.3552, 4.84493, 10.3565, 4.84624, 0, 0
44, 0.00000, 10.6359, 5.02503, 10.636, 5.02308, 10.6374, 5.02447, 0, 0
45, 0.00000, 10.4443, 4.90635, 10.4443, 4.90448, 10.4457, 4.90581, 0, 0
46, 0.00000, 9.92139, 4.58598, 9.92147, 4.58432, 9.92266, 4.5855, 0, 0
47, 0.00000, 8.89219, 3.98934, 8.89225, 3.98804, 8.89317, 3.98897, 0, 0
48, 0.00000, 8.125, 3.57409, 8.12506, 3.57302, 8.12581, 3.57379, 0, 0
48, 0.00000, 8.125, 3.57409, 8.12506, 3.57302, 8.12581, 3.57379, 0, 0
