hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 10.31, 4.61327, 10.31, 4.61215, 10.3108, 4.61296, 0, 0
2, 0.00000, 9.44729, 4.16754, 9.44735, 4.16661, 9.44801, 4.16728, 0, 0
3, 0.00000, 8.84228, 3.86331, 8.84234, 3.86249, 8.84291, 3.86308, 0, 0
4, 0.00000, 8.71724, 3.8014, 8.71729, 3.80061, 8.71785, 3.80118, 0, 0
5, 0.00000, 8.63462, 3.75904, 8.63467, 3.75826, 8.63522, 3.75883, 0, 0
6, 0.00000, 9.01256, 3.94614, 9.01262, 3.94529, 9.01322, 3.94591, 0, 0
7, 0.00000, 9.62574, 4.26432, 9.6258, 4.26335, 9.62648, 4.26405, 0, 0
8, 0.00000, 9.41974, 4.16935, 9.41979, 4.16842, 9.42044, 4.16909, 0, 0
9, 0.00000, 10.0121, 4.49147, 10.0122, 4.49042, 10.0129, 4.49117, 0, 0
10, 0.00000, 10.9566, 5.01063, 10.9567, 5.00937, 10.9576, 5.01027, 0, 0
11, 0.00000, 11.2442, 5.1743, 11.2443, 5.17297, 11.2452, 5.17392, 0, 0
12, 0.00000, 12.2067, 5.7361, 12.2068, 5.73453, 12.2079, 5.73564, 0, 0
13, 0.00000, 12.9018, 6.13844, 12.9019, 6.13667, 12.9031, 6.13792, 0, 0
14, 0.00000, 12.2299, 5.75021, 12.2299, 5.74863, 12.2311, 5.74975, 0, 0
15, 0.00000, 12.4023, 5.84028, 12.4024, 5.83864, 12.4036, 5.83981, 0, 0
16, 0.00000, 12.1809, 5.69687, 12.181, 5.69528, 12.1822, 5.69642, 0, 0
17, 0.00000, 12.4091, 5.80415, 12.4092, 5.80248, 12.4104, 5.80368, 0, 0
18, 0.00000, 13.0323, 6.14251, 13.0324, 6.14065, 13.0338, 6.14198, 0, 0
19, 0.00000, 15.2735, 7.54318, 15.2737, 7.54054, 15.2755, 7.54243, 0, 0
20, 0.00000, 15.6963, 7.834, 15.6965, 7.83118, 15.6985, 7.8332, 0, 0
21, 0.00000, 15.4082, 7.6405, 15.4084, 7.6378, 15.4103, 7.63973, 0, 0
22, 0.00000, 14.6233, 7.12024, 14.6235, 7.11784, 14.6252, 7.11956, 0, 0
23, 0.00000, 13.082, 6.15738, 13.0821, 6.15551, 13.0834, 6.15686, 0, 0
24, 0.00000, 11.9371, 5.49278, 11.9372, 5.49125, 11.9382, 5.49235, 0, 0
25, 0.00000, 10.3099, 4.61338, 10.31, 4.61225, 10.3108, 4.61306, 0, 0
26, 0.00000, 9.44729, 4.16754, 9.44735, 4.16661, 9.44801, 4.16728, 0, 0
27, 0.00000, 8.84228, 3.86331, 8.84234, 3.86249, 8.84291, 3.86308, 0, 0
28, 0.00000, 8.71724, 3.8014, 8.71729, 3.80061, 8.71785, 3.80118, 0, 0
29, 0.00000, 8.63462, 3.75904, 8.63467, 3.75826, 8.63522, 3.75883, 0, 0
30, 0.00000, 9.01256, 3.94614, 9.01262, 3.94529, 9.01322, 3.94591, 0, 0
31, 0.00000, 9.62574, 4.26432, 9.6258, 4.26335, 9.62648, 4.26405, 0, 0
32, 0.00000, 9.41974, 4.16935, 9.41979, 4.16842, 9.42044, 4.16909, 0, 0
33, 0.00000, 10.0121, 4.49147, 10.0122, 4.49042, 10.0129, 4.49117, 0, 0
34, 0.00000, 10.9566, 5.01063, 10.9567, 5.00937, 10.9576, 5.01027, 0, 0
35, 0.00000, 11.2442, 5.1743, 11.2443, 5.17297, 11.2452, 5.17392, 0, 0
36, 0.00000, 12.1129, 5.65515, 12.113, 5.65359, 12.1141, 5.6547, 0, 0
37, 0.00000, 12.8143, 6.06173, 12.8144, 6.05997, 12.8157, 6.06122, 0, 0
38, 0.00000, 12.1587, 5.68837, 12.1588, 5.6868, 12.1599, 5.68792, 0, 0
39, 0.00000, 12.3554, 5.79947, 12.3555, 5.79783, 12.3567, 5.799, 0, 0
40, 0.00000, 12.1669, 5.68472, 12.167, 5.68313, 12.1681, 5.68427, 0, 0
41, 0.00000, 12.4093, 5.80415, 12.4094, 5.80248, 12.4106, 5.80367, 0, 0
42, 0.00000, 13.0323, 6.14251, 13.0324, 6.14065, 13.0338, 6.14198, 0, 0
43, 0.00000, 15.2735, 7.54318, 15.2737, 7.54054, 15.2755, 7.54243, 0, 0
44, 0.00000, 15.6963, 7.834, 15.6965, 7.83118, 15.6985, 7.8332, 0, 0
45, 0.00000, 15.4082, 7.6405, 15.4084, 7.6378, 15.4103, 7.63973, 0, 0
46, 0.00000, 14.6233, 7.12024, 14.6235, 7.11784, 14.6252, 7.11956, 0, 0
47, 0.00000, 13.082, 6.15738, 13.0821, 6.15551, 13.0834, 6.15686, 0, 0
48, 0.00000, 11.9371, 5.49278, 11.9372, 5.49125, 11.9382, 5.49235, 0, 0
48, 0.00000, 11.9371, 5.49278, 11.9372, 5.49125, 11.9382, 5.49235, 0, 0
