hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 7.57029, 3.30884, 7.57033, 3.30801, 7.57092, 3.3086, 0, 0
2, 0.00000, 6.93891, 2.99373, 6.93894, 2.99304, 6.93943, 2.99354, 0, 0
3, 0.00000, 6.49611, 2.77822, 6.49615, 2.77762, 6.49657, 2.77805, 0, 0
4, 0.00000, 6.40461, 2.73434, 6.40464, 2.73375, 6.40506, 2.73417, 0, 0
5, 0.00000, 6.34412, 2.70423, 6.34415, 2.70366, 6.34456, 2.70407, 0, 0
6, 0.00000, 6.62083, 2.837, 6.62087, 2.83637, 6.62131, 2.83682, 0, 0
7, 0.00000, 7.0702, 3.06312, 7.07024, 3.06241, 7.07075, 3.06292, 0, 0
8, 0.00000, 6.92024, 2.99697, 6.92028, 2.99629, 6.92076, 2.99678, 0, 0
9, 0.00000, 7.35453, 3.22609, 7.35457, 3.22533, 7.35511, 3.22587, 0, 0
10, 0.00000, 8.04652, 3.59396, 8.04656, 3.59304, 8.04723, 3.59369, 0, 0
11, 0.00000, 8.25729, 3.70991, 8.25733, 3.70894, 8.25804, 3.70963, 0, 0
12, 0.00000, 8.96464, 4.10971, 8.96468, 4.10856, 8.96552, 4.10936, 0, 0
13, 0.00000, 9.47304, 4.39229, 9.47308, 4.39099, 9.47403, 4.3919, 0, 0
14, 0.00000, 8.98012, 4.1179, 8.98016, 4.11674, 8.98101, 4.11755, 0, 0
15, 0.00000, 9.10516, 4.17953, 9.10521, 4.17832, 9.10608, 4.17917, 0, 0
16, 0.00000, 8.94162, 4.07626, 8.94167, 4.07509, 8.94251, 4.07592, 0, 0
17, 0.00000, 9.10742, 4.14945, 9.10748, 4.14822, 9.10836, 4.14909, 0, 0
18, 0.00000, 9.56296, 4.3856, 9.56303, 4.38423, 9.56401, 4.3852, 0, 0
19, 0.00000, 11.2039, 5.36685, 11.204, 5.36491, 11.2054, 5.36628, 0, 0
20, 0.00000, 11.5135, 5.5704, 11.5136, 5.56833, 11.5151, 5.56979, 0, 0
21, 0.00000, 11.3026, 5.43512, 11.3027, 5.43313, 11.3041, 5.43453, 0, 0
22, 0.00000, 10.7277, 5.07086, 10.7278, 5.0691, 10.7291, 5.07035, 0, 0
23, 0.00000, 9.59925, 4.3956, 9.59931, 4.39422, 9.6003, 4.3952, 0, 0
24, 0.00000, 8.76114, 3.92853, 8.7612, 3.9274, 8.76201, 3.9282, 0, 0
25, 0.00000, 7.57026, 3.30892, 7.57031, 3.30809, 7.5709, 3.30868, 0, 0
26, 0.00000, 6.93891, 2.99373, 6.93894, 2.99304, 6.93943, 2.99354, 0, 0
27, 0.00000, 6.49611, 2.77822, 6.49615, 2.77762, 6.49657, 2.77805, 0, 0
28, 0.00000, 6.40461, 2.73434, 6.40464, 2.73375, 6.40506, 2.73417, 0, 0
29, 0.00000, 6.34412, 2.70423, 6.34415, 2.70366, 6.34456, 2.70407, 0, 0
30, 0.00000, 6.62083, 2.837, 6.62087, 2.83637, 6.62131, 2.83682, 0, 0
31, 0.00000, 7.0702, 3.06312, 7.07024, 3.06241, 7.07075, 3.06292, 0, 0
32, 0.00000, 6.92024, 2.99697, 6.92028, 2.99629, 6.92076, 2.99678, 0, 0
33, 0.00000, 7.35453, 3.22609, 7.35457, 3.22533, 7.35511, 3.22587, 0, 0
34, 0.00000, 8.04652, 3.59396, 8.04656, 3.59304, 8.04723, 3.59369, 0, 0
35, 0.00000, 8.25729, 3.70991, 8.25733, 3.70894, 8.25804, 3.70963, 0, 0
36, 0.00000, 8.89334, 4.0488, 8.89338, 4.04766, 8.89421, 4.04847, 0, 0
37, 0.00000, 9.4067, 4.33467, 9.40676, 4.33337, 9.40769, 4.33428, 0, 0
38, 0.00000, 8.92623, 4.07153, 8.92628, 4.07037, 8.92711, 4.07119, 0, 0
39, 0.00000, 9.06973, 4.14899, 9.06978, 4.14778, 9.07065, 4.14863, 0, 0
40, 0.00000, 8.93101, 4.06718, 8.93107, 4.06601, 8.93191, 4.06684, 0, 0
41, 0.00000, 9.10754, 4.14944, 9.1076, 4.14822, 9.10848, 4.14909, 0, 0
42, 0.00000, 9.56296, 4.3856, 9.56303, 4.38423, 9.56401, 4.3852, 0, 0
43, 0.00000, 11.2039, 5.36685, 11.204, 5.36491, 11.2054, 5.36628, 0, 0
44, 0.00000, 11.5135, 5.5704, 11.5136, 5.56833, 11.5151, 5.56979, 0, 0
45, 0.00000, 11.3026, 5.43512, 11.3027, 5.43313, 11.3041, 5.43453, 0, 0
46, 0.00000, 10.7277, 5.07086, 10.7278, 5.0691, 10.7291, 5.07035, 0, 0
47, 0.00000, 9.59925, 4.3956, 9.59931, 4.39422, 9.6003, 4.3952, 0, 0
48, 0.00000, 8.76114, 3.92853, 8.7612, 3.9274, 8.76201, 3.9282, 0, 0
48, 0.00000, 8.76114, 3.92853, 8.7612, 3.9274, 8.76201, 3.9282, 0, 0
