hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 9.12229, 4.03864, 9.12235, 4.03764, 9.12306, 4.03836, 0, 0
2, 0.00000, 8.36052, 3.65133, 8.36057, 3.6505, 8.36115, 3.6511, 0, 0
3, 0.00000, 7.82621, 3.38669, 7.82625, 3.38597, 7.82676, 3.38649, 0, 0
4, 0.00000, 7.71578, 3.33282, 7.71582, 3.33212, 7.71632, 3.33263, 0, 0
5, 0.00000, 7.64279, 3.29591, 7.64283, 3.29522, 7.64332, 3.29572, 0, 0
6, 0.00000, 7.9767, 3.45884, 7.97674, 3.45809, 7.97727, 3.45863, 0, 0
7, 0.00000, 8.5188, 3.73625, 8.51885, 3.73539, 8.51945, 3.73601, 0, 0
8, 0.00000, 8.33769, 3.65458, 8.33773, 3.65376, 8.33831, 3.65435, 0, 0
9, 0.00000, 8.86153, 3.93558, 8.86158, 3.93465, 8.86224, 3.93531, 0, 0
10, 0.00000, 9.69619, 4.3874, 9.69624, 4.38628, 9.69704, 4.38707, 0, 0
11, 0.00000, 9.95037, 4.52985, 9.95042, 4.52867, 9.95127, 4.5295, 0, 0
12, 0.00000, 10.803, 5.02054, 10.8031, 5.01915, 10.8041, 5.02013, 0, 0
13, 0.00000, 11.4161, 5.36874, 11.4161, 5.36717, 11.4173, 5.36827, 0, 0
14, 0.00000, 10.8218, 5.03111, 10.8219, 5.02971, 10.8229, 5.0307, 0, 0
15, 0.00000, 10.9728, 5.10766, 10.9729, 5.10621, 10.9739, 5.10724, 0, 0
16, 0.00000, 10.7759, 4.98142, 10.7759, 4.98001, 10.777, 4.98101, 0, 0
17, 0.00000, 10.9761, 5.07261, 10.9762, 5.07113, 10.9772, 5.07218, 0, 0
18, 0.00000, 11.5255, 5.36449, 11.5256, 5.36284, 11.5268, 5.36402, 0, 0
19, 0.00000, 13.5032, 6.57539, 13.5034, 6.57304, 13.5051, 6.57471, 0, 0
20, 0.00000, 13.8763, 6.8266, 13.8764, 6.82411, 13.8782, 6.82588, 0, 0
21, 0.00000, 13.6221, 6.65953, 13.6222, 6.65714, 13.624, 6.65884, 0, 0
22, 0.00000, 12.9295, 6.20998, 12.9296, 6.20785, 12.9312, 6.20937, 0, 0
23, 0.00000, 11.5693, 5.37712, 11.5694, 5.37546, 11.5706, 5.37664, 0, 0
24, 0.00000, 10.5587, 4.8015, 10.5588, 4.80014, 10.5598, 4.80112, 0, 0
25, 0.00000, 9.12226, 4.03873, 9.12232, 4.03773, 9.12303, 4.03845, 0, 0
26, 0.00000, 8.36052, 3.65133, 8.36057, 3.6505, 8.36115, 3.6511, 0, 0
27, 0.00000, 7.82621, 3.38669, 7.82625, 3.38597, 7.82676, 3.38649, 0, 0
28, 0.00000, 7.71578, 3.33282, 7.71582, 3.33212, 7.71632, 3.33263, 0, 0
29, 0.00000, 7.64279, 3.29591, 7.64283, 3.29522, 7.64332, 3.29572, 0, 0
30, 0.00000, 7.9767, 3.45884, 7.97674, 3.45809, 7.97727, 3.45863, 0, 0
31, 0.00000, 8.5188, 3.73625, 8.51885, 3.73539, 8.51945, 3.73601, 0, 0
32, 0.00000, 8.33769, 3.65458, 8.33773, 3.65376, 8.33831, 3.65435, 0, 0
33, 0.00000, 8.86153, 3.93558, 8.86158, 3.93465, 8.86224, 3.93531, 0, 0
34, 0.00000, 9.69619, 4.3874, 9.69624, 4.38628, 9.69704, 4.38707, 0, 0
35, 0.00000, 9.95037, 4.52985, 9.95042, 4.52867, 9.95127, 4.5295, 0, 0
36, 0.00000, 10.7174, 4.94703, 10.7175, 4.94565, 10.7185, 4.94663, 0, 0
37, 0.00000, 11.3365, 5.29921, 11.3366, 5.29765, 11.3377, 5.29876, 0, 0
38, 0.00000, 10.7572, 4.97515, 10.7572, 4.97375, 10.7583, 4.97474, 0, 0
39, 0.00000, 10.9303, 5.0708, 10.9304, 5.06935, 10.9314, 5.07038, 0, 0
40, 0.00000, 10.7632, 4.97046, 10.7632, 4.96905, 10.7642, 4.97005, 0, 0
41, 0.00000, 10.9762, 5.0726, 10.9763, 5.07112, 10.9774, 5.07218, 0, 0
42, 0.00000, 11.5255, 5.36449, 11.5256, 5.36284, 11.5268, 5.36402, 0, 0
43, 0.00000, 13.5032, 6.57539, 13.5034, 6.57304, 13.5051, 6.57471, 0, 0
44, 0.00000, 13.8763, 6.8266, 13.8764, 6.82411, 13.8782, 6.82588, 0, 0
45, 0.00000, 13.6221, 6.65953, 13.6222, 6.65714, 13.624, 6.65884, 0, 0
46, 0.00000, 12.9295, 6.20998, 12.9296, 6.20785, 12.9312, 6.20937, 0, 0
47, 0.00000, 11.5693, 5.37712, 11.5694, 5.37546, 11.5706, 5.37664, 0, 0
48, 0.00000, 10.5587, 4.8015, 10.5588, 4.80014, 10.5598, 4.80112, 0, 0
48, 0.00000, 10.5587, 4.8015, 10.5588, 4.80014, 10.5598, 4.80112, 0, 0
