hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
4, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
5, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
6, 0.00000, -1.6926, -6.65305E-005, -1.6926, -6.65251E-005, -1.6926, -6.65329E-005, 4.7985E-017, -8.93375E-018
7, 0.00000, -9.60323, 0.000277819, -9.60323, 0.000277799, -9.60323, 0.000277822, -4.39407E-016, 8.75957E-017
8, 0.00000, -22.5033, 0.00074052, -22.5033, 0.000740469, -22.5033, 0.000740521, -3.44752E-015, 6.60215E-016
9, 0.00000, -32.6706, 0.00165626, -32.6706, 0.00165616, -32.6706, 0.0016561, -8.51601E-015, 1.64132E-015
10, 0.00000, -39.3385, -0.00251615, -39.3385, -0.0025159, -39.3385, -0.00251623, -1.50201E-014, 2.91246E-015
11, 0.00000, -42.272, -0.00445398, -42.272, -0.00445365, -42.272, -0.00445357, -1.84309E-014, 3.59142E-015
12, 0.00000, -41.7744, 0.00500316, -41.7744, 0.00500358, -41.7744, 0.00500334, -2.08626E-014, 4.10083E-015
13, 0.00000, -37.2824, -0.00145727, -37.2824, -0.00145727, -37.2824, -0.00145721, -1.836E-014, 3.62901E-015
14, 0.00000, -31.7648, 0.0026126, -31.7648, 0.00261241, -31.7648, 0.0026127, -1.17579E-014, 2.31363E-015
15, 0.00000, -24.2361, -0.0023238, -24.2361, -0.00232374, -24.2361, -0.0023237, -6.71916E-015, 1.32168E-015
16, 0.00000, -16.0162, -0.000458009, -16.0162, -0.000457979, -16.0162, -0.000458013, -2.45641E-015, 4.81012E-016
17, 0.00000, -5.77602, -0.000244934, -5.77602, -0.00024492, -5.77602, -0.000244936, 8.06411E-017, -1.51749E-017
18, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
19, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
20, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
21, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
22, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
23, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
25, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
26, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
27, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
28, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
29, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
30, 0.00000, -1.6926, -6.65305E-005, -1.6926, -6.65251E-005, -1.6926, -6.65329E-005, 4.79732E-017, -8.84512E-018
31, 0.00000, -9.60323, 0.000277819, -9.60323, 0.000277799, -9.60323, 0.000277822, -4.39704E-016, 8.6686E-017
32, 0.00000, -22.5033, 0.00074052, -22.5033, 0.000740469, -22.5033, 0.000740521, -3.45092E-015, 6.64139E-016
33, 0.00000, -32.6706, 0.00165626, -32.6706, 0.00165616, -32.6706, 0.0016561, -8.52748E-015, 1.63772E-015
34, 0.00000, -39.3385, -0.00251615, -39.3385, -0.0025159, -39.3385, -0.00251623, -1.50147E-014, 2.91365E-015
35, 0.00000, -42.272, -0.00445398, -42.272, -0.00445365, -42.272, -0.00445357, -1.84248E-014, 3.59628E-015
36, 0.00000, -41.7744, 0.00500316, -41.7744, 0.00500358, -41.7744, 0.00500334, -2.08644E-014, 4.09292E-015
37, 0.00000, -37.2824, -0.00145727, -37.2824, -0.00145727, -37.2824, -0.00145721, -1.83677E-014, 3.62593E-015
38, 0.00000, -31.7648, 0.0026126, -31.7648, 0.00261241, -31.7648, 0.0026127, -1.17651E-014, 2.31842E-015
39, 0.00000, -24.2361, -0.0023238, -24.2361, -0.00232374, -24.2361, -0.0023237, -6.72448E-015, 1.32796E-015
40, 0.00000, -16.0162, -0.000458009, -16.0162, -0.000457979, -16.0162, -0.000458013, -2.45745E-015, 4.86025E-016
41, 0.00000, -5.77602, -0.000244934, -5.77602, -0.00024492, -5.77602, -0.000244936, 7.96432E-017, -1.41361E-017
42, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
43, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
44, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
45, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
46, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
47, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
48, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
48, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
