hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
4, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
5, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
6, 0.00000, -0.91716, -6.09012E-006, -0.91716, -6.0894E-006, -0.91716, -6.09054E-006, 8.23606E-018, -1.19958E-018
7, 0.00000, -5.14162, 2.67615E-005, -5.14162, 2.67586E-005, -5.14162, 2.67621E-005, -7.61957E-017, 1.61552E-017
8, 0.00000, -11.8394, 7.51954E-005, -11.8394, 7.51877E-005, -11.8394, 7.51963E-005, -6.07956E-016, 1.15775E-016
9, 0.00000, -17.0559, 0.000189183, -17.0559, 0.000189169, -17.0559, 0.00018916, -1.50492E-015, 2.8287E-016
10, 0.00000, -20.6099, -0.000271942, -20.6099, -0.000271907, -20.6099, -0.000271953, -2.67228E-015, 5.0251E-016
11, 0.00000, -22.182, -0.000521489, -22.182, -0.000521444, -22.182, -0.000521432, -3.28737E-015, 6.17757E-016
12, 0.00000, -21.9149, 0.000563113, -21.9149, 0.000563148, -21.9149, 0.000563126, -3.69739E-015, 6.9632E-016
13, 0.00000, -19.5122, -0.000162593, -19.5122, -0.00016259, -19.5122, -0.000162583, -3.21222E-015, 6.09924E-016
14, 0.00000, -16.5761, 0.00026322, -16.5761, 0.000263191, -16.5761, 0.000263232, -2.03666E-015, 3.86193E-016
15, 0.00000, -12.7235, -0.000263564, -12.7235, -0.000263553, -12.7235, -0.000263547, -1.15672E-015, 2.19738E-016
16, 0.00000, -8.49798, -4.18889E-005, -8.49798, -4.18842E-005, -8.49798, -4.18897E-005, -4.19766E-016, 8.25965E-017
17, 0.00000, -3.10992, -1.968E-005, -3.10992, -1.96776E-005, -3.10992, -1.96805E-005, 1.4256E-017, -1.15199E-018
18, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
19, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
20, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
21, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
22, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
23, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
25, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
26, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
27, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
28, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
29, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
30, 0.00000, -0.91716, -6.09012E-006, -0.91716, -6.0894E-006, -0.91716, -6.09054E-006, 8.1721E-018, -1.1595E-018
31, 0.00000, -5.14162, 2.67615E-005, -5.14162, 2.67586E-005, -5.14162, 2.67621E-005, -7.63802E-017, 1.55946E-017
32, 0.00000, -11.8394, 7.51954E-005, -11.8394, 7.51877E-005, -11.8394, 7.51963E-005, -6.08702E-016, 1.16316E-016
33, 0.00000, -17.0559, 0.000189183, -17.0559, 0.000189169, -17.0559, 0.00018916, -1.50392E-015, 2.83522E-016
34, 0.00000, -20.6099, -0.000271942, -20.6099, -0.000271907, -20.6099, -0.000271953, -2.67416E-015, 5.02489E-016
35, 0.00000, -22.182, -0.000521489, -22.182, -0.000521444, -22.182, -0.000521432, -3.28676E-015, 6.17463E-016
36, 0.00000, -21.9149, 0.000563113, -21.9149, 0.000563148, -21.9149, 0.000563126, -3.69516E-015, 6.97488E-016
37, 0.00000, -19.5122, -0.000162593, -19.5122, -0.00016259, -19.5122, -0.000162583, -3.21228E-015, 6.0773E-016
38, 0.00000, -16.5761, 0.00026322, -16.5761, 0.000263191, -16.5761, 0.000263232, -2.0358E-015, 3.87066E-016
39, 0.00000, -12.7235, -0.000263564, -12.7235, -0.000263553, -12.7235, -0.000263547, -1.15683E-015, 2.21185E-016
40, 0.00000, -8.49798, -4.18889E-005, -8.49798, -4.18842E-005, -8.49798, -4.18897E-005, -4.19123E-016, 8.1441E-017
41, 0.00000, -3.10992, -1.968E-005, -3.10992, -1.96776E-005, -3.10992, -1.96805E-005, 1.46934E-017, -1.11565E-018
42, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
43, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
44, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
45, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
46, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
47, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
48, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
48, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
