hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
4, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
5, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
6, 0.00000, -1.06369, -1.37141E-005, -1.06369, -1.37127E-005, -1.06369, -1.3715E-005, 1.64543E-017, -2.91425E-018
7, 0.00000, -5.97672, 5.90201E-005, -5.97672, 5.90144E-005, -5.97672, 5.90214E-005, -1.5103E-016, 2.8593E-017
8, 0.00000, -13.8089, 0.000161923, -13.8089, 0.000161908, -13.8089, 0.000161925, -1.18841E-015, 2.20553E-016
9, 0.00000, -19.9418, 0.000412086, -19.9418, 0.000412056, -19.9418, 0.00041204, -2.92944E-015, 5.45164E-016
10, 0.00000, -24.1352, -0.000576878, -24.1352, -0.000576809, -24.1352, -0.000576905, -5.20605E-015, 9.74304E-016
11, 0.00000, -25.9934, -0.00113723, -25.9934, -0.00113714, -25.9934, -0.00113712, -6.40116E-015, 1.20173E-015
12, 0.00000, -25.6775, 0.00121113, -25.6775, 0.00121122, -25.6775, 0.00121117, -7.2147E-015, 1.35855E-015
13, 0.00000, -22.8386, -0.000353732, -22.8386, -0.000353727, -22.8386, -0.000353713, -6.28288E-015, 1.18889E-015
14, 0.00000, -19.3764, 0.000565192, -19.3764, 0.000565137, -19.3764, 0.000565221, -3.98471E-015, 7.49648E-016
15, 0.00000, -14.8463, -0.00057203, -14.8463, -0.000572009, -14.8463, -0.000571999, -2.27136E-015, 4.2956E-016
16, 0.00000, -9.89545, -9.28013E-005, -9.89545, -9.27923E-005, -9.89545, -9.28031E-005, -8.31242E-016, 1.5672E-016
17, 0.00000, -3.61117, -4.54913E-005, -3.61117, -4.54867E-005, -3.61117, -4.54921E-005, 2.90935E-017, -4.36631E-018
18, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
19, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
20, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
21, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
22, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
23, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
25, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
26, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
27, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
28, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
29, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
30, 0.00000, -1.06369, -1.37141E-005, -1.06369, -1.37127E-005, -1.06369, -1.3715E-005, 1.64309E-017, -2.87936E-018
31, 0.00000, -5.97672, 5.90201E-005, -5.97672, 5.90144E-005, -5.97672, 5.90214E-005, -1.50745E-016, 2.85434E-017
32, 0.00000, -13.8089, 0.000161923, -13.8089, 0.000161908, -13.8089, 0.000161925, -1.18751E-015, 2.21503E-016
33, 0.00000, -19.9418, 0.000412086, -19.9418, 0.000412056, -19.9418, 0.00041204, -2.93068E-015, 5.44294E-016
34, 0.00000, -24.1352, -0.000576878, -24.1352, -0.000576809, -24.1352, -0.000576905, -5.2028E-015, 9.73935E-016
35, 0.00000, -25.9934, -0.00113723, -25.9934, -0.00113714, -25.9934, -0.00113712, -6.40393E-015, 1.20201E-015
36, 0.00000, -25.6775, 0.00121113, -25.6775, 0.00121122, -25.6775, 0.00121117, -7.21466E-015, 1.35758E-015
37, 0.00000, -22.8386, -0.000353732, -22.8386, -0.000353727, -22.8386, -0.000353713, -6.28317E-015, 1.18974E-015
38, 0.00000, -19.3764, 0.000565192, -19.3764, 0.000565137, -19.3764, 0.000565221, -3.98492E-015, 7.48978E-016
39, 0.00000, -14.8463, -0.00057203, -14.8463, -0.000572009, -14.8463, -0.000571999, -2.27268E-015, 4.32179E-016
40, 0.00000, -9.89545, -9.28013E-005, -9.89545, -9.27923E-005, -9.89545, -9.28031E-005, -8.3112E-016, 1.56128E-016
41, 0.00000, -3.61117, -4.54913E-005, -3.61117, -4.54867E-005, -3.61117, -4.54921E-005, 2.93887E-017, -5.38926E-018
42, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
43, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
44, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
45, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
46, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
47, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
48, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
48, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
