hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
4, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
5, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
6, 0.00000, -1.01322, -1.19568E-005, -1.01322, -1.19555E-005, -1.01322, -1.19577E-005, 1.42937E-017, -2.76247E-018
7, 0.00000, -5.68859, 5.21815E-005, -5.68859, 5.21763E-005, -5.68859, 5.2183E-005, -1.35404E-016, 2.32732E-017
8, 0.00000, -13.128, 0.000142674, -13.128, 0.000142661, -13.128, 0.000142677, -1.04133E-015, 1.89402E-016
9, 0.00000, -18.9426, 0.000409102, -18.9426, 0.000409072, -18.9426, 0.000409059, -2.54021E-015, 4.65242E-016
10, 0.00000, -22.9136, -0.00050954, -22.9136, -0.000509479, -22.9136, -0.00050957, -4.4858E-015, 8.2974E-016
11, 0.00000, -24.6721, -0.00111963, -24.6721, -0.00111954, -24.6721, -0.00111952, -5.50088E-015, 1.02193E-015
12, 0.00000, -24.373, 0.00112286, -24.373, 0.00112294, -24.373, 0.00112289, -6.20863E-015, 1.15975E-015
13, 0.00000, -21.6862, -0.000341096, -21.6862, -0.000341091, -21.6862, -0.000341078, -5.43106E-015, 1.01652E-015
14, 0.00000, -18.4069, 0.000486535, -18.4069, 0.000486486, -18.4069, 0.000486565, -3.46195E-015, 6.46241E-016
15, 0.00000, -14.1122, -0.000559577, -14.1122, -0.000559557, -14.1122, -0.000559548, -1.99088E-015, 3.69585E-016
16, 0.00000, -9.41281, -7.92144E-005, -9.41281, -7.92062E-005, -9.41281, -7.92166E-005, -7.36269E-016, 1.35531E-016
17, 0.00000, -3.43837, -3.74608E-005, -3.43837, -3.74566E-005, -3.43837, -3.74619E-005, 2.47017E-017, -5.40567E-018
18, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
19, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
20, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
21, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
22, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
23, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
25, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
26, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
27, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
28, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
29, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
30, 0.00000, -1.01322, -1.19568E-005, -1.01322, -1.19555E-005, -1.01322, -1.19577E-005, 1.42916E-017, -2.96023E-018
31, 0.00000, -5.68859, 5.21815E-005, -5.68859, 5.21763E-005, -5.68859, 5.2183E-005, -1.3517E-016, 2.40182E-017
32, 0.00000, -13.128, 0.000142674, -13.128, 0.000142661, -13.128, 0.000142677, -1.04055E-015, 1.89121E-016
33, 0.00000, -18.9426, 0.000409102, -18.9426, 0.000409072, -18.9426, 0.000409059, -2.53924E-015, 4.64841E-016
34, 0.00000, -22.9136, -0.00050954, -22.9136, -0.000509479, -22.9136, -0.00050957, -4.48503E-015, 8.3124E-016
35, 0.00000, -24.6721, -0.00111963, -24.6721, -0.00111954, -24.6721, -0.00111952, -5.49881E-015, 1.01936E-015
36, 0.00000, -24.373, 0.00112286, -24.373, 0.00112294, -24.373, 0.00112289, -6.20867E-015, 1.15741E-015
37, 0.00000, -21.6862, -0.000341096, -21.6862, -0.000341091, -21.6862, -0.000341078, -5.43147E-015, 1.01734E-015
38, 0.00000, -18.4069, 0.000486535, -18.4069, 0.000486486, -18.4069, 0.000486565, -3.46394E-015, 6.44299E-016
39, 0.00000, -14.1122, -0.000559577, -14.1122, -0.000559557, -14.1122, -0.000559548, -1.98982E-015, 3.70961E-016
40, 0.00000, -9.41281, -7.92144E-005, -9.41281, -7.92062E-005, -9.41281, -7.92166E-005, -7.35541E-016, 1.35897E-016
41, 0.00000, -3.43837, -3.74608E-005, -3.43837, -3.74566E-005, -3.43837, -3.74619E-005, 2.39547E-017, -5.66754E-018
42, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
43, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
44, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
45, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
46, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
47, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
48, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
48, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
