hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
4, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
5, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
6, 0.00000, -1.45867, -2.24744E-005, -1.45867, -2.24721E-005, -1.45867, -2.24757E-005, 3.35214E-017, -7.16725E-018
7, 0.00000, -8.24649, 9.65833E-005, -8.24649, 9.65743E-005, -8.24649, 9.65852E-005, -3.2857E-016, 4.83957E-017
8, 0.00000, -19.2242, 0.000265533, -19.2242, 0.000265509, -19.2242, 0.000265536, -2.58251E-015, 4.26093E-016
9, 0.00000, -27.9397, 0.000666177, -27.9397, 0.00066613, -27.9397, 0.000666105, -6.42186E-015, 1.08396E-015
10, 0.00000, -33.7296, -0.000942729, -33.7296, -0.00094262, -33.7296, -0.000942772, -1.13317E-014, 1.93606E-015
11, 0.00000, -36.2317, -0.00182521, -36.2317, -0.00182506, -36.2317, -0.00182502, -1.38576E-014, 2.38071E-015
12, 0.00000, -35.8071, 0.00196191, -35.8071, 0.00196206, -35.8071, 0.00196197, -1.56479E-014, 2.70618E-015
13, 0.00000, -31.9765, -0.00057371, -31.9765, -0.000573703, -31.9765, -0.000573681, -1.37629E-014, 2.38952E-015
14, 0.00000, -27.1319, 0.000933587, -27.1319, 0.0009335, -27.1319, 0.000933634, -8.74162E-015, 1.50026E-015
15, 0.00000, -20.6914, -0.000922125, -20.6914, -0.000922092, -20.6914, -0.000922076, -4.95877E-015, 8.46501E-016
16, 0.00000, -13.7163, -0.00015363, -13.7163, -0.000153616, -13.7163, -0.000153633, -1.80213E-015, 2.96754E-016
17, 0.00000, -4.96817, -7.6057E-005, -4.96817, -7.605E-005, -4.96817, -7.60584E-005, 5.4605E-017, -1.5957E-017
18, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
19, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
20, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
21, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
22, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
23, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
25, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
26, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
27, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
28, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
29, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
30, 0.00000, -1.45867, -2.24744E-005, -1.45867, -2.24721E-005, -1.45867, -2.24757E-005, 3.35266E-017, -7.10871E-018
31, 0.00000, -8.24649, 9.65833E-005, -8.24649, 9.65743E-005, -8.24649, 9.65852E-005, -3.29105E-016, 4.85545E-017
32, 0.00000, -19.2242, 0.000265533, -19.2242, 0.000265509, -19.2242, 0.000265536, -2.57881E-015, 4.24567E-016
33, 0.00000, -27.9397, 0.000666177, -27.9397, 0.00066613, -27.9397, 0.000666105, -6.42694E-015, 1.08347E-015
34, 0.00000, -33.7296, -0.000942729, -33.7296, -0.00094262, -33.7296, -0.000942772, -1.13268E-014, 1.93303E-015
35, 0.00000, -36.2317, -0.00182521, -36.2317, -0.00182506, -36.2317, -0.00182502, -1.38621E-014, 2.37892E-015
36, 0.00000, -35.8071, 0.00196191, -35.8071, 0.00196206, -35.8071, 0.00196197, -1.56506E-014, 2.7063E-015
37, 0.00000, -31.9765, -0.00057371, -31.9765, -0.000573703, -31.9765, -0.000573681, -1.37627E-014, 2.38962E-015
38, 0.00000, -27.1319, 0.000933587, -27.1319, 0.0009335, -27.1319, 0.000933634, -8.74247E-015, 1.50206E-015
39, 0.00000, -20.6914, -0.000922125, -20.6914, -0.000922092, -20.6914, -0.000922076, -4.9586E-015, 8.44565E-016
40, 0.00000, -13.7163, -0.00015363, -13.7163, -0.000153616, -13.7163, -0.000153633, -1.80339E-015, 2.99775E-016
41, 0.00000, -4.96817, -7.6057E-005, -4.96817, -7.605E-005, -4.96817, -7.60584E-005, 5.57614E-017, -1.67384E-017
42, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
43, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
44, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
45, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
46, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
47, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
48, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
48, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
