
BUSES AND NODES IN ACTIVE CIRCUIT: 5002086

                                                         Coord                                 Number of     Nodes
  Bus                               Base kV             (x, y)                      Keep?       Nodes        connected ...
"82033435002086"                  13.800          ( -49.327071804, -16.61666739 )     No           3          1    2    3 
"82033775002086"                  13.800          ( -49.321662786, -16.610057984)     No           3          1    2    3 
"82033785002086"                  13.800          ( -49.321370051, -16.610189273)     No           3          1    2    3 
"82033795002086"                  13.800          ( -49.321063384, -16.61032914 )     No           3          1    2    3 
"82033805002086"                  13.800          ( -49.320742777, -16.610472697)     No           3          1    2    3 
"82033815002086"                  13.800          ( -49.320448139, -16.610604602)     No           3          1    2    3 
"88686205002086"                  13.800          ( -49.320371479, -16.610639573)     No           3          1    2    3 
"82033835002086"                  13.800          ( -49.320137666, -16.610744473)     No           3          1    2    3 
"82033865002086"                  13.800          ( -49.319743639, -16.610922353)     No           3          1    2    3 
"82033875002086"                  13.800          ( -49.319576361, -16.610995975)     No           3          1    2    3 
"82033895002086"                  13.800          ( -49.319415431, -16.611072028)     No           3          1    2    3 
"88685615002086"                  13.800          ( -49.319358406, -16.611096577)     No           3          1    2    3 
"82033915002086"                  13.800          ( -49.31923548 , -16.611150567)     No           3          1    2    3 
"82033925002086"                  13.800          ( -49.318942743, -16.611283072)     No           3          1    2    3 
"82034025002086"                  13.800          ( -49.321502387, -16.609692627)     No           3          1    2    3 
"82030775002086"                  13.800          ( -49.325972086, -16.614130576)     No           3          1    2    3 
"82027905002086"                  13.800          ( -49.325886067, -16.613735403)     No           3          1    2    3 
"82027915002086"                  13.800          ( -49.325710924, -16.61337019 )     No           3          1    2    3 
"82027925002086"                  13.800          ( -49.32553782 , -16.612996299)     No           3          1    2    3 
"82027965002086"                  13.800          ( -49.325407866, -16.612711979)     No           3          1    2    3 
"82028005002086"                  13.800          ( -49.325279325, -16.612403684)     No           3          1    2    3 
"82028035002086"                  13.800          ( -49.32514149 , -16.612086277)     No           3          1    2    3 
"82031105002086"                  13.800          ( -49.324727833, -16.611152127)     No           3          1    2    3 
"82028045002086"                  13.800          ( -49.324573291, -16.610796242)     No           3          1    2    3 
"82031145002086"                  13.800          ( -49.324884175, -16.611496795)     No           3          1    2    3 
"82031755002086"                  13.800          ( -49.325003813, -16.611750797)     No           3          1    2    3 
"82033645002086"                  13.800          ( -49.330712327, -16.616334052)     No           3          1    2    3 
"82033635002086"                  13.800          ( -49.330868236, -16.616058064)     No           3          1    2    3 
"82033655002086"                  13.800          ( -49.330809276, -16.616379775)     No           1          2 
"82033675002086"                  13.800          ( -49.330558568, -16.616613127)     No           3          1    2    3 
"82036625002086"                  13.800          ( -49.318648748, -16.611414359)     No           3          1    2    3 
"82033745002086"                  13.800          ( -49.324685298, -16.617214284)     No           3          1    2    3 
"81489055002086"                  13.800          ( -49.32305363 , -16.589576304)     No           3          1    2    3 
"81489185002086"                  13.800          ( -49.322734035, -16.589709217)     No           3          1    2    3 
"81490885002086"                  13.800          ( -49.322372928, -16.58986549 )     No           3          1    2    3 
"82034045002086"                  13.800          ( -49.321388634, -16.609299836)     No           3          1    2    3 
"82034225002086"                  13.800          ( -49.321333707, -16.609154772)     No           3          1    2    3 
"97400945002086"                  13.800          ( -49.321288546, -16.609065374)     No           3          1    2    3 
"82034215002086"                  13.800          ( -49.321250855, -16.608982408)     No           3          1    2    3 
"82034385002086"                  13.800          ( -49.320135187, -16.606484955)     No           3          1    2    3 
"82034375002086"                  13.800          ( -49.320135187, -16.606484955)     No           3          1    2    3 
"82034395002086"                  13.800          ( -49.320033267, -16.606262622)     No           3          1    2    3 
"82034435002086"                  13.800          ( -49.320391828, -16.607042284)     No           3          1    2    3 
"82034445002086"                  13.800          ( -49.32051367 , -16.607341484)     No           3          1    2    3 
"82034455002086"                  13.800          ( -49.320658954, -16.607681844)     No           3          1    2    3 
"82034465002086"                  13.800          ( -49.320820125, -16.607989225)     No           3          1    2    3 
"82034475002086"                  13.800          ( -49.32091757 , -16.607819175)     No           1          2 
"82020975002086"                  13.800          ( -49.315387744, -16.604235917)     No           3          1    2    3 
"82020985002086"                  13.800          ( -49.315095736, -16.604414283)     No           3          1    2    3 
"82020995002086"                  13.800          ( -49.315670315, -16.604075546)     No           3          1    2    3 
"82021005002086"                  13.800          ( -49.315990609, -16.603888371)     No           3          1    2    3 
"82055905002086"                  13.800          ( -49.32192379 , -16.618037392)     No           3          1    2    3 
"82055935002086"                  13.800          ( -49.322025616, -16.618259778)     No           3          1    2    3 
"82021015002086"                  13.800          ( -49.316301451, -16.603710155)     No           3          1    2    3 
"82021025002086"                  13.800          ( -49.316583942, -16.60355882 )     No           3          1    2    3 
"82021035002086"                  13.800          ( -49.316885277, -16.603389554)     No           3          1    2    3 
"82021045002086"                  13.800          ( -49.317186728, -16.603211261)     No           3          1    2    3 
"94531865002086"                  13.800          ( -49.317433321, -16.603063784)     No           3          1    2    3 
"94531855002086"                  13.800          ( -49.317578306, -16.60297723 )     No           3          1    2    3 
"82021175002086"                  13.800          ( -49.314910987, -16.604105524)     No           3          1    2    3 
"82021195002086"                  13.800          ( -49.314982723, -16.604476624)     No           3          1    2    3 
"82021205002086"                  13.800          ( -49.314681329, -16.604645878)     No           3          1    2    3 
"82021215002086"                  13.800          ( -49.31434221 , -16.604841935)     No           3          1    2    3 
"82021225002086"                  13.800          ( -49.313974817, -16.605055836)     No           3          1    2    3 
"82021235002086"                  13.800          ( -49.313617126, -16.605242703)     No           3          1    2    3 
"82021245002086"                  13.800          ( -49.313268396, -16.605465792)     No           3          1    2    3 
"82021255002086"                  13.800          ( -49.313042209, -16.605608544)     No           3          1    2    3 
"82021265002086"                  13.800          ( -49.312787996, -16.605742022)     No           3          1    2    3 
"82021275002086"                  13.800          ( -49.312505439, -16.605902388)     No           3          1    2    3 
"82021305002086"                  13.800          ( -49.312219632, -16.605357852)     No           3          1    2    3 
"82021415002086"                  13.800          ( -49.31477136 , -16.603995946)     No           3          1    2    3 
"82021405002086"                  13.800          ( -49.314593614, -16.603958353)     No           3          1    2    3 
"82021605002086"                  13.800          ( -49.312008907, -16.60480488 )     No           3          1    2    3 
"82021615002086"                  13.800          ( -49.311879918, -16.604550885)     No           3          1    2    3 
"82022255002086"                  13.800          ( -49.314374698, -16.603269853)     No           3          1    2    3 
"82022245002086"                  13.800          ( -49.31431036 , -16.603124738)     No           3          1    2    3 
"82022265002086"                  13.800          ( -49.314373592, -16.603396271)     No           3          1    2    3 
"82021515002086"                  13.800          ( -49.314316019, -16.603549432)     No           3          1    2    3 
"82022295002086"                  13.800          ( -49.314069701, -16.602779376)     No           3          1    2    3 
"82022305002086"                  13.800          ( -49.313921809, -16.602543212)     No           3          1    2    3 
"82022425002086"                  13.800          ( -49.311751326, -16.604251617)     No           3          1    2    3 
"82022415002086"                  13.800          ( -49.311547681, -16.603960775)     No           3          1    2    3 
"82022785002086"                  13.800          ( -49.310327977, -16.601980865)     No           3          1    2    3 
"82024875002086"                  13.800          ( -49.310263406, -16.601862858)     No           3          1    2    3 
"82022445002086"                  13.800          ( -49.311390736, -16.603688388)     No           3          1    2    3 
"82022455002086"                  13.800          ( -49.31121497 , -16.603424884)     No           3          1    2    3 
"82022485002086"                  13.800          ( -49.311011802, -16.603079823)     No           3          1    2    3 
"82022595002086"                  13.800          ( -49.313764784, -16.602279862)     No           3          1    2    3 
"82022585002086"                  13.800          ( -49.31360768 , -16.602025549)     No           3          1    2    3 
"82022605002086"                  13.800          ( -49.313404271, -16.601707599)     No           3          1    2    3 
"82022615002086"                  13.800          ( -49.313237955, -16.601435227)     No           3          1    2    3 
"82022625002086"                  13.800          ( -49.31307156 , -16.601171801)     No           3          1    2    3 
"82022725002086"                  13.800          ( -49.310854859, -16.602807525)     No           3          1    2    3 
"82022745002086"                  13.800          ( -49.3106976  , -16.602571282)     No           3          1    2    3 
"82022755002086"                  13.800          ( -49.310531222, -16.60231689 )     No           3          1    2    3 
"82022885002086"                  13.800          ( -49.312970212, -16.600972162)     No           3          1    2    3 
"82023245002086"                  13.800          ( -49.317490003, -16.601749739)     No           3          1    2    3 
"82022015002086"                  13.800          ( -49.318967237, -16.60431006 )     No           3          1    2    3 
"82023225002086"                  13.800          ( -49.312803818, -16.600708736)     No           3          1    2    3 
"82023235002086"                  13.800          ( -49.312666013, -16.600391319)     No           3          1    2    3 
"82023265002086"                  13.800          ( -49.317296275, -16.601395815)     No           3          1    2    3 
"82023305002086"                  13.800          ( -49.317121292, -16.601041952)     No           3          1    2    3 
"82023325002086"                  13.800          ( -49.316908586, -16.600714894)     No           3          1    2    3 
"82023345002086"                  13.800          ( -49.31669596 , -16.600378799)     No           3          1    2    3 
"82023355002086"                  13.800          ( -49.316919899, -16.600196369)     No           3          1    2    3 
"82023365002086"                  13.800          ( -49.31727203 , -16.600038556)     No           3          1    2    3 
"82023375002086"                  13.800          ( -49.317610254, -16.599846624)     No           3          1    2    3 
"82023385002086"                  13.800          ( -49.317995074, -16.599666983)     No           3          1    2    3 
"82023395002086"                  13.800          ( -49.318391695, -16.599450238)     No           3          1    2    3 
"90350005002086"                  13.800          ( -49.318391695, -16.599450238)     No           3          1    2    3 
"82023415002086"                  13.800          ( -49.318927609, -16.599158837)     No           3          1    2    3 
"82023405002086"                  13.800          ( -49.318588661, -16.599336829)     No           3          1    2    3 
"81461035002086"                  13.800          ( -49.319266555, -16.598980845)     No           3          1    2    3 
"81461045002086"                  13.800          ( -49.31960558 , -16.598793816)     No           3          1    2    3 
"81461055002086"                  13.800          ( -49.319944432, -16.598615823)     No           3          1    2    3 
"81461065002086"                  13.800          ( -49.320311019, -16.598492275)     No           3          1    2    3 
"81461075002086"                  13.800          ( -49.320633614, -16.598034788)     No           3          1    2    3 
"81461095002086"                  13.800          ( -49.320603736, -16.59824161 )     No           3          1    2    3 
"82034755002086"                  13.800          ( -49.322762735, -16.578369202)     No           3          1    2    3 
"82034745002086"                  13.800          ( -49.322822886, -16.578937489)     No           3          1    2    3 
"82034765002086"                  13.800          ( -49.322710444, -16.577916929)     No           3          1    2    3 
"84064925002086"                  13.800          ( -49.328338355, -16.584961058)     No           3          1    2    3 
"82034815002086"                  13.800          ( -49.328764942, -16.584723716)     No           3          1    2    3 
"82034825002086"                  13.800          ( -49.329037752, -16.584544493)     No           3          1    2    3 
"82034835002086"                  13.800          ( -49.329068939, -16.584517859)     No           3          1    2    3 
"82034775002086"                  13.800          ( -49.324470126, -16.588973991)     No           1          2 
"82034845002086"                  13.800          ( -49.325375811, -16.588577023)     No           1          2 
"81489215002086"                  13.800          ( -49.317397315, -16.592395408)     No           3          1    2    3 
"82042645002086"                  13.800          ( -49.317161492, -16.592730488)     No           3          1    2    3 
"81460585002086"                  13.800          ( -49.317246871, -16.592895911)     No           3          1    2    3 
"81460575002086"                  13.800          ( -49.317447363, -16.593208972)     No           3          1    2    3 
"81460565002086"                  13.800          ( -49.317621937, -16.593506486)     No           3          1    2    3 
"81460555002086"                  13.800          ( -49.317755481, -16.593732459)     No           3          1    2    3 
"81460545002086"                  13.800          ( -49.317911037, -16.593986645)     No           3          1    2    3 
"81460535002086"                  13.800          ( -49.318117419, -16.594318528)     No           3          1    2    3 
"81460525002086"                  13.800          ( -49.318271495, -16.594566653)     No           3          1    2    3 
"81460515002086"                  13.800          ( -49.318591512, -16.595034439)     No           3          1    2    3 
"81460505002086"                  13.800          ( -49.318835488, -16.595420092)     No           3          1    2    3 
"81460495002086"                  13.800          ( -49.319032299, -16.595725179)     No           3          1    2    3 
"81460485002086"                  13.800          ( -49.319191273, -16.595976251)     No           3          1    2    3 
"81460475002086"                  13.800          ( -49.319400156, -16.596264836)     No           3          1    2    3 
"81461115002086"                  13.800          ( -49.319892755, -16.596866659)     No           3          1    2    3 
"81461125002086"                  13.800          ( -49.320040749, -16.597112154)     No           3          1    2    3 
"81461135002086"                  13.800          ( -49.32021495 , -16.597428307)     No           3          1    2    3 
"81461145002086"                  13.800          ( -49.320485283, -16.597739577)     No           3          1    2    3 
"82038825002086"                  13.800          ( -49.310734872, -16.607966398)     No           3          1    2    3 
"82038815002086"                  13.800          ( -49.31084583 , -16.608139005)     No           3          1    2    3 
"82038735002086"                  13.800          ( -49.310503743, -16.607603126)     No           3          1    2    3 
"82055725002086"                  13.800          ( -49.319581647, -16.615191583)     No           3          1    2    3 
"82062715002086"                  13.800          ( -49.321365752, -16.616887024)     No           3          1    2    3 
"82062725002086"                  13.800          ( -49.32149492 , -16.617151549)     No           3          1    2    3 
"82062735002086"                  13.800          ( -49.321647629, -16.617465565)     No           3          1    2    3 
"82062745002086"                  13.800          ( -49.321810526, -16.617801578)     No           3          1    2    3 
"82050525002086"                  13.800          ( -49.328138767, -16.6307079  )     No           3          1    2    3 
"82062435002086"                  13.800          ( -49.328258501, -16.630952863)     No           3          1    2    3 
"82062445002086"                  13.800          ( -49.328461846, -16.631288896)     No           3          1    2    3 
"82062455002086"                  13.800          ( -49.328627732, -16.631615554)     No           3          1    2    3 
"82062475002086"                  13.800          ( -49.328737362, -16.63194175 )     No           3          1    2    3 
"82026355002086"                  13.800          ( -49.328874982, -16.632286263)     No           3          1    2    3 
"82040045002086"                  13.800          ( -49.320030916, -16.63287452 )     No           3          1    2    3 
"82040595002086"                  13.800          ( -49.319786192, -16.632990019)     No           3          1    2    3 
"82055955002086"                  13.800          ( -49.322187222, -16.618579888)     No           3          1    2    3 
"82056155002086"                  13.800          ( -49.322392229, -16.618931973)     No           3          1    2    3 
"82056345002086"                  13.800          ( -49.322530379, -16.619213227)     No           3          1    2    3 
"82056355002086"                  13.800          ( -49.322668311, -16.619521609)     No           3          1    2    3 
"82056375002086"                  13.800          ( -49.323167785, -16.619200318)     No           3          1    2    3 
"82056385002086"                  13.800          ( -49.322834158, -16.619848254)     No           3          1    2    3 
"82056415002086"                  13.800          ( -49.322972387, -16.620120472)     No           3          1    2    3 
"95200775002086"                  13.800          ( -49.323015765, -16.620222396)     No           3          1    2    3 
"82056805002086"                  13.800          ( -49.324685298, -16.617214284)     No           3          1    2    3 
"82049385002086"                  13.800          ( -49.325145958, -16.629951852)     No           3          1    2    3 
"82049375002086"                  13.800          ( -49.325029902, -16.629739819)     No           3          1    2    3 
"82049075002086"                  13.800          ( -49.325274746, -16.630233038)     No           3          1    2    3 
"82056885002086"                  13.800          ( -49.324943468, -16.617805436)     No           3          1    2    3 
"82056895002086"                  13.800          ( -49.325082938, -16.618117708)     No           3          1    2    3 
"82056915002086"                  13.800          ( -49.325082938, -16.618117708)     No           3          1    2    3 
"82056925002086"                  13.800          ( -49.325159529, -16.61831849 )     No           3          1    2    3 
"82032275002086"                  13.800          ( -49.325442506, -16.618224676)     No           3          1    2    3 
"82057545002086"                  13.800          ( -49.323450057, -16.619076082)     No           3          1    2    3 
"82057555002086"                  13.800          ( -49.323826612, -16.618889331)     No           3          1    2    3 
"85167275002086"                  13.800          ( -49.323965888, -16.61882464 )     No           3          1    2    3 
"82057565002086"                  13.800          ( -49.324118246, -16.618765188)     No           3          1    2    3 
"82057575002086"                  13.800          ( -49.324391145, -16.618640875)     No           3          1    2    3 
"82057585002086"                  13.800          ( -49.324664043, -16.618516562)     No           3          1    2    3 
"82057595002086"                  13.800          ( -49.324955639, -16.618392382)     No           3          1    2    3 
"82053705002086"                  13.800          ( -49.324804396, -16.623939696)     No           3          1    2    3 
"82053645002086"                  13.800          ( -49.324859455, -16.624075695)     No           3          1    2    3 
"82054385002086"                  13.800          ( -49.32464773 , -16.623631174)     No           3          1    2    3 
"82045615002086"                  13.800          ( -49.30662195 , -16.617430457)     No           3          1    2    3 
"82063385002086"                  13.800          ( -49.306572764, -16.61704124 )     No           3          1    2    3 
"82039735002086"                  13.800          ( -49.321828   , -16.632093814)     No           3          1    2    3 
"82039725002086"                  13.800          ( -49.321683919, -16.631818614)     No           3          1    2    3 
"82039745002086"                  13.800          ( -49.322003336, -16.632411526)     No           3          1    2    3 
"82039755002086"                  13.800          ( -49.322113847, -16.632638344)     No           3          1    2    3 
"82039785002086"                  13.800          ( -49.321511454, -16.632922654)     No           3          1    2    3 
"82039795002086"                  13.800          ( -49.321391806, -16.632668651)     No           3          1    2    3 
"82039805002086"                  13.800          ( -49.321216628, -16.632332866)     No           3          1    2    3 
"82039815002086"                  13.800          ( -49.321063534, -16.632048417)     No           3          1    2    3 
"82049145002086"                  13.800          ( -49.327686793, -16.629872946)     No           3          1    2    3 
"82049135002086"                  13.800          ( -49.327783486, -16.629830866)     No           3          1    2    3 
"82049425002086"                  13.800          ( -49.327742012, -16.629990872)     No           3          1    2    3 
"82049515002086"                  13.800          ( -49.327237947, -16.629006595)     No           3          1    2    3 
"82049505002086"                  13.800          ( -49.32741356 , -16.62935113 )     No           3          1    2    3 
"82049525002086"                  13.800          ( -49.327116753, -16.628761453)     No           3          1    2    3 
"93168395002086"                  13.800          ( -49.327152584, -16.628832629)     No           3          1    2    3 
"82049535002086"                  13.800          ( -49.326950387, -16.628419071)     No           3          1    2    3 
"82049545002086"                  13.800          ( -49.326752481, -16.62800988 )     No           3          1    2    3 
"82049565002086"                  13.800          ( -49.326568729, -16.627634092)     No           3          1    2    3 
"88109795002086"                  13.800          ( -49.326691587, -16.627883569)     No           3          1    2    3 
"82049575002086"                  13.800          ( -49.326421203, -16.627319249)     No           3          1    2    3 
"82050215002086"                  13.800          ( -49.325450086, -16.630550747)     No           3          1    2    3 
"82050225002086"                  13.800          ( -49.325579268, -16.630786751)     No           3          1    2    3 
"82050235002086"                  13.800          ( -49.325634565, -16.630895641)     No           3          1    2    3 
"82050245002086"                  13.800          ( -49.325668279, -16.630962031)     No           3          1    2    3 
"82050295002086"                  13.800          ( -49.325869988, -16.630771023)     No           3          1    2    3 
"82050285002086"                  13.800          ( -49.32570049 , -16.630860025)     No           3          1    2    3 
"82049675002086"                  13.800          ( -49.322688104, -16.63234477 )     No           3          1    2    3 
"82039765002086"                  13.800          ( -49.322405655, -16.632487077)     No           3          1    2    3 
"82050315002086"                  13.800          ( -49.322914001, -16.632238153)     No           3          1    2    3 
"82049685002086"                  13.800          ( -49.323045852, -16.632166923)     No           3          1    2    3 
"82049695002086"                  13.800          ( -49.323029141, -16.632128446)     No           3          1    2    3 
"82064055002086"                  13.800          ( -49.327947458, -16.62250107 )     No           3          1    2    3 
"82064065002086"                  13.800          ( -49.328083394, -16.622802728)     No           3          1    2    3 
"82039515002086"                  13.800          ( -49.310076828, -16.612479441)     No           3          1    2    3 
"82064155002086"                  13.800          ( -49.310243625, -16.612697687)     No           3          1    2    3 
"82064145002086"                  13.800          ( -49.310392153, -16.612861473)     No           3          1    2    3 
"82064165002086"                  13.800          ( -49.310643458, -16.613062334)     No           3          1    2    3 
"82064175002086"                  13.800          ( -49.310886085, -16.613181809)     No           3          1    2    3 
"82064805002086"                  13.800          ( -49.311896933, -16.613334614)     No           3          1    2    3 
"82064815002086"                  13.800          ( -49.312022171, -16.612947043)     No           3          1    2    3 
"82064825002086"                  13.800          ( -49.312125561, -16.612719762)     No           3          1    2    3 
"82039775002086"                  13.800          ( -49.321812651, -16.632780499)     No           3          1    2    3 
"82039905002086"                  13.800          ( -49.321247828, -16.633056075)     No           3          1    2    3 
"82039915002086"                  13.800          ( -49.320956004, -16.633198304)     No           3          1    2    3 
"82039935002086"                  13.800          ( -49.320632902, -16.63262636 )     No           3          1    2    3 
"82039945002086"                  13.800          ( -49.320479809, -16.632341911)     No           3          1    2    3 
"82040005002086"                  13.800          ( -49.31943135 , -16.631758208)     No           3          1    2    3 
"82039995002086"                  13.800          ( -49.31930249 , -16.631486055)     No           3          1    2    3 
"82040015002086"                  13.800          ( -49.319588094, -16.632057697)     No           3          1    2    3 
"82040025002086"                  13.800          ( -49.319763426, -16.632375411)     No           3          1    2    3 
"82040035002086"                  13.800          ( -49.319892523, -16.632620364)     No           3          1    2    3 
"82040055002086"                  13.800          ( -49.320206092, -16.633210306)     No           3          1    2    3 
"82040075002086"                  13.800          ( -49.320635981, -16.633349342)     No           3          1    2    3 
"82040085002086"                  13.800          ( -49.32071128 , -16.633313804)     No           3          1    2    3 
"82040095002086"                  13.800          ( -49.320688081, -16.633273891)     No           3          1    2    3 
"82040115002086"                  13.800          ( -49.320978616, -16.633831075)     No           3          1    2    3 
"82040125002086"                  13.800          ( -49.321116932, -16.634094266)     No           3          1    2    3 
"82040135002086"                  13.800          ( -49.321283053, -16.63439383 )     No           3          1    2    3 
"82040155002086"                  13.800          ( -49.321443341, -16.634286683)     No           3          1    2    3 
"82040165002086"                  13.800          ( -49.321710076, -16.634156682)     No           3          1    2    3 
"82049715002086"                  13.800          ( -49.323303898, -16.632675079)     No           3          1    2    3 
"82049725002086"                  13.800          ( -49.323442295, -16.632929232)     No           3          1    2    3 
"82049735002086"                  13.800          ( -49.32352516 , -16.633101604)     No           3          1    2    3 
"82049745002086"                  13.800          ( -49.323549658, -16.633149846)     No           3          1    2    3 
"82049755002086"                  13.800          ( -49.323281199, -16.632051345)     No           3          1    2    3 
"82049765002086"                  13.800          ( -49.323507173, -16.631935691)     No           3          1    2    3 
"82049795002086"                  13.800          ( -49.323883666, -16.631757994)     No           3          1    2    3 
"82049805002086"                  13.800          ( -49.324118997, -16.631633379)     No           3          1    2    3 
"82049815002086"                  13.800          ( -49.32446729 , -16.631464581)     No           3          1    2    3 
"82049825002086"                  13.800          ( -49.324712088, -16.63134004 )     No           3          1    2    3 
"82049835002086"                  13.800          ( -49.324975631, -16.631215651)     No           3          1    2    3 
"82049845002086"                  13.800          ( -49.325324001, -16.631037725)     No           3          1    2    3 
"82050305002086"                  13.800          ( -49.326171163, -16.630619826)     No           3          1    2    3 
"82049855002086"                  13.800          ( -49.326566571, -16.630424176)     No           3          1    2    3 
"82049865002086"                  13.800          ( -49.326848917, -16.6302909  )     No           3          1    2    3 
"94336175002086"                  13.800          ( -49.327071028, -16.630176947)     No           3          1    2    3 
"94336095002086"                  13.800          ( -49.327287904, -16.630071044)     No           3          1    2    3 
"82049885002086"                  13.800          ( -49.327686755, -16.629872928)     No           3          1    2    3 
"82049455002086"                  13.800          ( -49.327797153, -16.630117834)     No           3          1    2    3 
"82049445002086"                  13.800          ( -49.327907983, -16.630308503)     No           3          1    2    3 
"82049895002086"                  13.800          ( -49.327708532, -16.630166715)     No           3          1    2    3 
"82049925002086"                  13.800          ( -49.323435584, -16.633158138)     No           3          1    2    3 
"82050325002086"                  13.800          ( -49.323662339, -16.633009898)     No           3          1    2    3 
"82064435002086"                  13.800          ( -49.313049453, -16.613980397)     No           3          1    2    3 
"82064425002086"                  13.800          ( -49.313464536, -16.614133531)     No           3          1    2    3 
"82064445002086"                  13.800          ( -49.31277308 , -16.613892964)     No           3          1    2    3 
"82064475002086"                  13.800          ( -49.312306142, -16.613699424)     No           3          1    2    3 
"82064485002086"                  13.800          ( -49.312066533, -16.613615666)     No           3          1    2    3 
"82064895002086"                  13.800          ( -49.311781856, -16.613631898)     No           3          1    2    3 
"82064935002086"                  13.800          ( -49.31164608 , -16.613983132)     No           3          1    2    3 
"82064945002086"                  13.800          ( -49.311542308, -16.614235398)     No           3          1    2    3 
"82064955002086"                  13.800          ( -49.311446171, -16.614514789)     No           3          1    2    3 
"82064985002086"                  13.800          ( -49.309701693, -16.614654206)     No           3          1    2    3 
"82064995002086"                  13.800          ( -49.309337604, -16.614488573)     No           3          1    2    3 
"82065005002086"                  13.800          ( -49.309090705, -16.614329713)     No           3          1    2    3 
"82041985002086"                  13.800          ( -49.309215607, -16.614505652)     No           3          1    2    3 
"82040275002086"                  13.800          ( -49.321185848, -16.633715271)     No           3          1    2    3 
"82040265002086"                  13.800          ( -49.321414952, -16.633603085)     No           3          1    2    3 
"82040425002086"                  13.800          ( -49.319826366, -16.633758486)     No           3          1    2    3 
"82040415002086"                  13.800          ( -49.319503534, -16.63390668 )     No           3          1    2    3 
"82040435002086"                  13.800          ( -49.320071169, -16.633633951)     No           3          1    2    3 
"82040585002086"                  13.800          ( -49.319456717, -16.633150015)     No           3          1    2    3 
"82040575002086"                  13.800          ( -49.319114718, -16.633315614)     No           3          1    2    3 
"82040685002086"                  13.800          ( -49.319177255, -16.631873629)     No           1          2 
"82040695002086"                  13.800          ( -49.318847781, -16.632033625)     No           1          2 
"82040705002086"                  13.800          ( -49.318508776, -16.632211616)     No           1          2 
"82049985002086"                  13.800          ( -49.322411707, -16.63179137 )     No           3          1    2    3 
"82049975002086"                  13.800          ( -49.322285587, -16.631534604)     No           3          1    2    3 
"82049995002086"                  13.800          ( -49.322577592, -16.632117952)     No           3          1    2    3 
"82050045002086"                  13.800          ( -49.322986055, -16.631497795)     No           3          1    2    3 
"82050035002086"                  13.800          ( -49.322824148, -16.631212891)     No           3          1    2    3 
"82050185002086"                  13.800          ( -49.324901981, -16.631061428)     No           3          1    2    3 
"82050455002086"                  13.800          ( -49.324736014, -16.630743794)     No           3          1    2    3 
"82050465002086"                  13.800          ( -49.324574105, -16.630458892)     No           3          1    2    3 
"94075025002086"                  13.800          ( -49.328261001, -16.629813295)     No           3          1    2    3 
"82064545002086"                  13.800          ( -49.310746297, -16.615231958)     No           3          1    2    3 
"82064555002086"                  13.800          ( -49.310401346, -16.615021388)     No           3          1    2    3 
"82064565002086"                  13.800          ( -49.310065704, -16.614828875)     No           3          1    2    3 
"82064925002086"                  13.800          ( -49.311166858, -16.613296655)     No           3          1    2    3 
"82064915002086"                  13.800          ( -49.311522168, -16.613429406)     No           3          1    2    3 
"82064735002086"                  13.800          ( -49.310477239, -16.615997909)     No           3          1    2    3 
"82064745002086"                  13.800          ( -49.310212916, -16.616212643)     No           3          1    2    3 
"82065015002086"                  13.800          ( -49.309938586, -16.616499591)     No           3          1    2    3 
"82065025002086"                  13.800          ( -49.30969261 , -16.616759659)     No           3          1    2    3 
"82065035002086"                  13.800          ( -49.309399692, -16.617028381)     No           3          1    2    3 
"82065045002086"                  13.800          ( -49.309135143, -16.61727926 )     No           3          1    2    3 
"82065065002086"                  13.800          ( -49.308860731, -16.617575243)     No           3          1    2    3 
"82065055002086"                  13.800          ( -49.309010688, -16.617576465)     No           3          1    2    3 
"82046145002086"                  13.800          ( -49.308670181, -16.617754145)     No           3          1    2    3 
"82065075002086"                  13.800          ( -49.309366585, -16.617597442)     No           3          1    2    3 
"82065085002086"                  13.800          ( -49.309638303, -16.617608693)     No           3          1    2    3 
"82040715002086"                  13.800          ( -49.318169928, -16.632371535)     No           1          2 
"82040725002086"                  13.800          ( -49.317831145, -16.632531416)     No           1          2 
"82040735002086"                  13.800          ( -49.31763914 , -16.632634   )     No           1          2 
"82040865002086"                  13.800          ( -49.319039573, -16.631538146)     No           3          1    2    3 
"82040855002086"                  13.800          ( -49.318772839, -16.631668144)     No           3          1    2    3 
"82040875002086"                  13.800          ( -49.319180799, -16.631466995)     No           3          1    2    3 
"82043695002086"                  13.800          ( -49.317834062, -16.611774662)     No           3          1    2    3 
"82043705002086"                  13.800          ( -49.317942495, -16.611956476)     No           3          1    2    3 
"82065225002086"                  13.800          ( -49.311321484, -16.614839014)     No           3          1    2    3 
"82065235002086"                  13.800          ( -49.311150094, -16.615144876)     No           3          1    2    3 
"82065245002086"                  13.800          ( -49.310912939, -16.615468277)     No           3          1    2    3 
"82065255002086"                  13.800          ( -49.310704375, -16.615737687)     No           3          1    2    3 
"82065275002086"                  13.800          ( -49.309985   , -16.617620465)     No           3          1    2    3 
"82065285002086"                  13.800          ( -49.310275447, -16.617639315)     No           3          1    2    3 
"82044295002086"                  13.800          ( -49.315396222, -16.610796566)     No           3          1    2    3 
"82044305002086"                  13.800          ( -49.315716502, -16.610651328)     No           3          1    2    3 
"82044315002086"                  13.800          ( -49.316068803, -16.610493056)     No           3          1    2    3 
