hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
1, 0.00000, 227.726, -120.561, 0.00052568, 148.515, 2.47627, 34.9546, 2.47629, -145.046
2, 0.00000, 228.026, -120.519, 0.00052674, 148.641, 2.25292, 35.2287, 2.25294, -144.772
3, 0.00000, 228.233, -120.489, 0.000527468, 148.73, 2.09825, 35.41, 2.09827, -144.591
4, 0.00000, 228.283, -120.479, 0.000527635, 148.753, 2.06641, 35.4499, 2.06643, -144.551
5, 0.00000, 228.296, -120.481, 0.000527698, 148.758, 2.04554, 35.4752, 2.04556, -144.526
6, 0.00000, 228.241, -120.47, 0.000527422, 148.733, 2.14022, 35.4046, 2.14024, -144.596
7, 0.00000, 228.368, -120.346, 0.000527472, 148.802, 2.29142, 35.3484, 2.29143, -144.652
8, 0.00000, 228.882, -120.093, 0.000528757, 149.079, 2.23112, 35.6234, 2.23113, -144.377
9, 0.00000, 228.971, -119.93, 0.000528715, 149.188, 2.37851, 35.5612, 2.37853, -144.44
10, 0.00000, 228.822, -119.845, 0.000527957, 149.183, 2.62104, 35.3101, 2.62105, -144.691
11, 0.00000, 228.794, -119.799, 0.000527761, 149.201, 2.69531, 35.2425, 2.69532, -144.758
12, 0.00000, 229.425, -119.028, 0.000528817, 149.891, 2.92748, 35.6732, 2.9275, -144.327
13, 0.00000, 228.981, -119.307, 0.000527446, 149.539, 3.11933, 35.1491, 3.11935, -144.852
14, 0.00000, 228.951, -119.526, 0.000527678, 149.383, 2.94716, 35.1292, 2.94718, -144.871
15, 0.00000, 228.409, -119.897, 0.00052632, 148.988, 3.00517, 34.7083, 3.00518, -145.292
16, 0.00000, 227.848, -120.267, 0.000525105, 148.632, 2.96007, 34.445, 2.96009, -145.556
17, 0.00000, 227.2, -120.554, 0.000523484, 148.314, 3.03378, 34.1466, 3.03379, -145.854
18, 0.00000, 226.708, -120.694, 0.000522046, 148.106, 3.20858, 33.8694, 3.20859, -146.131
19, 0.00000, 225.803, -120.794, 0.000518748, 147.768, 3.84609, 32.8287, 3.8461, -147.172
20, 0.00000, 225.607, -120.816, 0.000518038, 147.698, 3.97233, 32.5775, 3.97234, -147.423
21, 0.00000, 225.732, -120.804, 0.000518497, 147.743, 3.88713, 32.7279, 3.88715, -147.273
22, 0.00000, 226.06, -120.772, 0.000519709, 147.86, 3.65758, 33.1453, 3.65759, -146.855
23, 0.00000, 226.691, -120.698, 0.000521995, 148.096, 3.22056, 33.9048, 3.22057, -146.096
24, 0.00000, 227.127, -120.645, 0.000523566, 148.267, 2.90737, 34.3847, 2.90739, -145.616
25, 0.00000, 227.727, -120.561, 0.000525683, 148.515, 2.47623, 34.9533, 2.47625, -145.047
26, 0.00000, 228.026, -120.519, 0.00052674, 148.641, 2.25292, 35.2287, 2.25294, -144.772
27, 0.00000, 228.233, -120.489, 0.000527468, 148.73, 2.09825, 35.41, 2.09827, -144.591
28, 0.00000, 228.283, -120.479, 0.000527635, 148.753, 2.06641, 35.4499, 2.06643, -144.551
29, 0.00000, 228.296, -120.481, 0.000527698, 148.758, 2.04554, 35.4752, 2.04556, -144.526
30, 0.00000, 228.241, -120.47, 0.000527422, 148.733, 2.14022, 35.4046, 2.14024, -144.596
31, 0.00000, 228.368, -120.346, 0.000527472, 148.802, 2.29142, 35.3484, 2.29143, -144.652
32, 0.00000, 228.882, -120.093, 0.000528757, 149.079, 2.23112, 35.6234, 2.23113, -144.377
33, 0.00000, 228.971, -119.93, 0.000528715, 149.188, 2.37851, 35.5612, 2.37853, -144.44
34, 0.00000, 228.822, -119.845, 0.000527957, 149.183, 2.62104, 35.3101, 2.62105, -144.691
35, 0.00000, 228.794, -119.799, 0.000527761, 149.201, 2.69531, 35.2425, 2.69532, -144.758
36, 0.00000, 228.485, -119.853, 0.000526653, 149.062, 2.92488, 34.9354, 2.92489, -145.065
37, 0.00000, 228.125, -119.975, 0.000525476, 148.867, 3.11678, 34.5607, 3.11679, -145.44
38, 0.00000, 228.199, -120.054, 0.000525945, 148.852, 2.94509, 34.6714, 2.94511, -145.329
39, 0.00000, 227.907, -120.203, 0.000525163, 148.68, 3.00374, 34.449, 3.00376, -145.552
40, 0.00000, 227.695, -120.348, 0.000524752, 148.549, 2.95963, 34.3775, 2.95964, -145.623
41, 0.00000, 227.2, -120.554, 0.000523483, 148.314, 3.03378, 34.1468, 3.0338, -145.854
42, 0.00000, 226.708, -120.694, 0.000522046, 148.106, 3.20858, 33.8694, 3.20859, -146.131
43, 0.00000, 225.803, -120.794, 0.000518748, 147.768, 3.84609, 32.8287, 3.8461, -147.172
44, 0.00000, 225.607, -120.816, 0.000518038, 147.698, 3.97233, 32.5775, 3.97234, -147.423
45, 0.00000, 225.732, -120.804, 0.000518497, 147.743, 3.88713, 32.7279, 3.88715, -147.273
46, 0.00000, 226.06, -120.772, 0.000519709, 147.86, 3.65758, 33.1453, 3.65759, -146.855
47, 0.00000, 226.691, -120.698, 0.000521995, 148.096, 3.22056, 33.9048, 3.22057, -146.096
48, 0.00000, 227.127, -120.645, 0.000523566, 148.267, 2.90737, 34.3847, 2.90739, -145.616
48, 0.00000, 227.127, -120.645, 0.000523566, 148.267, 2.90737, 34.3847, 2.90739, -145.616
