hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
1, 0.00000, 221.923, -32.1188, 221.922, -152.119, 221.92, 87.8811, 3.36689E-010, 95.6904, 69.0438, 124.476, 69.0438, 4.47539, 69.0437, -115.524, 0.000572287, 103.873
2, 0.00000, 222.71, -31.9424, 222.709, -151.943, 222.708, 88.0575, 2.80936E-010, 95.6199, 62.8496, 124.839, 62.8496, 4.83837, 62.8495, -115.161, 0.000476578, 103.578
3, 0.00000, 223.251, -31.8168, 223.251, -151.817, 223.249, 88.1831, 2.43837E-010, 95.9442, 58.5537, 125.078, 58.5537, 5.07745, 58.5536, -114.922, 0.000415465, 103.343
4, 0.00000, 223.375, -31.7833, 223.374, -151.784, 223.373, 88.2166, 2.38265E-010, 96.0409, 57.6688, 125.126, 57.6688, 5.12513, 57.6687, -114.874, 0.000403422, 103.301
5, 0.00000, 223.42, -31.7787, 223.42, -151.779, 223.418, 88.2211, 2.33988E-010, 95.8639, 57.0929, 125.145, 57.0928, 5.14496, 57.0928, -114.855, 0.00039561, 103.226
6, 0.00000, 223.403, -31.5557, 223.402, -151.556, 223.401, 88.4442, 1.60209E-010, 97.7778, 50.8289, 120.931, 50.8288, 0.930881, 50.8287, -119.069, 0.000273422, 103.932
7, 0.00000, 224.256, -30.2703, 224.256, -150.271, 224.254, 89.7296, 2.61507E-010, -84.9964, 25.6472, 67.817, 25.6471, -52.1838, 25.6469, -172.184, 0.000446024, -73.2147
8, 0.00000, 226.312, -28.0234, 226.312, -148.024, 226.31, 91.9765, 9.48571E-010, -79.7101, 73.4393, -8.22491, 73.4396, -128.226, 73.4404, 111.775, 0.00161598, -69.23
9, 0.00000, 227.02, -26.4187, 227.02, -146.419, 227.018, 93.5813, 1.55283E-009, -76.0297, 123.984, -13.9217, 123.984, -133.922, 123.985, 106.078, 0.00264446, -65.7811
10, 0.00000, 226.93, -25.4139, 226.929, -145.414, 226.928, 94.5861, 2.09094E-009, -73.3598, 156.337, -14.3697, 156.338, -134.37, 156.34, 105.63, 0.00356188, -63.1977
11, 0.00000, 226.975, -24.9425, 226.975, -144.943, 226.973, 95.0574, 2.33163E-009, -72.2153, 171.392, -14.5516, 171.393, -134.552, 171.394, 105.448, 0.00397109, -62.0982
12, 0.00000, 227.849, -23.8062, 227.848, -143.807, 227.846, 96.1938, 2.42494E-009, -70.4629, 162.677, -11.7191, 162.678, -131.72, 162.68, 108.281, 0.00413084, -60.3349
13, 0.00000, 226.581, -24.9802, 226.58, -144.981, 226.578, 95.0198, 2.21474E-009, -71.9563, 134.688, -9.25813, 134.689, -129.259, 134.691, 110.741, 0.00377419, -61.836
14, 0.00000, 226.329, -26.073, 226.328, -146.074, 226.327, 93.9269, 1.73982E-009, -74.3193, 107.938, -7.60525, 107.939, -127.606, 107.94, 112.394, 0.00296391, -64.0927
15, 0.00000, 224.767, -27.7532, 224.766, -147.754, 224.765, 92.2467, 1.253E-009, -77.1561, 69.6826, 2.18897, 69.6831, -117.812, 69.6839, 122.188, 0.00213373, -66.815
16, 0.00000, 223.167, -29.5071, 223.166, -149.508, 223.164, 90.4928, 6.83908E-010, -80.6826, 37.7493, 34.6031, 37.7493, -85.3982, 37.7494, 154.601, 0.00116418, -69.9423
17, 0.00000, 220.963, -31.5062, 220.962, -151.507, 220.96, 88.4936, 5.9579E-011, 108.037, 55.4377, 109.907, 55.4375, -10.094, 55.4371, -130.093, 9.8606E-005, 106.577
18, 0.00000, 219.248, -32.6912, 219.247, -152.692, 219.245, 87.3086, 5.56159E-010, 95.8341, 89.2975, 123.154, 89.2974, 3.15301, 89.2973, -116.846, 0.000946332, 104.728
19, 0.00000, 216.846, -33.1597, 216.845, -153.161, 216.843, 86.8401, 7.91918E-010, 96.3095, 106.848, 121.939, 106.848, 1.93795, 106.848, -118.061, 0.00134654, 105.366
20, 0.00000, 216.333, -33.2565, 216.332, -153.257, 216.329, 86.7433, 8.42157E-010, 96.1565, 110.306, 121.651, 110.306, 1.65034, 110.306, -118.349, 0.00143398, 105.509
21, 0.00000, 216.666, -33.1957, 216.665, -153.197, 216.662, 86.8041, 8.07826E-010, 96.3481, 107.968, 121.826, 107.968, 1.82548, 107.968, -118.174, 0.00137457, 105.426
22, 0.00000, 217.542, -33.0357, 217.541, -153.037, 217.539, 86.9641, 7.18578E-010, 95.9663, 101.672, 122.299, 101.672, 2.29833, 101.672, -117.701, 0.00122128, 105.159
23, 0.00000, 219.207, -32.7058, 219.206, -152.706, 219.204, 87.2941, 5.60115E-010, 95.9271, 89.6357, 123.176, 89.6356, 3.17521, 89.6355, -116.824, 0.000953828, 104.681
24, 0.00000, 220.36, -32.4683, 220.359, -152.469, 220.357, 87.5316, 4.602E-010, 95.8844, 80.9865, 123.761, 80.9864, 3.76016, 80.9863, -116.239, 0.000781611, 104.34
25, 0.00000, 221.926, -32.1198, 221.925, -152.12, 221.923, 87.8801, 3.3573E-010, 95.7779, 69.0453, 124.486, 69.0453, 4.48551, 69.0452, -115.514, 0.000572126, 103.878
26, 0.00000, 222.71, -31.9424, 222.709, -151.943, 222.708, 88.0575, 2.79867E-010, 95.9317, 62.8495, 124.839, 62.8495, 4.83834, 62.8494, -115.161, 0.000476578, 103.578
27, 0.00000, 223.251, -31.8168, 223.251, -151.817, 223.249, 88.1831, 2.44148E-010, 95.4722, 58.5537, 125.078, 58.5537, 5.07745, 58.5536, -114.922, 0.000415465, 103.343
28, 0.00000, 223.375, -31.7833, 223.374, -151.784, 223.373, 88.2166, 2.37583E-010, 95.6316, 57.6688, 125.126, 57.6688, 5.12513, 57.6687, -114.874, 0.000403422, 103.301
29, 0.00000, 223.42, -31.7787, 223.42, -151.779, 223.418, 88.2211, 2.32315E-010, 95.5117, 57.0929, 125.145, 57.0928, 5.14496, 57.0928, -114.855, 0.00039561, 103.226
30, 0.00000, 223.403, -31.5557, 223.402, -151.556, 223.401, 88.4442, 1.61288E-010, 97.7407, 50.8289, 120.931, 50.8288, 0.930881, 50.8287, -119.069, 0.000273422, 103.932
31, 0.00000, 224.256, -30.2703, 224.256, -150.271, 224.254, 89.7296, 2.61629E-010, -85.3466, 25.6472, 67.817, 25.6471, -52.1838, 25.6469, -172.184, 0.000446024, -73.2147
32, 0.00000, 226.312, -28.0234, 226.312, -148.024, 226.31, 91.9765, 9.49201E-010, -79.7478, 73.4393, -8.22491, 73.4396, -128.226, 73.4404, 111.775, 0.00161598, -69.23
33, 0.00000, 227.02, -26.4187, 227.02, -146.419, 227.018, 93.5813, 1.55209E-009, -76.0026, 123.984, -13.9217, 123.984, -133.922, 123.985, 106.078, 0.00264446, -65.7811
