hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
1, 0.00000, 224.118, -31.221, 224.117, -151.222, 224.115, 88.7788, 1.24921E-010, 95.3964, 25.2922, 125.054, 25.2922, 5.05303, 25.2922, -114.946, 0.000212392, 105.624
2, 0.00000, 224.693, -31.1255, 224.693, -151.126, 224.691, 88.8744, 1.0411E-010, 94.8613, 23.0179, 125.35, 23.0179, 5.34957, 23.0179, -114.65, 0.000176938, 105.16
3, 0.00000, 225.091, -31.0561, 225.09, -151.057, 225.089, 88.9438, 9.06253E-011, 94.3418, 21.4422, 125.549, 21.4422, 5.54877, 21.4421, -114.451, 0.000154288, 104.808
4, 0.00000, 225.186, -31.0339, 225.185, -151.034, 225.184, 88.9659, 8.81157E-011, 94.2562, 21.1179, 125.596, 21.1179, 5.5959, 21.1179, -114.404, 0.000149821, 104.741
5, 0.00000, 225.211, -31.0375, 225.21, -151.038, 225.209, 88.9623, 8.65367E-011, 94.1744, 20.9051, 125.62, 20.9051, 5.61911, 20.9051, -114.38, 0.000146926, 104.651
6, 0.00000, 225.099, -31.0241, 225.099, -151.025, 225.097, 88.9758, 9.41393E-011, 94.4934, 21.8709, 125.558, 21.8709, 5.55722, 21.8709, -114.442, 0.000160157, 104.94
7, 0.00000, 225.313, -30.8037, 225.312, -150.804, 225.31, 89.1962, 1.06882E-010, 95.325, 23.4155, 125.593, 23.4155, 5.59259, 23.4155, -114.407, 0.000181692, 105.664
8, 0.00000, 226.261, -30.3274, 226.26, -150.328, 226.259, 89.6725, 1.0084E-010, 95.7176, 22.8074, 126.051, 22.8074, 6.05005, 22.8073, -113.949, 0.000171412, 106.102
9, 0.00000, 226.41, -30.0369, 226.409, -150.038, 226.407, 89.9629, 1.13442E-010, 96.526, 24.313, 126.116, 24.313, 6.11511, 24.313, -113.884, 0.000193013, 106.925
10, 0.00000, 226.11, -29.8965, 226.109, -149.897, 226.108, 90.1034, 1.3649E-010, 97.5311, 26.7852, 125.94, 26.7851, 5.93957, 26.7851, -114.06, 0.000232187, 107.784
11, 0.00000, 226.051, -29.8179, 226.05, -149.818, 226.048, 90.182, 1.43929E-010, 97.8291, 27.5422, 125.91, 27.5422, 5.90971, 27.5421, -114.09, 0.000244943, 108.086
12, 0.00000, 227.263, -28.3954, 227.262, -148.396, 227.26, 91.6045, 1.66735E-010, 100.242, 29.9253, 126.945, 29.9253, 6.94405, 29.9253, -113.055, 0.000283731, 110.424
13, 0.00000, 226.391, -28.9274, 226.39, -148.928, 226.388, 91.0725, 1.88939E-010, 100.058, 31.8715, 126.213, 31.8715, 6.21229, 31.8714, -113.787, 0.0003214, 110.215
14, 0.00000, 226.336, -29.3225, 226.335, -149.323, 226.333, 90.6774, 1.69777E-010, 99.1737, 30.114, 126.015, 30.114, 6.01458, 30.1139, -113.985, 0.00028874, 109.353
15, 0.00000, 225.31, -30.019, 225.309, -150.02, 225.307, 89.9808, 1.77371E-010, 98.4239, 30.6937, 125.317, 30.6937, 5.31611, 30.6936, -114.683, 0.000301691, 108.607
16, 0.00000, 224.276, -30.7082, 224.275, -150.709, 224.273, 89.2917, 1.73707E-010, 97.4442, 30.2231, 124.778, 30.2231, 4.77712, 30.2231, -115.222, 0.000295759, 107.615
17, 0.00000, 223.082, -31.2531, 223.081, -151.254, 223.079, 88.7468, 1.8392E-010, 96.9194, 30.9623, 124.275, 30.9622, 4.27478, 30.9622, -115.724, 0.000313078, 107.05
18, 0.00000, 222.163, -31.5306, 222.162, -151.531, 222.16, 88.4692, 2.06252E-010, 96.8991, 32.7332, 123.906, 32.7332, 3.90564, 32.7331, -116.094, 0.00035081, 107.022
19, 0.00000, 220.421, -31.7727, 220.42, -151.774, 220.417, 88.2271, 2.92997E-010, 98.0747, 39.1909, 122.834, 39.1908, 2.8336, 39.1908, -117.165, 0.00049866, 108.122
20, 0.00000, 220.044, -31.8261, 220.042, -151.827, 220.04, 88.1737, 3.11953E-010, 98.3122, 40.4662, 122.578, 40.4661, 2.57708, 40.466, -117.422, 0.000530932, 108.353
21, 0.00000, 220.285, -31.7952, 220.284, -151.796, 220.281, 88.2047, 2.99167E-010, 98.1555, 39.6051, 122.731, 39.6051, 2.72979, 39.605, -117.269, 0.000509013, 108.209
22, 0.00000, 220.917, -31.7157, 220.916, -151.717, 220.914, 88.2841, 2.65862E-010, 97.712, 37.2832, 123.153, 37.2832, 3.15236, 37.2831, -116.847, 0.000452415, 107.778
23, 0.00000, 222.13, -31.5403, 222.129, -151.541, 222.127, 88.4595, 2.07857E-010, 96.8413, 32.8557, 123.937, 32.8557, 3.93657, 32.8556, -116.063, 0.000353579, 106.984
24, 0.00000, 222.97, -31.4149, 222.969, -151.416, 222.967, 88.5849, 1.70491E-010, 96.2208, 29.6759, 124.439, 29.6759, 4.43808, 29.6758, -115.561, 0.000289887, 106.414
