hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
1, 0.00000, 220.872, -31.804, 220.871, -151.805, 220.869, 88.1958, 2.04261E-010, 95.3201, 34.3609, 125.387, 34.3609, 5.38679, 34.3608, -114.612, 0.000350332, 103.946
2, 0.00000, 221.742, -31.6626, 221.742, -151.663, 221.74, 88.3373, 1.69751E-010, 95.1432, 31.2798, 125.695, 31.2798, 5.69431, 31.2798, -114.305, 0.000291606, 103.501
3, 0.00000, 222.345, -31.5594, 222.344, -151.56, 222.342, 88.4404, 1.47622E-010, 95.0149, 29.1443, 125.905, 29.1443, 5.90416, 29.1443, -114.095, 0.000254174, 103.157
4, 0.00000, 222.491, -31.5249, 222.49, -151.525, 222.488, 88.475, 1.43497E-010, 94.9791, 28.7052, 125.959, 28.7052, 5.95879, 28.7052, -114.041, 0.000246799, 103.1
5, 0.00000, 222.525, -31.533, 222.524, -151.534, 222.523, 88.4668, 1.40604E-010, 94.9053, 28.4166, 125.977, 28.4166, 5.97663, 28.4165, -114.023, 0.000242035, 102.985
6, 0.00000, 222.351, -31.5115, 222.351, -151.512, 222.349, 88.4883, 1.53517E-010, 95.0796, 29.7269, 125.93, 29.7269, 5.92981, 29.7269, -114.07, 0.000263758, 103.327
7, 0.00000, 222.663, -31.172, 222.662, -151.173, 222.66, 88.8278, 1.73881E-010, 95.8911, 31.8249, 126.08, 31.8249, 6.07962, 31.8249, -113.92, 0.000298544, 104.326
8, 0.00000, 224.088, -30.4507, 224.087, -150.451, 224.085, 89.5492, 1.63375E-010, 96.9352, 31.0083, 126.739, 31.0083, 6.73825, 31.0082, -113.261, 0.000280625, 105.189
9, 0.00000, 224.309, -30.0085, 224.308, -150.009, 224.306, 89.9913, 1.83736E-010, 97.8773, 33.0534, 126.955, 33.0534, 6.95446, 33.0534, -113.045, 0.000315413, 106.337
10, 0.00000, 223.854, -29.7909, 223.853, -149.792, 223.851, 90.2089, 2.21289E-010, 98.6929, 36.4045, 126.879, 36.4045, 6.87881, 36.4044, -113.12, 0.000379247, 107.406
