hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 5.09499, 2.11759, 5.09502, 2.11703, 5.09542, 2.11743, 0, 0
2, 0.00000, 4.67981, 1.92346, 4.67983, 1.92299, 4.68016, 1.92333, 0, 0
3, 0.00000, 4.38803, 1.78994, 4.38805, 1.78953, 4.38834, 1.78982, 0, 0
4, 0.00000, 4.32791, 1.76243, 4.32793, 1.76203, 4.32821, 1.76231, 0, 0
5, 0.00000, 4.28831, 1.74414, 4.28833, 1.74374, 4.2886, 1.74403, 0, 0
6, 0.00000, 4.46787, 1.82481, 4.46789, 1.82438, 4.46819, 1.82469, 0, 0
7, 0.00000, 4.75094, 1.95498, 4.75096, 1.9545, 4.75131, 1.95484, 0, 0
8, 0.00000, 4.63641, 1.90199, 4.63643, 1.90153, 4.63676, 1.90186, 0, 0
9, 0.00000, 4.90833, 2.0328, 4.90835, 2.03227, 4.90872, 2.03265, 0, 0
10, 0.00000, 5.35078, 2.2485, 5.3508, 2.24787, 5.35125, 2.24832, 0, 0
11, 0.00000, 5.48435, 2.31517, 5.48438, 2.31451, 5.48485, 2.31498, 0, 0
12, 0.00000, 5.89656, 2.51634, 5.89659, 2.51556, 5.89715, 2.51611, 0, 0
13, 0.00000, 6.23392, 2.68916, 6.23396, 2.68828, 6.23459, 2.6889, 0, 0
14, 0.00000, 5.9308, 2.54013, 5.93083, 2.53934, 5.9314, 2.5399, 0, 0
15, 0.00000, 6.0343, 2.59465, 6.03433, 2.59383, 6.03492, 2.59442, 0, 0
16, 0.00000, 5.95752, 2.55646, 5.95755, 2.55567, 5.95812, 2.55623, 0, 0
17, 0.00000, 6.09183, 2.6208, 6.09186, 2.61997, 6.09246, 2.62056, 0, 0
18, 0.00000, 6.40204, 2.77201, 6.40207, 2.77108, 6.40274, 2.77174, 0, 0
19, 0.00000, 7.47131, 3.35485, 7.47136, 3.35353, 7.47232, 3.35446, 0, 0
20, 0.00000, 7.67296, 3.47545, 7.67301, 3.47405, 7.67403, 3.47504, 0, 0
21, 0.00000, 7.53563, 3.39552, 7.53568, 3.39417, 7.53666, 3.39512, 0, 0
22, 0.00000, 7.16296, 3.18108, 7.16301, 3.17988, 7.16387, 3.18073, 0, 0
23, 0.00000, 6.42616, 2.77748, 6.4262, 2.77654, 6.42687, 2.7772, 0, 0
24, 0.00000, 5.8775, 2.49551, 5.87753, 2.49474, 5.87808, 2.49529, 0, 0
25, 0.00000, 5.09528, 2.1174, 5.09531, 2.11684, 5.09571, 2.11724, 0, 0
26, 0.00000, 4.67981, 1.92346, 4.67983, 1.92299, 4.68016, 1.92333, 0, 0
27, 0.00000, 4.38803, 1.78994, 4.38805, 1.78953, 4.38834, 1.78982, 0, 0
28, 0.00000, 4.32791, 1.76243, 4.32793, 1.76203, 4.32821, 1.76231, 0, 0
29, 0.00000, 4.28831, 1.74414, 4.28833, 1.74374, 4.2886, 1.74403, 0, 0
30, 0.00000, 4.46787, 1.82481, 4.46789, 1.82438, 4.46819, 1.82469, 0, 0
31, 0.00000, 4.75094, 1.95498, 4.75096, 1.9545, 4.75131, 1.95484, 0, 0
32, 0.00000, 4.63641, 1.90199, 4.63643, 1.90153, 4.63676, 1.90186, 0, 0
33, 0.00000, 4.90833, 2.0328, 4.90835, 2.03227, 4.90872, 2.03265, 0, 0
34, 0.00000, 5.35078, 2.2485, 5.3508, 2.24787, 5.35125, 2.24832, 0, 0
35, 0.00000, 5.48435, 2.31517, 5.48438, 2.31451, 5.48485, 2.31498, 0, 0
36, 0.00000, 5.89656, 2.51634, 5.89659, 2.51556, 5.89715, 2.51611, 0, 0
37, 0.00000, 6.23392, 2.68916, 6.23396, 2.68828, 6.23459, 2.6889, 0, 0
38, 0.00000, 5.9308, 2.54013, 5.93083, 2.53934, 5.9314, 2.5399, 0, 0
39, 0.00000, 6.0343, 2.59465, 6.03433, 2.59383, 6.03492, 2.59442, 0, 0
40, 0.00000, 5.95752, 2.55646, 5.95755, 2.55567, 5.95812, 2.55623, 0, 0
41, 0.00000, 6.09183, 2.6208, 6.09186, 2.61997, 6.09246, 2.62056, 0, 0
42, 0.00000, 6.40204, 2.77201, 6.40207, 2.77108, 6.40274, 2.77174, 0, 0
43, 0.00000, 7.47131, 3.35485, 7.47136, 3.35353, 7.47232, 3.35446, 0, 0
44, 0.00000, 7.67296, 3.47545, 7.67301, 3.47405, 7.67403, 3.47504, 0, 0
45, 0.00000, 7.53563, 3.39552, 7.53568, 3.39417, 7.53666, 3.39512, 0, 0
46, 0.00000, 7.16296, 3.18108, 7.16301, 3.17988, 7.16387, 3.18073, 0, 0
47, 0.00000, 6.42616, 2.77748, 6.4262, 2.77654, 6.42687, 2.7772, 0, 0
48, 0.00000, 5.8775, 2.49551, 5.87753, 2.49474, 5.87808, 2.49529, 0, 0
48, 0.00000, 5.8775, 2.49551, 5.87753, 2.49474, 5.87808, 2.49529, 0, 0
