hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 3.74618, 1.54057, 3.7462, 1.54016, 3.7465, 1.54045, 0, 0
2, 0.00000, 3.44241, 1.40005, 3.44243, 1.3997, 3.44267, 1.39995, 0, 0
3, 0.00000, 3.22884, 1.30332, 3.22885, 1.30302, 3.22907, 1.30323, 0, 0
4, 0.00000, 3.18484, 1.28337, 3.18485, 1.28308, 3.18506, 1.28329, 0, 0
5, 0.00000, 3.15583, 1.27012, 3.15585, 1.26983, 3.15605, 1.27004, 0, 0
6, 0.00000, 3.28728, 1.3286, 3.2873, 1.32828, 3.28752, 1.32851, 0, 0
7, 0.00000, 3.49447, 1.42289, 3.49448, 1.42253, 3.49474, 1.42279, 0, 0
8, 0.00000, 3.41065, 1.3845, 3.41067, 1.38416, 3.41091, 1.38441, 0, 0
9, 0.00000, 3.60962, 1.47923, 3.60964, 1.47884, 3.60991, 1.47912, 0, 0
10, 0.00000, 3.93322, 1.63527, 3.93324, 1.63481, 3.93357, 1.63513, 0, 0
11, 0.00000, 4.03088, 1.68346, 4.0309, 1.68297, 4.03125, 1.68332, 0, 0
12, 0.00000, 4.33215, 1.82875, 4.33218, 1.82818, 4.33259, 1.82858, 0, 0
13, 0.00000, 4.57858, 1.95344, 4.57861, 1.95279, 4.57907, 1.95325, 0, 0
14, 0.00000, 4.35716, 1.84593, 4.35719, 1.84535, 4.3576, 1.84576, 0, 0
15, 0.00000, 4.43276, 1.88529, 4.43279, 1.88468, 4.43322, 1.88511, 0, 0
16, 0.00000, 4.37667, 1.85773, 4.37669, 1.85714, 4.37711, 1.85756, 0, 0
17, 0.00000, 4.47479, 1.90415, 4.47482, 1.90353, 4.47526, 1.90397, 0, 0
18, 0.00000, 4.70135, 2.01316, 4.70138, 2.01248, 4.70187, 2.01296, 0, 0
19, 0.00000, 5.48119, 2.43239, 5.48123, 2.43143, 5.48193, 2.43211, 0, 0
20, 0.00000, 5.62804, 2.51895, 5.62808, 2.51792, 5.62883, 2.51865, 0, 0
21, 0.00000, 5.52797, 2.46154, 5.52801, 2.46056, 5.52872, 2.46125, 0, 0
22, 0.00000, 5.25654, 2.30763, 5.25657, 2.30675, 5.25721, 2.30737, 0, 0
23, 0.00000, 4.719, 2.01708, 4.71902, 2.01639, 4.71952, 2.01688, 0, 0
24, 0.00000, 4.31827, 1.81368, 4.3183, 1.81311, 4.3187, 1.81351, 0, 0
25, 0.00000, 3.74641, 1.54042, 3.74643, 1.54001, 3.74672, 1.5403, 0, 0
26, 0.00000, 3.44241, 1.40005, 3.44243, 1.3997, 3.44267, 1.39995, 0, 0
27, 0.00000, 3.22884, 1.30332, 3.22885, 1.30302, 3.22907, 1.30323, 0, 0
28, 0.00000, 3.18484, 1.28337, 3.18485, 1.28308, 3.18506, 1.28329, 0, 0
29, 0.00000, 3.15583, 1.27012, 3.15585, 1.26983, 3.15605, 1.27004, 0, 0
30, 0.00000, 3.28728, 1.3286, 3.2873, 1.32828, 3.28752, 1.32851, 0, 0
31, 0.00000, 3.49447, 1.42289, 3.49448, 1.42253, 3.49474, 1.42279, 0, 0
32, 0.00000, 3.41065, 1.3845, 3.41067, 1.38416, 3.41091, 1.38441, 0, 0
33, 0.00000, 3.60962, 1.47923, 3.60964, 1.47884, 3.60991, 1.47912, 0, 0
34, 0.00000, 3.93322, 1.63527, 3.93324, 1.63481, 3.93357, 1.63513, 0, 0
35, 0.00000, 4.03088, 1.68346, 4.0309, 1.68297, 4.03125, 1.68332, 0, 0
36, 0.00000, 4.33215, 1.82875, 4.33218, 1.82818, 4.33259, 1.82858, 0, 0
37, 0.00000, 4.57858, 1.95344, 4.57861, 1.95279, 4.57907, 1.95325, 0, 0
38, 0.00000, 4.35716, 1.84593, 4.35719, 1.84535, 4.3576, 1.84576, 0, 0
39, 0.00000, 4.43276, 1.88529, 4.43279, 1.88468, 4.43322, 1.88511, 0, 0
40, 0.00000, 4.37667, 1.85773, 4.37669, 1.85714, 4.37711, 1.85756, 0, 0
41, 0.00000, 4.47479, 1.90415, 4.47482, 1.90353, 4.47526, 1.90397, 0, 0
42, 0.00000, 4.70135, 2.01316, 4.70138, 2.01248, 4.70187, 2.01296, 0, 0
43, 0.00000, 5.48119, 2.43239, 5.48123, 2.43143, 5.48193, 2.43211, 0, 0
44, 0.00000, 5.62804, 2.51895, 5.62808, 2.51792, 5.62883, 2.51865, 0, 0
45, 0.00000, 5.52797, 2.46154, 5.52801, 2.46056, 5.52872, 2.46125, 0, 0
46, 0.00000, 5.25654, 2.30763, 5.25657, 2.30675, 5.25721, 2.30737, 0, 0
47, 0.00000, 4.719, 2.01708, 4.71902, 2.01639, 4.71952, 2.01688, 0, 0
48, 0.00000, 4.31827, 1.81368, 4.3183, 1.81311, 4.3187, 1.81351, 0, 0
48, 0.00000, 4.31827, 1.81368, 4.3183, 1.81311, 4.3187, 1.81351, 0, 0
