hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 15.5807, 6.85015, 15.5808, 6.84841, 15.5821, 6.84968, 0, 0
2, 0.00000, 14.301, 6.2063, 14.3011, 6.20484, 14.3021, 6.20591, 0, 0
3, 0.00000, 13.3996, 5.76499, 13.3997, 5.76372, 13.4006, 5.76465, 0, 0
4, 0.00000, 13.2142, 5.67402, 13.2143, 5.67278, 13.2152, 5.67369, 0, 0
5, 0.00000, 13.0916, 5.61396, 13.0917, 5.61275, 13.0925, 5.61364, 0, 0
6, 0.00000, 13.6465, 5.88096, 13.6466, 5.87964, 13.6475, 5.88061, 0, 0
7, 0.00000, 14.5206, 6.31161, 14.5207, 6.31011, 14.5218, 6.31121, 0, 0
8, 0.00000, 14.1671, 6.1359, 14.1672, 6.13448, 14.1682, 6.13552, 0, 0
9, 0.00000, 15.0056, 6.56813, 15.0058, 6.56652, 15.0069, 6.5677, 0, 0
10, 0.00000, 16.3668, 7.28287, 16.367, 7.28093, 16.3683, 7.28235, 0, 0
11, 0.00000, 16.777, 7.50394, 16.7771, 7.5019, 16.7786, 7.50339, 0, 0
12, 0.00000, 18.0408, 8.17535, 18.041, 8.17295, 18.0427, 8.17471, 0, 0
13, 0.00000, 19.0722, 8.75195, 19.0724, 8.74924, 19.0743, 8.75123, 0, 0
14, 0.00000, 18.1453, 8.25225, 18.1454, 8.24982, 18.1471, 8.2516, 0, 0
15, 0.00000, 18.4616, 8.43359, 18.4618, 8.43106, 18.4635, 8.43291, 0, 0
16, 0.00000, 18.2267, 8.30585, 18.2269, 8.30339, 18.2286, 8.30518, 0, 0
17, 0.00000, 18.6377, 8.52199, 18.6379, 8.51941, 18.6397, 8.5213, 0, 0
18, 0.00000, 19.5856, 9.03047, 19.5858, 9.0276, 19.5878, 9.0297, 0, 0
19, 0.00000, 22.8321, 10.9823, 22.8324, 10.9783, 22.8352, 10.9813, 0, 0
20, 0.00000, 23.4403, 11.3847, 23.4407, 11.3803, 23.4437, 11.3835, 0, 0
21, 0.00000, 23.0259, 11.117, 23.0262, 11.1128, 23.0291, 11.1158, 0, 0
22, 0.00000, 21.8993, 10.4003, 21.8995, 10.3966, 21.9021, 10.3993, 0, 0
23, 0.00000, 19.6599, 9.05132, 19.6601, 9.04842, 19.6621, 9.05054, 0, 0
24, 0.00000, 17.9836, 8.10942, 17.9838, 8.10704, 17.9854, 8.10878, 0, 0
25, 0.00000, 15.5818, 6.84925, 15.5819, 6.8475, 15.5831, 6.84878, 0, 0
26, 0.00000, 14.301, 6.2063, 14.3011, 6.20484, 14.3021, 6.20591, 0, 0
27, 0.00000, 13.3996, 5.76499, 13.3997, 5.76372, 13.4006, 5.76465, 0, 0
28, 0.00000, 13.2142, 5.67402, 13.2143, 5.67278, 13.2152, 5.67369, 0, 0
29, 0.00000, 13.0916, 5.61396, 13.0917, 5.61275, 13.0925, 5.61364, 0, 0
30, 0.00000, 13.6465, 5.88096, 13.6466, 5.87964, 13.6475, 5.88061, 0, 0
31, 0.00000, 14.5206, 6.31161, 14.5207, 6.31011, 14.5218, 6.31121, 0, 0
32, 0.00000, 14.1671, 6.1359, 14.1672, 6.13448, 14.1682, 6.13552, 0, 0
33, 0.00000, 15.0056, 6.56813, 15.0058, 6.56652, 15.0069, 6.5677, 0, 0
34, 0.00000, 16.3668, 7.28287, 16.367, 7.28093, 16.3683, 7.28235, 0, 0
35, 0.00000, 16.777, 7.50394, 16.7771, 7.5019, 16.7786, 7.50339, 0, 0
36, 0.00000, 18.0408, 8.17535, 18.041, 8.17295, 18.0427, 8.17471, 0, 0
37, 0.00000, 19.0722, 8.75195, 19.0724, 8.74924, 19.0743, 8.75123, 0, 0
38, 0.00000, 18.1453, 8.25225, 18.1454, 8.24982, 18.1471, 8.2516, 0, 0
39, 0.00000, 18.4616, 8.43359, 18.4618, 8.43106, 18.4635, 8.43291, 0, 0
40, 0.00000, 18.2267, 8.30585, 18.2269, 8.30339, 18.2286, 8.30518, 0, 0
41, 0.00000, 18.6377, 8.52199, 18.6379, 8.51941, 18.6397, 8.5213, 0, 0
42, 0.00000, 19.5856, 9.03047, 19.5858, 9.0276, 19.5878, 9.0297, 0, 0
43, 0.00000, 22.8321, 10.9823, 22.8324, 10.9783, 22.8352, 10.9813, 0, 0
44, 0.00000, 23.4403, 11.3847, 23.4407, 11.3803, 23.4437, 11.3835, 0, 0
45, 0.00000, 23.0259, 11.117, 23.0262, 11.1128, 23.0291, 11.1158, 0, 0
46, 0.00000, 21.8993, 10.4003, 21.8995, 10.3966, 21.9021, 10.3993, 0, 0
47, 0.00000, 19.6599, 9.05132, 19.6601, 9.04842, 19.6621, 9.05054, 0, 0
48, 0.00000, 17.9836, 8.10942, 17.9838, 8.10704, 17.9854, 8.10878, 0, 0
48, 0.00000, 17.9836, 8.10942, 17.9838, 8.10704, 17.9854, 8.10878, 0, 0
