hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 11.9093, 5.45762, 11.9094, 5.45638, 11.9103, 5.45728, 0, 0
2, 0.00000, 10.8979, 4.92612, 10.898, 4.92509, 10.8987, 4.92584, 0, 0
3, 0.00000, 10.1905, 4.56159, 10.1906, 4.56069, 10.1913, 4.56134, 0, 0
4, 0.00000, 10.0449, 4.48298, 10.045, 4.4821, 10.0456, 4.48274, 0, 0
5, 0.00000, 9.94909, 4.43439, 9.94916, 4.43353, 9.94977, 4.43415, 0, 0
6, 0.00000, 8.5589, 4.60411, 8.55902, 4.60331, 8.55955, 4.60392, 0, 0
7, 0.00000, 0.867127, 4.86952, 0.867445, 4.8693, 0.867396, 4.86968, 0, 0
8, 0.00000, -12.6312, 5.14358, -12.6306, 5.14445, -12.6317, 5.14436, 0, 0
9, 0.00000, -22.1989, 6.19593, -22.1979, 6.19762, -22.1999, 6.19727, 0, 0
10, 0.00000, -28.0489, 7.39092, -28.0475, 7.39327, -28.0502, 7.39278, 0, 0
11, 0.00000, -30.7812, 7.90243, -30.7797, 7.90508, -30.7828, 7.90453, 0, 0
12, 0.00000, -29.2314, 8.28534, -29.2297, 8.28802, -29.233, 8.28755, 0, 0
13, 0.00000, -23.6982, 8.17515, -23.6965, 8.17738, -23.6994, 8.17714, 0, 0
14, 0.00000, -18.7185, 7.30409, -18.7173, 7.30573, -18.7194, 7.30561, 0, 0
15, 0.00000, -10.9066, 6.93676, -10.9056, 6.93762, -10.907, 6.9378, 0, 0
16, 0.00000, -2.78693, 6.52648, -2.78626, 6.5265, -2.78673, 6.52699, 0, 0
17, 0.00000, 8.18951, 6.67899, 8.18985, 6.67781, 8.19052, 6.67883, 0, 0
18, 0.00000, 15.1227, 7.30542, 15.1229, 7.30336, 15.1244, 7.30484, 0, 0
19, 0.00000, 17.7945, 9.01343, 17.7947, 9.01049, 17.7969, 9.0126, 0, 0
20, 0.00000, 18.3032, 9.37294, 18.3034, 9.36981, 18.3056, 9.37204, 0, 0
21, 0.00000, 17.9567, 9.13593, 17.9569, 9.13293, 17.9591, 9.13508, 0, 0
22, 0.00000, 17.0177, 8.50096, 17.0179, 8.4983, 17.0198, 8.50021, 0, 0
23, 0.00000, 15.1803, 7.32798, 15.1805, 7.3259, 15.182, 7.32739, 0, 0
24, 0.00000, 13.8253, 6.52128, 13.8254, 6.51958, 13.8266, 6.5208, 0, 0
25, 0.00000, 11.9091, 5.4576, 11.9092, 5.45635, 11.9101, 5.45725, 0, 0
26, 0.00000, 10.8979, 4.92612, 10.898, 4.92509, 10.8987, 4.92584, 0, 0
27, 0.00000, 10.1905, 4.56159, 10.1906, 4.56069, 10.1913, 4.56134, 0, 0
28, 0.00000, 10.0449, 4.48298, 10.045, 4.4821, 10.0456, 4.48274, 0, 0
29, 0.00000, 9.94909, 4.43439, 9.94916, 4.43353, 9.94977, 4.43415, 0, 0
30, 0.00000, 8.5589, 4.60411, 8.55902, 4.60331, 8.55955, 4.60392, 0, 0
31, 0.00000, 0.867127, 4.86952, 0.867445, 4.8693, 0.867396, 4.86968, 0, 0
32, 0.00000, -12.6312, 5.14358, -12.6306, 5.14445, -12.6317, 5.14436, 0, 0
33, 0.00000, -22.1989, 6.19593, -22.1979, 6.19762, -22.1999, 6.19727, 0, 0
34, 0.00000, -28.0489, 7.39092, -28.0475, 7.39327, -28.0502, 7.39278, 0, 0
35, 0.00000, -30.7812, 7.90243, -30.7797, 7.90508, -30.7828, 7.90453, 0, 0
36, 0.00000, -29.2314, 8.28534, -29.2297, 8.28802, -29.233, 8.28755, 0, 0
37, 0.00000, -23.6982, 8.17515, -23.6965, 8.17738, -23.6994, 8.17714, 0, 0
38, 0.00000, -18.7185, 7.30409, -18.7173, 7.30573, -18.7194, 7.30561, 0, 0
39, 0.00000, -10.9066, 6.93676, -10.9056, 6.93762, -10.907, 6.9378, 0, 0
40, 0.00000, -2.78693, 6.52648, -2.78626, 6.5265, -2.78673, 6.52699, 0, 0
41, 0.00000, 8.18951, 6.67899, 8.18985, 6.67781, 8.19052, 6.67883, 0, 0
42, 0.00000, 15.1227, 7.30542, 15.1229, 7.30336, 15.1244, 7.30484, 0, 0
43, 0.00000, 17.7945, 9.01343, 17.7947, 9.01049, 17.7969, 9.0126, 0, 0
44, 0.00000, 18.3032, 9.37294, 18.3034, 9.36981, 18.3056, 9.37204, 0, 0
45, 0.00000, 17.9567, 9.13593, 17.9569, 9.13293, 17.9591, 9.13508, 0, 0
46, 0.00000, 17.0177, 8.50096, 17.0179, 8.4983, 17.0198, 8.50021, 0, 0
47, 0.00000, 15.1803, 7.32798, 15.1805, 7.3259, 15.182, 7.32739, 0, 0
48, 0.00000, 13.8253, 6.52128, 13.8254, 6.51958, 13.8266, 6.5208, 0, 0
48, 0.00000, 13.8253, 6.52128, 13.8254, 6.51958, 13.8266, 6.5208, 0, 0
