hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 12.8682, 5.68327, 12.8682, 5.68186, 12.8692, 5.68287, 0, 0
2, 0.00000, 11.7962, 5.14806, 11.7963, 5.14688, 11.7971, 5.14773, 0, 0
3, 0.00000, 11.0444, 4.77655, 11.0445, 4.77552, 11.0452, 4.77627, 0, 0
4, 0.00000, 10.8904, 4.69222, 10.8905, 4.69122, 10.8912, 4.69194, 0, 0
5, 0.00000, 10.7879, 4.64357, 10.788, 4.64259, 10.7887, 4.6433, 0, 0
6, 0.00000, 9.24728, 4.81707, 9.24739, 4.81618, 9.24798, 4.81686, 0, 0
7, 0.00000, 0.772696, 5.11635, 0.773035, 5.11611, 0.772971, 5.11652, 0, 0
8, 0.00000, -14.1061, 5.5545, -14.1054, 5.55549, -14.1066, 5.55536, 0, 0
9, 0.00000, -24.716, 6.82915, -24.7147, 6.83106, -24.717, 6.83065, 0, 0
10, 0.00000, -31.2368, 8.22387, -31.2351, 8.22649, -31.2383, 8.22596, 0, 0
11, 0.00000, -34.2803, 8.83277, -34.2784, 8.83573, -34.282, 8.83514, 0, 0
12, 0.00000, -32.5898, 9.20562, -32.5877, 9.20862, -32.5914, 9.20812, 0, 0
13, 0.00000, -26.4813, 8.9585, -26.4793, 8.96101, -26.4826, 8.96074, 0, 0
14, 0.00000, -20.9377, 7.93102, -20.9362, 7.93288, -20.9386, 7.93272, 0, 0
15, 0.00000, -12.3145, 7.39744, -12.3134, 7.39843, -12.3149, 7.39859, 0, 0
16, 0.00000, -3.35781, 6.84974, -3.35708, 6.84978, -3.35763, 6.85028, 0, 0
17, 0.00000, 8.68609, 6.90955, 8.68642, 6.90824, 8.68717, 6.90936, 0, 0
18, 0.00000, 16.2404, 7.53018, 16.2406, 7.52785, 16.2422, 7.52952, 0, 0
19, 0.00000, 19.0063, 9.2031, 19.0065, 9.19979, 19.0089, 9.20216, 0, 0
20, 0.00000, 19.5281, 9.55214, 19.5283, 9.54862, 19.5309, 9.55114, 0, 0
21, 0.00000, 19.1718, 9.32341, 19.172, 9.32003, 19.1744, 9.32245, 0, 0
22, 0.00000, 18.2051, 8.70797, 18.2053, 8.70497, 18.2074, 8.70712, 0, 0
23, 0.00000, 16.2993, 7.55714, 16.2995, 7.5548, 16.3011, 7.55648, 0, 0
24, 0.00000, 14.8841, 6.75425, 14.8842, 6.75233, 14.8855, 6.75371, 0, 0
25, 0.00000, 12.8678, 5.68319, 12.8679, 5.68178, 12.8689, 5.6828, 0, 0
26, 0.00000, 11.7962, 5.14805, 11.7963, 5.14688, 11.7971, 5.14773, 0, 0
27, 0.00000, 11.0444, 4.77655, 11.0445, 4.77552, 11.0452, 4.77627, 0, 0
28, 0.00000, 10.8904, 4.69222, 10.8905, 4.69122, 10.8912, 4.69194, 0, 0
29, 0.00000, 10.7879, 4.64357, 10.788, 4.64259, 10.7887, 4.6433, 0, 0
30, 0.00000, 9.24728, 4.81707, 9.24739, 4.81618, 9.24798, 4.81686, 0, 0
31, 0.00000, 0.772696, 5.11635, 0.773035, 5.11611, 0.772971, 5.11652, 0, 0
32, 0.00000, -14.1061, 5.5545, -14.1054, 5.55549, -14.1066, 5.55536, 0, 0
33, 0.00000, -24.716, 6.82915, -24.7147, 6.83106, -24.717, 6.83065, 0, 0
34, 0.00000, -31.2368, 8.22387, -31.2351, 8.22649, -31.2383, 8.22596, 0, 0
35, 0.00000, -34.2803, 8.83277, -34.2784, 8.83573, -34.282, 8.83514, 0, 0
36, 0.00000, -32.5898, 9.20562, -32.5877, 9.20862, -32.5914, 9.20812, 0, 0
37, 0.00000, -26.4813, 8.9585, -26.4793, 8.96101, -26.4826, 8.96074, 0, 0
38, 0.00000, -20.9377, 7.93102, -20.9362, 7.93288, -20.9386, 7.93272, 0, 0
39, 0.00000, -12.3145, 7.39744, -12.3134, 7.39843, -12.3149, 7.39859, 0, 0
40, 0.00000, -3.35781, 6.84974, -3.35708, 6.84978, -3.35763, 6.85028, 0, 0
41, 0.00000, 8.68609, 6.90955, 8.68642, 6.90824, 8.68717, 6.90936, 0, 0
42, 0.00000, 16.2404, 7.53018, 16.2406, 7.52785, 16.2422, 7.52952, 0, 0
43, 0.00000, 19.0063, 9.2031, 19.0065, 9.19979, 19.0089, 9.20216, 0, 0
44, 0.00000, 19.5281, 9.55214, 19.5283, 9.54862, 19.5309, 9.55114, 0, 0
45, 0.00000, 19.1718, 9.32341, 19.172, 9.32003, 19.1744, 9.32245, 0, 0
46, 0.00000, 18.2051, 8.70797, 18.2053, 8.70497, 18.2074, 8.70712, 0, 0
47, 0.00000, 16.2993, 7.55714, 16.2995, 7.5548, 16.3011, 7.55648, 0, 0
48, 0.00000, 14.8841, 6.75425, 14.8842, 6.75233, 14.8855, 6.75371, 0, 0
48, 0.00000, 14.8841, 6.75425, 14.8842, 6.75233, 14.8855, 6.75371, 0, 0
