hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 4.82275, 2.07117, 4.82278, 2.07063, 4.82316, 2.07103, 0, 0
2, 0.00000, 4.42779, 1.87903, 4.42781, 1.87858, 4.42813, 1.87891, 0, 0
3, 0.00000, 4.14976, 1.74717, 4.14979, 1.74677, 4.15006, 1.74706, 0, 0
4, 0.00000, 4.09179, 1.7205, 4.09182, 1.72012, 4.09208, 1.7204, 0, 0
5, 0.00000, 4.05428, 1.70233, 4.0543, 1.70196, 4.05456, 1.70223, 0, 0
6, 0.00000, 4.24003, 1.79277, 4.24006, 1.79236, 4.24034, 1.79265, 0, 0
7, 0.00000, 4.57389, 1.9737, 4.57391, 1.97324, 4.57424, 1.97357, 0, 0
8, 0.00000, 4.54347, 1.98493, 4.54348, 1.98448, 4.5438, 1.98479, 0, 0
9, 0.00000, 4.86636, 2.16769, 4.86637, 2.16718, 4.86674, 2.16752, 0, 0
10, 0.00000, 5.34287, 2.43085, 5.34287, 2.43023, 5.34332, 2.43064, 0, 0
11, 0.00000, 5.4901, 2.51559, 5.49009, 2.51494, 5.49058, 2.51538, 0, 0
12, 0.00000, 5.90646, 2.74097, 5.90645, 2.74021, 5.90702, 2.74072, 0, 0
13, 0.00000, 6.22517, 2.91585, 6.22516, 2.91499, 6.2258, 2.91557, 0, 0
14, 0.00000, 5.88724, 2.72158, 5.88724, 2.72081, 5.88781, 2.72134, 0, 0
15, 0.00000, 5.94118, 2.73844, 5.9412, 2.73764, 5.94178, 2.73819, 0, 0
16, 0.00000, 5.80111, 2.64225, 5.80113, 2.64149, 5.80169, 2.64203, 0, 0
17, 0.00000, 5.83309, 2.62496, 5.83313, 2.62416, 5.8337, 2.62473, 0, 0
18, 0.00000, 6.06002, 2.71868, 6.06008, 2.7178, 6.0607, 2.71844, 0, 0
19, 0.00000, 7.06362, 3.29495, 7.0637, 3.29369, 7.06459, 3.2946, 0, 0
20, 0.00000, 7.25205, 3.41368, 7.25214, 3.41234, 7.25309, 3.41331, 0, 0
21, 0.00000, 7.12394, 3.33499, 7.12402, 3.3337, 7.12493, 3.33463, 0, 0
22, 0.00000, 6.77529, 3.12343, 6.77535, 3.12229, 6.77616, 3.12311, 0, 0
23, 0.00000, 6.08282, 2.72433, 6.08287, 2.72344, 6.0835, 2.72408, 0, 0
24, 0.00000, 5.56451, 2.44528, 5.56455, 2.44454, 5.56507, 2.44507, 0, 0
25, 0.00000, 4.8228, 2.07119, 4.82283, 2.07065, 4.8232, 2.07104, 0, 0
26, 0.00000, 4.42779, 1.87903, 4.42781, 1.87858, 4.42813, 1.87891, 0, 0
27, 0.00000, 4.14976, 1.74717, 4.14979, 1.74677, 4.15006, 1.74706, 0, 0
28, 0.00000, 4.09179, 1.7205, 4.09182, 1.72012, 4.09208, 1.7204, 0, 0
29, 0.00000, 4.05428, 1.70233, 4.0543, 1.70196, 4.05456, 1.70223, 0, 0
30, 0.00000, 4.24003, 1.79277, 4.24006, 1.79236, 4.24034, 1.79265, 0, 0
31, 0.00000, 4.57389, 1.9737, 4.57391, 1.97324, 4.57424, 1.97357, 0, 0
32, 0.00000, 4.54347, 1.98493, 4.54348, 1.98448, 4.5438, 1.98479, 0, 0
33, 0.00000, 4.86636, 2.16769, 4.86637, 2.16718, 4.86674, 2.16752, 0, 0
34, 0.00000, 5.34287, 2.43085, 5.34287, 2.43023, 5.34332, 2.43064, 0, 0
35, 0.00000, 5.4901, 2.51559, 5.49009, 2.51494, 5.49058, 2.51538, 0, 0
36, 0.00000, 5.90646, 2.74097, 5.90645, 2.74021, 5.90702, 2.74072, 0, 0
37, 0.00000, 6.22517, 2.91585, 6.22516, 2.91499, 6.2258, 2.91557, 0, 0
38, 0.00000, 5.88724, 2.72158, 5.88724, 2.72081, 5.88781, 2.72134, 0, 0
39, 0.00000, 5.94118, 2.73844, 5.9412, 2.73764, 5.94178, 2.73819, 0, 0
40, 0.00000, 5.80111, 2.64225, 5.80113, 2.64149, 5.80169, 2.64203, 0, 0
41, 0.00000, 5.83309, 2.62496, 5.83313, 2.62416, 5.8337, 2.62473, 0, 0
42, 0.00000, 6.06002, 2.71868, 6.06008, 2.7178, 6.0607, 2.71844, 0, 0
43, 0.00000, 7.06362, 3.29495, 7.0637, 3.29369, 7.06459, 3.2946, 0, 0
44, 0.00000, 7.25205, 3.41368, 7.25214, 3.41234, 7.25309, 3.41331, 0, 0
45, 0.00000, 7.12394, 3.33499, 7.12402, 3.3337, 7.12493, 3.33463, 0, 0
46, 0.00000, 6.77529, 3.12343, 6.77535, 3.12229, 6.77616, 3.12311, 0, 0
47, 0.00000, 6.08282, 2.72433, 6.08287, 2.72344, 6.0835, 2.72408, 0, 0
48, 0.00000, 5.56451, 2.44528, 5.56455, 2.44454, 5.56507, 2.44507, 0, 0
48, 0.00000, 5.56451, 2.44528, 5.56455, 2.44454, 5.56507, 2.44507, 0, 0
