hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 7.03269, 3.00844, 7.03273, 3.00766, 7.03328, 3.00823, 0, 0
2, 0.00000, 6.45719, 2.73078, 6.45723, 2.73012, 6.45769, 2.7306, 0, 0
3, 0.00000, 6.05201, 2.5401, 6.05205, 2.53953, 6.05245, 2.53995, 0, 0
4, 0.00000, 5.96745, 2.50156, 5.96749, 2.501, 5.96787, 2.5014, 0, 0
5, 0.00000, 5.9128, 2.47525, 5.91283, 2.47471, 5.91321, 2.4751, 0, 0
6, 0.00000, 6.18491, 2.60728, 6.18495, 2.60668, 6.18536, 2.60712, 0, 0
7, 0.00000, 6.67812, 2.87503, 6.67815, 2.87435, 6.67863, 2.87484, 0, 0
8, 0.00000, 6.64344, 2.8999, 6.64346, 2.89925, 6.64393, 2.8997, 0, 0
9, 0.00000, 7.12286, 3.17231, 7.12286, 3.17157, 7.12341, 3.17208, 0, 0
10, 0.00000, 7.82535, 3.56041, 7.82535, 3.55951, 7.82602, 3.56012, 0, 0
11, 0.00000, 8.04318, 3.68601, 8.04316, 3.68506, 8.04388, 3.6857, 0, 0
12, 0.00000, 8.65259, 4.01446, 8.65258, 4.01334, 8.65341, 4.01409, 0, 0
13, 0.00000, 9.11544, 4.26589, 9.11544, 4.26464, 9.11637, 4.26548, 0, 0
14, 0.00000, 8.6158, 3.97854, 8.61581, 3.97742, 8.61664, 3.97818, 0, 0
15, 0.00000, 8.68793, 3.99681, 8.68795, 3.99565, 8.6888, 3.99645, 0, 0
16, 0.00000, 8.47534, 3.84979, 8.47538, 3.84867, 8.47619, 3.84946, 0, 0
17, 0.00000, 8.51137, 3.81437, 8.51143, 3.8132, 8.51226, 3.81404, 0, 0
18, 0.00000, 8.8354, 3.94265, 8.83547, 3.94136, 8.83639, 3.94229, 0, 0
19, 0.00000, 10.2971, 4.7722, 10.2972, 4.77036, 10.2985, 4.77169, 0, 0
20, 0.00000, 10.5716, 4.94318, 10.5718, 4.94122, 10.5731, 4.94264, 0, 0
21, 0.00000, 10.385, 4.82992, 10.3851, 4.82804, 10.3865, 4.8294, 0, 0
22, 0.00000, 9.87729, 4.52546, 9.87739, 4.52379, 9.87857, 4.525, 0, 0
23, 0.00000, 8.86867, 3.95062, 8.86875, 3.94931, 8.86967, 3.95025, 0, 0
24, 0.00000, 8.11353, 3.54832, 8.1136, 3.54724, 8.11435, 3.54802, 0, 0
25, 0.00000, 7.03276, 3.00847, 7.03281, 3.00768, 7.03336, 3.00826, 0, 0
26, 0.00000, 6.45719, 2.73078, 6.45723, 2.73012, 6.45769, 2.7306, 0, 0
27, 0.00000, 6.05201, 2.5401, 6.05205, 2.53953, 6.05245, 2.53995, 0, 0
28, 0.00000, 5.96745, 2.50156, 5.96749, 2.501, 5.96787, 2.5014, 0, 0
29, 0.00000, 5.9128, 2.47525, 5.91283, 2.47471, 5.91321, 2.4751, 0, 0
30, 0.00000, 6.18491, 2.60728, 6.18495, 2.60668, 6.18536, 2.60712, 0, 0
31, 0.00000, 6.67812, 2.87503, 6.67815, 2.87435, 6.67863, 2.87484, 0, 0
32, 0.00000, 6.64344, 2.8999, 6.64346, 2.89925, 6.64393, 2.8997, 0, 0
33, 0.00000, 7.12286, 3.17231, 7.12286, 3.17157, 7.12341, 3.17208, 0, 0
34, 0.00000, 7.82535, 3.56041, 7.82535, 3.55951, 7.82602, 3.56012, 0, 0
35, 0.00000, 8.04318, 3.68601, 8.04316, 3.68506, 8.04388, 3.6857, 0, 0
36, 0.00000, 8.65259, 4.01446, 8.65258, 4.01334, 8.65341, 4.01409, 0, 0
37, 0.00000, 9.11544, 4.26589, 9.11544, 4.26464, 9.11637, 4.26548, 0, 0
38, 0.00000, 8.6158, 3.97854, 8.61581, 3.97742, 8.61664, 3.97818, 0, 0
39, 0.00000, 8.68793, 3.99681, 8.68795, 3.99565, 8.6888, 3.99645, 0, 0
40, 0.00000, 8.47534, 3.84979, 8.47538, 3.84867, 8.47619, 3.84946, 0, 0
41, 0.00000, 8.51137, 3.81437, 8.51143, 3.8132, 8.51226, 3.81404, 0, 0
42, 0.00000, 8.8354, 3.94265, 8.83547, 3.94136, 8.83639, 3.94229, 0, 0
43, 0.00000, 10.2971, 4.7722, 10.2972, 4.77036, 10.2985, 4.77169, 0, 0
44, 0.00000, 10.5716, 4.94318, 10.5718, 4.94122, 10.5731, 4.94264, 0, 0
45, 0.00000, 10.385, 4.82992, 10.3851, 4.82804, 10.3865, 4.8294, 0, 0
46, 0.00000, 9.87729, 4.52546, 9.87739, 4.52379, 9.87857, 4.525, 0, 0
47, 0.00000, 8.86867, 3.95062, 8.86875, 3.94931, 8.86967, 3.95025, 0, 0
48, 0.00000, 8.11353, 3.54832, 8.1136, 3.54724, 8.11435, 3.54802, 0, 0
48, 0.00000, 8.11353, 3.54832, 8.1136, 3.54724, 8.11435, 3.54802, 0, 0
