hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 13.203, 5.81884, 13.2031, 5.8174, 13.2041, 5.81844, 0, 0
2, 0.00000, 12.1032, 5.27055, 12.1033, 5.26934, 12.1042, 5.27022, 0, 0
3, 0.00000, 11.332, 4.88987, 11.332, 4.88882, 11.3328, 4.88958, 0, 0
4, 0.00000, 11.174, 4.80326, 11.1741, 4.80224, 11.1748, 4.80298, 0, 0
5, 0.00000, 11.0688, 4.75347, 11.0689, 4.75247, 11.0696, 4.75319, 0, 0
6, 0.00000, 9.48666, 4.9291, 9.48677, 4.92818, 9.48738, 4.92888, 0, 0
7, 0.00000, 0.78121, 5.23087, 0.781556, 5.23063, 0.78149, 5.23104, 0, 0
8, 0.00000, -14.5133, 5.695, -14.5125, 5.69601, -14.5138, 5.69588, 0, 0
9, 0.00000, -25.4307, 7.02847, -25.4294, 7.03044, -25.4318, 7.03002, 0, 0
10, 0.00000, -32.147, 8.48221, -32.1452, 8.48492, -32.1485, 8.48438, 0, 0
11, 0.00000, -35.2818, 9.11991, -35.2798, 9.12295, -35.2835, 9.12235, 0, 0
12, 0.00000, -33.5457, 9.4942, -33.5436, 9.49728, -33.5474, 9.49677, 0, 0
13, 0.00000, -27.2604, 9.21541, -27.2584, 9.21799, -27.2618, 9.21771, 0, 0
14, 0.00000, -21.5517, 8.14423, -21.5502, 8.14614, -21.5527, 8.14597, 0, 0
15, 0.00000, -12.681, 7.57656, -12.6798, 7.57758, -12.6814, 7.57774, 0, 0
16, 0.00000, -3.47025, 7.00432, -3.4695, 7.00437, -3.47007, 7.00488, 0, 0
17, 0.00000, 8.90534, 7.06644, 8.90568, 7.0651, 8.90645, 7.06625, 0, 0
18, 0.00000, 16.662, 7.71169, 16.6621, 7.70931, 16.6638, 7.71102, 0, 0
19, 0.00000, 19.4984, 9.4265, 19.4985, 9.42311, 19.501, 9.42554, 0, 0
20, 0.00000, 20.0334, 9.78427, 20.0336, 9.78066, 20.0362, 9.78325, 0, 0
21, 0.00000, 19.668, 9.54985, 19.6682, 9.54638, 19.6707, 9.54886, 0, 0
22, 0.00000, 18.6768, 8.91911, 18.6769, 8.91603, 18.6791, 8.91823, 0, 0
23, 0.00000, 16.7223, 7.73963, 16.7225, 7.73722, 16.7242, 7.73895, 0, 0
24, 0.00000, 15.2708, 6.91663, 15.2709, 6.91466, 15.2723, 6.91608, 0, 0
25, 0.00000, 13.2026, 5.81877, 13.2027, 5.81732, 13.2037, 5.81836, 0, 0
26, 0.00000, 12.1032, 5.27055, 12.1033, 5.26934, 12.1042, 5.27021, 0, 0
27, 0.00000, 11.332, 4.88987, 11.332, 4.88882, 11.3328, 4.88958, 0, 0
28, 0.00000, 11.174, 4.80326, 11.1741, 4.80224, 11.1748, 4.80298, 0, 0
29, 0.00000, 11.0688, 4.75347, 11.0689, 4.75247, 11.0696, 4.75319, 0, 0
30, 0.00000, 9.48666, 4.9291, 9.48677, 4.92818, 9.48738, 4.92888, 0, 0
31, 0.00000, 0.78121, 5.23087, 0.781556, 5.23063, 0.78149, 5.23104, 0, 0
32, 0.00000, -14.5133, 5.695, -14.5125, 5.69601, -14.5138, 5.69588, 0, 0
33, 0.00000, -25.4307, 7.02847, -25.4294, 7.03044, -25.4318, 7.03002, 0, 0
34, 0.00000, -32.147, 8.48221, -32.1452, 8.48492, -32.1485, 8.48438, 0, 0
35, 0.00000, -35.2818, 9.11991, -35.2798, 9.12295, -35.2835, 9.12235, 0, 0
36, 0.00000, -33.5457, 9.4942, -33.5436, 9.49728, -33.5474, 9.49677, 0, 0
37, 0.00000, -27.2604, 9.21541, -27.2584, 9.21799, -27.2618, 9.21771, 0, 0
38, 0.00000, -21.5517, 8.14423, -21.5502, 8.14614, -21.5527, 8.14597, 0, 0
39, 0.00000, -12.681, 7.57656, -12.6798, 7.57758, -12.6814, 7.57774, 0, 0
40, 0.00000, -3.47025, 7.00432, -3.4695, 7.00437, -3.47007, 7.00488, 0, 0
41, 0.00000, 8.90534, 7.06644, 8.90568, 7.0651, 8.90645, 7.06625, 0, 0
42, 0.00000, 16.662, 7.71169, 16.6621, 7.70931, 16.6638, 7.71102, 0, 0
43, 0.00000, 19.4984, 9.4265, 19.4985, 9.42311, 19.501, 9.42554, 0, 0
44, 0.00000, 20.0334, 9.78427, 20.0336, 9.78066, 20.0362, 9.78325, 0, 0
45, 0.00000, 19.668, 9.54985, 19.6682, 9.54638, 19.6707, 9.54886, 0, 0
46, 0.00000, 18.6768, 8.91911, 18.6769, 8.91603, 18.6791, 8.91823, 0, 0
47, 0.00000, 16.7223, 7.73963, 16.7225, 7.73722, 16.7242, 7.73895, 0, 0
48, 0.00000, 15.2708, 6.91663, 15.2709, 6.91466, 15.2723, 6.91608, 0, 0
48, 0.00000, 15.2708, 6.91663, 15.2709, 6.91466, 15.2723, 6.91608, 0, 0
